h3,lat,lon,area,CIS,CIS_adj,hidden_uplift_%,enf_days,police_station
8961892e6a7ffff,12.991990242571799,77.70564611223048,Bhoruka Tech Park,13.15,16.66,27.0,7,Mahadevapura
89601458603ffff,13.001113854397865,77.536027222166,Kurubarahalli Circle,13.15,17.09,30.0,5,Vijayanagara
89618924a33ffff,12.909092872171389,77.57058181699108,Tippu Sultan Circle,13.15,17.09,30.0,5,K.S. Layout
8960144b5a3ffff,13.06864073307749,77.44875953257177,Alur Village,13.14,16.83,28.0,7,No Police Station
8961892190fffff,12.987630342755208,77.72726706495274,Embassy East Avenue,13.12,17.47,33.0,4,Mahadevapura
896189254abffff,12.921524995512573,77.67431708959897,Bellandur,13.11,16.51,26.0,8,Bellandur
89618926607ffff,12.842365591223992,77.67778207828378,Pramuk Aqua Heights,13.07,16.66,27.0,6,Electronic City
8961892cc03ffff,13.03077528816037,77.62077401362596,Sri Muthu Mariyamma Circle,13.06,17.09,31.0,5,K.G. Halli
8961892c313ffff,13.058480662345284,77.64894604095902,Muninanjappa Layout,13.06,17.39,33.0,4,Hennuru
89618926057ffff,12.840290660505605,77.66329684039012,KSSIDC Complex,13.02,16.13,24.0,9,Electronic City
8960145ae3bffff,12.94994032215917,77.50030442492323,Bangalore University,13.01,19.93,53.0,1,Jnanabharathi
8961892e903ffff,12.985909282285935,77.611587610053,Dasappa Colony,13.0,16.47,27.0,6,Pulikeshinagar(F.Town)
8961892e60bffff,13.003725392056603,77.71368234236004,Krishnappa Circle,13.0,15.53,19.0,11,K.R. Pura
8961892e077ffff,12.99740571283029,77.68706026007558,Indian Oil Campus,13.0,15.76,21.0,12,Mahadevapura
896189219abffff,12.98121744219882,77.72595090269382,SJR I Park,12.92,17.83,38.0,3,Mahadevapura
8961892ee4bffff,13.011405617916534,77.65898655791297,B Channasandra,12.92,16.91,31.0,6,Banaswadi
89601459013ffff,13.043819538541346,77.54756601860569,Sri Veera Madakari Nayaka Circle,12.89,17.16,33.0,5,Jalahalli
896189253d7ffff,12.952620501759803,77.65256546825445,Golf View Campus,12.84,17.25,34.0,4,Jeevanbheemanagar
8960145900bffff,13.04916672285149,77.54585027145363,Muni Venkatappa Block,12.8,16.4,28.0,7,Jalahalli
8961892cdb7ffff,13.012687507798017,77.59458326156917,Hankappa Block,12.77,15.82,24.0,7,R.T. Nagar
8961892412bffff,12.884387139462623,77.60205234574836,Jagdish Circle,12.76,18.14,42.0,2,Hulimavu
89601459ea3ffff,13.046077757120113,77.50309438759821,Nelakadirena Halli,12.75,16.82,32.0,4,Peenya
8960145a4cbffff,12.92940584182962,77.56911712547911,Byrappa Block,12.74,18.11,42.0,2,Banashankari
8961892482bffff,12.892014785214199,77.56428130900501,Narayana Nagar,12.74,16.8,32.0,4,K.S. Layout
89601459c03ffff,13.031123291064446,77.50284733405225,Nelagedhrahalli Circle,12.7,15.99,26.0,8,Peenya
8961892ee8fffff,12.995378828909907,77.65570209656508,Jal Vayu Tower,12.7,17.73,40.0,3,Banaswadi
8961892594fffff,12.943250902244788,77.58318626917152,Ashoka Stambh Circle,12.69,16.08,27.0,6,Wilson Garden
8960145a63bffff,12.949746605040392,77.55923099295099,Bhawani Nagar,12.69,18.56,46.0,1,Basavanagudi
8961892dd13ffff,13.07349748532631,77.6323366853902,Subdivision Quarters,12.69,16.49,30.0,6,Hennuru
8960145b5a3ffff,12.96362089285422,77.56487686913171,Karnataka Police Staff Quarters,12.68,15.47,22.0,11,Chamarajpet
896189255cfffff,12.920501139354965,77.66285755191612,Avana,12.67,15.63,23.0,10,Bellandur
8960145b123ffff,12.986129364753623,77.54419855710536,SR Dinne,12.66,16.7,32.0,4,Vijayanagara
89618924aa3ffff,12.903742264817788,77.57229683267205,Adarsh Nivas,12.64,16.11,27.0,7,J.P. Nagar
89618924817ffff,12.885574761034826,77.57139121571913,KC Circle,12.64,16.19,28.0,6,Thalagattapura
89601458517ffff,12.968073316985041,77.50962158352039,BDA Layout,12.63,16.0,27.0,8,Jnanabharathi
89601458433ffff,12.976571580090033,77.52539571366798,Shrishylanagar,12.63,16.82,33.0,4,Vijayanagara
89601459ed7ffff,13.050318648235917,77.51519194164204,Josy Layout,12.59,17.58,40.0,3,Chikkabanavara
8960145b243ffff,13.023412325449542,77.58272639319945,Dena Bank Colony,12.57,15.34,22.0,11,Kodigehalli
89618921dc7ffff,12.9693489663069,77.75166560780691,HBK Layout,12.57,15.74,25.0,7,Whitefield
896014590d7ffff,13.042735725211386,77.55296271421872,Sharadamba Nagar,12.52,15.45,23.0,9,Jalahalli
896014594a7ffff,13.022429200105345,77.55442874309225,Dr Ambedkar Nagar,12.51,17.26,38.0,3,Yeshwanthpura
89601458547ffff,12.977682680934002,77.511584241423,Nagarbhavi BDA Shopping Complex,12.48,17.74,42.0,2,Jnanabharathi
8961892e437ffff,12.974901701921937,77.69932686495953,Durga Petals,12.47,16.08,29.0,6,Mahadevapura
8960145a8c3ffff,12.941417026542867,77.49295077657537,Nagadevanahalli,12.44,15.41,24.0,9,Jnanabharathi
896016911d3ffff,13.245392062958391,77.71543571598961,Giriyamma Circle,12.42,16.54,33.0,4,Devanahalli Airport
89601459127ffff,13.0375063373496,77.51257422728649,Dynamtic Circle,12.41,16.0,29.0,5,Peenya
89601459133ffff,13.036423259226542,77.51796880590841,Peenya SRS,12.41,16.52,33.0,4,Peenya
8960145b033ffff,12.991397920133018,77.56774800654706,Sunrise Arunachalan Circle,12.41,16.37,32.0,5,Sheshadripuram
8961892540fffff,12.92793645767446,77.67563116483235,Bellandur Circle,12.4,15.61,26.0,8,Bellandur
8961892e657ffff,13.004783775583347,77.71671401286831,Bethel Nagar,12.32,14.94,21.0,10,K.R. Pura
8961892614bffff,12.839308181968477,77.64341555679498,Himagiri Residency,12.26,16.67,36.0,4,Electronic City
8961892442bffff,12.876750751424053,77.63983755273736,Divya Jyothi Royal County,12.24,15.41,26.0,9,Electronic City
89618925267ffff,12.969705505243729,77.65887836305738,Nada Prabhu Kempegowda Circle,12.2,14.74,21.0,10,Jeevanbheemanagar
8961892444fffff,12.88312669250983,77.64957741172739,Filor House,12.19,18.67,53.0,1,Electronic City
8960145b313ffff,13.006384767834748,77.55957550906031,Block A,12.15,15.67,29.0,6,Malleshwaram
896189255abffff,12.914123534318827,77.65311478799917,CPWD Quarters,12.15,14.94,23.0,10,HSR Layout
8960145942bffff,13.034184444441099,77.55402330842583,Brindavan Nagar,12.12,16.73,38.0,3,Yeshwanthpura
8960145a30fffff,12.958410361185974,77.52449312575288,Nisarga Layout,12.12,17.23,42.0,2,Byatarayanapura
8960145ad83ffff,12.911533074703945,77.4840448120431,Madhu Petrol Bunk Junction,12.11,15.25,26.0,7,Kengeri
89618925db7ffff,12.907941279102584,77.59282170131182,Delmia Circle,12.06,14.83,23.0,9,J.P. Nagar
8961892ecafffff,12.972971931055143,77.64267482942982,Indiranagar,12.06,16.06,33.0,4,Jeevanbheemanagar
89618924873ffff,12.894129798959097,77.5703314076544,Chennabasappa Layout,12.04,15.26,27.0,7,K.S. Layout
8960145a417ffff,12.923027721774394,77.55938627102312,Kittur Rani Chennamma Circle,12.03,15.24,27.0,6,Banashankari
8960145968bffff,13.049095062628734,77.5711208312293,Whispering Meadows,11.99,15.58,30.0,6,Kodigehalli
89618934acfffff,12.808038823547518,77.69887229568462,Bangaranna Khanavali,11.96,16.07,34.0,4,Electronic City
89601459567ffff,13.029969542869793,77.53349952776715,Raja Industrial Estate,11.96,15.78,32.0,5,Yeshwanthpura
89618925eabffff,12.944187879508064,77.61991195750308,KR Garden,11.96,14.82,24.0,8,Adugodi
8961892dd43ffff,13.083112124737193,77.63430656119503,Venkatadri Estates,11.94,14.68,23.0,10,Hennuru
8961892ed43ffff,12.978353657521334,77.63253030668535,Bangalore Metropolitan Transport Corporation Quarters,11.94,17.46,46.0,1,Jeevanbheemanagar
8961892c4b3ffff,13.020964119425056,77.67782392562034,Kowdenahalli Extension,11.9,14.52,22.0,9,Banaswadi
89618924e23ffff,12.896212954754912,77.58480343584444,Aishwarya Splendour,11.89,14.46,22.0,10,J.P. Nagar
89618920b6bffff,12.96634148809631,77.70038490174124,Dr APJ Abdul Kalam Enclave,11.88,14.96,26.0,7,HAL Old Airport
89601459697ffff,13.042687153942886,77.56980995295861,HIG Colony,11.88,15.32,29.0,5,Kodigehalli
8961892ce0bffff,13.05641350668819,77.62602501381292,R & S Riviera Apartment,11.87,14.59,23.0,10,Hennuru
89601458c43ffff,12.986331944338778,77.47686056756481,Gollarahatti,11.8,15.44,31.0,5,Kamakshipalya
89618924833ffff,12.886664106343547,77.56599621736362,Silver Oak Plantation Junction,11.8,15.71,33.0,4,Thalagattapura
89618925a57ffff,12.967739763278189,77.61067903437332,Mother Teresa Circle,11.79,14.84,26.0,7,Ashok Nagar
896189259a3ffff,12.926171579055959,77.57688347032665,Jayanagar,11.75,14.56,24.0,10,Jayanagara
8960145b12bffff,12.989332995327187,77.54485341131877,Sri Mahaganapathi Nagar,11.74,16.69,42.0,2,Vijayanagara
8961892037bffff,12.96395845149131,77.76182126613912,Anjaneya Anugraha,11.74,17.98,53.0,1,Whitefield
89618924a53ffff,12.916528131486958,77.58333950852602,Sri Aurobindo Circle,11.72,14.1,20.0,11,Jayanagara
8961892c4b7ffff,13.019905267622255,77.67479354671617,Raghavendra Circle,11.71,14.34,22.0,9,Banaswadi
8960145a857ffff,12.945705293215848,77.48821305216431,KV Orchids,11.69,17.9,53.0,1,Jnanabharathi
896016966cfffff,13.107783385851064,77.60280690676636,Krishnaja Avenue,11.68,14.71,26.0,9,Yelahanka
8961892ec8bffff,12.973999837334667,77.6541336598593,Geethanjali Layout,11.67,17.87,53.0,1,Jeevanbheemanagar
89618920e47ffff,12.954406664784186,77.74296710655163,Prestige Raintree Park,11.59,17.75,53.0,1,Whitefield
89618925ac3ffff,12.96344705611618,77.61542193463187,Anglo Indian Block,11.59,16.95,46.0,1,Ashok Nagar
8961892e0abffff,12.98884656894658,77.68811856958938,Shivganga Layout,11.58,17.74,53.0,1,Mahadevapura
896189266c3ffff,12.8433839931096,77.68924067616467,Inspira Tropical Garden,11.56,14.91,29.0,6,Electronic City
8961892428bffff,12.906688892111724,77.6403455110973,Patel Channappa Circle,11.56,14.4,25.0,10,HSR Layout
89618926bc7ffff,12.850227536861649,77.5894455351815,Royal Hermitage Layout,11.55,14.09,22.0,10,Thalagattapura
896014595b3ffff,13.013927824874534,77.53864629590288,Dollars Colony,11.47,15.01,31.0,5,Rajajinagar
89618926443ffff,12.828448106917202,77.6805548049665,Mahendra Aarya Homes,11.41,15.05,32.0,5,Electronic City
89618925d8fffff,12.913261041767745,77.59952991615663,Gopalan Innovation Mall,11.39,14.11,24.0,9,Mico Layout
8961892c947ffff,13.04478195094608,77.58428887272623,Abdul Jabbar Layout,11.37,14.41,27.0,8,Kodigehalli
89618927143ffff,12.888376101950733,77.67314867741027,Choodasandra Circle,11.29,14.56,29.0,5,Bellandur
89618925da7ffff,12.910088120555248,77.5904511078427,Bengaluru,11.27,15.74,40.0,3,J.P. Nagar
8961892c527ffff,13.022137344601518,77.64712340952492,Sri Bhaktha Kanakadasa Circle,11.26,14.85,32.0,4,Hennuru
89618927383ffff,12.895844543581084,77.67749170690524,Klassik Landmark,11.2,16.25,45.0,2,Bellandur
8960145925bffff,13.07691622876767,77.55714362904304,Vidyaranyapura,11.16,14.39,29.0,7,Yelahanka
8960169652fffff,13.077976621144208,77.56017016478384,HMT Layout,11.15,15.16,36.0,4,Yelahanka
896016965b3ffff,13.066198601439568,77.56900003507086,AVR Layout,11.15,15.16,36.0,4,Kodigehalli
8960145918bffff,13.034256564638236,77.52875883479138,BDA Industrial Suburb,11.13,14.01,26.0,7,Yeshwanthpura
89601459babffff,13.05685287760628,77.46599683573763,Bynapalya,11.09,14.05,27.0,7,No Police Station
8961892404bffff,12.899221250291582,77.63600503532633,Vajpayee Nagar,11.08,15.47,40.0,3,HSR Layout
896189242d3ffff,12.908803513075258,77.64640159355473,HSR Layout,11.05,16.92,53.0,1,HSR Layout
8960145a3cbffff,12.959441833839316,77.53593580209031,Attiguppe Circle,11.05,16.92,53.0,1,Vijayanagara
89618927113ffff,12.878758894432199,77.67117797729851,Balaji Layout,11.03,14.06,27.0,6,Electronic City
8960145b023ffff,12.993542843983315,77.56537726526012,Sri Chowdeshwari Devi Circle,11.03,15.22,38.0,3,Sheshadripuram
8960145a433ffff,12.92411554792809,77.55399130419033,7th Cross Road,11.02,14.54,32.0,4,Banashankari
8960145b32fffff,13.010699140235507,77.54641242526039,Sri Vasavi Garden,11.01,13.79,25.0,9,Rajajinagar
8960145a843ffff,12.948908101800253,77.48886682463771,Amma Ashrama Circle,11.01,15.98,45.0,2,Jnanabharathi
8961892532bffff,12.959093158251644,77.63702033959996,Domlur Layout,10.99,14.94,36.0,3,Halasur
89601458c7bffff,12.987415534097957,77.47146922764061,Dodda Gollarahatti,10.98,13.45,22.0,9,Kamakshipalya
8961892eb4fffff,13.017956313797567,77.6181489572312,Mysore Income Tax Layout,10.98,14.93,36.0,3,K.G. Halli
89618925db3ffff,12.908998873763768,77.59584791473618,Bengaluru,10.96,14.35,31.0,5,J.P. Nagar
8961892cb63ffff,13.068295269973788,77.58347992285206,NTI Layout,10.96,14.73,34.0,4,Kodigehalli
89618921a53ffff,13.02065938700634,77.76220387301379,Chaithanya Samarpan,10.94,13.62,24.0,9,Mahadevapura
8960145b0a7ffff,12.984989958706299,77.5664374936953,Bengaluru Central City Corporation,10.9,13.81,27.0,6,Sheshadripuram
8961892460fffff,12.898096583867435,77.64983188407598,Haralukunte Village,10.88,13.55,25.0,8,HSR Layout
8961892eddbffff,12.971913614790687,77.63964623538969,Sony World Junction,10.87,13.54,25.0,7,Jeevanbheemanagar
89618924237ffff,12.907812319774601,77.62651971342484,Vivekananda Circle,10.86,14.46,33.0,4,Madiwala
89601458127ffff,12.985248175541964,77.4822521984984,Byadrahalli,10.85,15.42,42.0,2,Kamakshipalya
8960145b1b3ffff,12.976491563969546,77.55065449789325,Rajajinagar IT Park,10.83,14.42,33.0,5,Magadi Road
8960169008bffff,13.198387564785666,77.70015308188223,Arisinakunte,10.79,15.34,42.0,2,Devanahalli Airport
8960145aa53ffff,12.969184164647874,77.4958128958321,Sri Maregowda Circle,10.79,13.75,27.0,6,Jnanabharathi
8961892ec83ffff,12.970794492951716,77.65347689647938,Annayappa Colony,10.76,14.33,33.0,4,Jeevanbheemanagar
8961892ec07ffff,12.977235466560723,77.64636017933398,BSNL Telecom Officer Quarters,10.75,14.07,31.0,5,Jeevanbheemanagar
896189251b3ffff,12.92380513973153,77.63822789003127,Jakkasandra,10.74,13.37,24.0,8,Adugodi
8961892da2fffff,13.122677649022936,77.62835200925137,Durgamba Layout,10.72,14.03,31.0,6,Yelahanka
8961892c9cbffff,13.04155258442783,77.59205929357039,Hebbal Junction,10.71,15.22,42.0,2,Hebbala
89601459863ffff,13.05360872153461,77.48217443332275,Anchepalya Village,10.69,14.75,38.0,3,No Police Station
89601459407ffff,13.029896350435614,77.55876499874549,Mathikere Extension,10.66,14.19,33.0,5,Yeshwanthpura
89618925ca7ffff,12.91749159579667,77.61163672595205,BTM Circle,10.63,14.02,32.0,5,Mico Layout
89618926077ffff,12.840327685366324,77.65486951799565,Concorde Cuppertino,10.62,15.41,45.0,2,Electronic City
89618921903ffff,12.985481905108065,77.72964093694527,Divyasree NR Enclave,10.61,14.42,36.0,3,Mahadevapura
89618920a2fffff,12.96521833652822,77.71422449394056,Sriram Spurthi Apartment,10.61,14.42,36.0,3,HAL Old Airport
896016901c3ffff,13.19522446291114,77.6826149292126,Begur Chikkanahalli,10.61,13.21,25.0,9,Devanahalli Airport
8961892e5cbffff,12.97384367596949,77.69629613648969,Durga Petals,10.59,14.4,36.0,3,Mahadevapura
8961892cda7ffff,13.014832643297488,77.59221182749619,Rahmat Nagar,10.59,13.5,27.0,6,R.T. Nagar
89601459157ffff,13.04280652351214,77.52769784098055,Peenya,10.57,15.34,45.0,2,Jalahalli
8960145b06fffff,13.003154711843738,77.56734306026524,Paresh Apartment,10.56,14.19,34.0,4,Malleshwaram
8961892597bffff,12.942192709377883,77.58016019383982,Teachers College Circle,10.56,13.62,29.0,5,Basavanagudi
8961892c807ffff,13.044731539148954,77.60114215713716,Yogesh Nagar,10.56,14.06,33.0,4,Hebbala
896189244cfffff,12.875624080037536,77.65366397396626,Venkateshwara Layout,10.56,16.17,53.0,1,Electronic City
89601459857ffff,13.050384689101904,77.48993720416985,Nanjundeshwara Layout,10.56,13.53,28.0,6,No Police Station
89618924297ffff,12.900278470431278,77.63903277916489,Gollarapalya,10.56,16.17,53.0,1,HSR Layout
896014595bbffff,13.017131332191125,77.53930111047669,Rajiv Gandhi Nagar,10.56,16.17,53.0,1,Rajajinagar
896016901c7ffff,13.194162987709394,77.6795826569185,Yerthiganahalli,10.51,12.92,23.0,9,Devanahalli Airport
89618920a27ffff,12.962012054321159,77.71356668275233,Periwinkle Residency Block D,10.5,14.66,40.0,3,HAL Old Airport
8961892587bffff,12.949600046821024,77.60134532062332,Wilson Vintage,10.49,13.63,30.0,6,Wilson Garden
89618924093ffff,12.878899098968285,77.63746627475473,Prospect Princeton Apartment,10.49,13.63,30.0,6,Electronic City
8961892c9a3ffff,13.030905749818027,77.57863940067652,GMR Layout,10.48,13.42,28.0,6,Kodigehalli
896016966c7ffff,13.104579025127595,77.6021507701661,Kogilu Cross Junction,10.47,14.07,34.0,4,Yelahanka
8960169608bffff,13.093951040329884,77.58029904824161,Yelahanka New Town,10.46,15.18,45.0,2,Yelahanka
89618926383ffff,12.84356982642235,77.64709935018062,Ajmera Annex,10.44,13.9,33.0,5,Electronic City
8961892ea4fffff,13.025370297283402,77.63934925199494,Chelekere,10.37,13.06,26.0,8,Banaswadi
896189242cfffff,12.91309933946778,77.64165831694343,HSR Layout,10.37,13.68,32.0,4,HSR Layout
8961892ea0bffff,13.01896020936421,77.63803604992204,Sena Vihar,10.37,13.28,28.0,6,Banaswadi
8960145a173ffff,12.939190338488428,77.52056684390283,BWSSB Quarters,10.37,12.85,24.0,9,Byatarayanapura
8961892e677ffff,13.004814759523452,77.70827716171667,Gangadhara Chari Layout,10.36,12.78,23.0,8,K.R. Pura
89601696423ffff,13.083255618054336,77.5837311496285,Olivia,10.36,15.87,53.0,1,Yelahanka
8961892e00fffff,12.995258284672321,77.68943342177117,DNR Casablanca,10.36,15.87,53.0,1,Mahadevapura
8961892e4afffff,12.972753641360109,77.70170009331532,Alpine Eco Apartment,10.35,15.02,45.0,2,Mahadevapura
89601690157ffff,13.19951223987972,77.67786582149512,Yerthiganahalli,10.32,13.41,30.0,5,Devanahalli Airport
896189219bbffff,12.979068925833586,77.72832469963723,SJR I Park,10.29,14.37,40.0,3,Whitefield
89618925d13ffff,12.916465622052979,77.60018559888853,Jayadeva Junction,10.28,13.81,34.0,4,Mico Layout
8961892c95bffff,13.046901441994054,77.590343472411,Esteem Mall,10.25,12.99,27.0,7,Kodigehalli
8960145b34bffff,13.019200174102178,77.56219630265886,PW Frames Colony,10.24,14.56,42.0,2,Yeshwanthpura
8960145b363ffff,13.01602173540264,77.55311857184648,Orion,10.23,12.96,27.0,6,Malleshwaram
8961892db2fffff,13.115252817712282,77.60714789872856,Yelahanka,10.22,13.61,33.0,5,Yelahanka
89618926213ffff,12.856318974147412,77.6665803240049,Nanjuda Reddy Layout,10.22,13.09,28.0,6,Electronic City
8961892590bffff,12.936842339760934,77.58187541232932,Cauvery Circle,10.22,13.28,30.0,5,Jayanagara
89601459577ffff,13.027825902792477,77.53586991981562,Goraguntepalya,10.2,13.26,30.0,5,Yeshwanthpura
8960145b3cfffff,13.010647952062591,77.5632566697442,Malleshwaram West,10.2,13.15,29.0,6,Malleshwaram
8961892644bffff,12.831654035228972,77.68121174576994,Mahendra Aarya Homes,10.18,13.43,32.0,5,Electronic City
8960145a4c7ffff,12.925143747291242,77.56543661136617,KIMS Staff Quarters,10.12,13.15,30.0,5,Banashankari
896014580cbffff,12.996876460916635,77.52392846915603,Kempegowda Layout,10.12,13.35,32.0,5,Peenya
89601696443ffff,13.090701254881665,77.59649826183161,RMZ Galleria Residences,10.07,13.41,33.0,4,Yelahanka
8960145a12bffff,12.937073381542751,77.51451959682926,Gopalan Arcade,10.07,12.76,27.0,6,Byatarayanapura
8961892c3bbffff,13.054215970678406,77.64525957676354,K Narayanpura Cross,10.07,12.61,25.0,7,Hennuru
896189218c7ffff,12.99179709526036,77.75627551519048,Gopal Krishna Nagar,10.05,13.38,33.0,4,Mahadevapura
89618927347ffff,12.909759313335439,77.67471833116139,CNB Circle,10.05,13.26,32.0,4,Bellandur
89618925673ffff,12.953582554207793,77.68088820553432,HAL Industrial Area,10.0,12.52,25.0,8,HAL Old Airport
8961892e60fffff,13.002667007415274,77.71065079525968,Ayyappa Nagar Circle,9.99,12.73,27.0,6,K.R. Pura
8961892c597ffff,13.012464429606299,77.66201626290638,OMSR Layout,9.94,12.59,27.0,7,Banaswadi
8960145a883ffff,12.933952696567305,77.48862057950038,Ambedkar Circle,9.93,13.1,32.0,4,Kengeri
8960145a4abffff,12.921969708322601,77.55636128664105,Gururaja Layout,9.92,13.09,32.0,5,Banashankari
8961892e95bffff,12.994436200607606,77.61895544332485,Sindhi Colony,9.89,12.45,26.0,7,Pulikeshinagar(F.Town)
8960145946bffff,13.04165173235013,77.55835969995861,Sundara Nagar,9.84,12.98,32.0,4,Jalahalli
896189259b3ffff,12.924025290533711,77.57925392018474,Jagathguru Shri Sivaratripura Circle,9.84,12.25,24.0,7,Jayanagara
8961892ed07ffff,12.969826923202223,77.6251613598349,Ranka Court,9.81,13.06,33.0,4,Halasur
89618925527ffff,12.917362020347868,77.6453428950814,HSR Layout,9.79,12.91,32.0,5,HSR Layout
8961892cbd7ffff,13.0575741305098,77.59533859335606,RMZ Latitude Commercial,9.72,12.45,28.0,6,Hebbala
8961892ee53ffff,13.006053606076298,77.66070231077518,Kasturi Nagar,9.71,14.09,45.0,2,Banaswadi
8960169046bffff,13.198365972233688,77.70859447000518,Kempegowda International Airport Devanahalli,9.7,12.79,32.0,4,Devanahalli Airport
89618924e8fffff,12.890829160911844,77.59494065402704,Govinda Reddy Layout,9.7,12.51,29.0,6,J.P. Nagar
89618924a2fffff,12.913385493381838,77.56584151918258,Teachers Colony,9.7,12.21,26.0,7,K.S. Layout
896189255d3ffff,12.91620466532454,77.66760177378423,Ambalipura,9.67,12.17,26.0,8,Bellandur
8960145b04bffff,13.004187373608575,77.57879307012789,Malleshwaram,9.65,12.63,31.0,5,Sadashivanagar
89618925aa3ffff,12.9560091820619,77.60265692369161,B&C Colony,9.65,14.11,46.0,1,Ashok Nagar
896014590cbffff,13.049143110760468,77.5542729935688,Dr K Shivaramakarantha Circle,9.64,12.43,29.0,7,Jalahalli
89618925ab3ffff,12.953862845519739,77.60502811068596,Gajendra Nagar,9.64,13.3,38.0,3,Ashok Nagar
8961892f683ffff,13.045317393032494,77.74755671927215,Salarpuria Sattva East Crest,9.59,13.23,38.0,3,K.R. Pura
89601696d37ffff,13.072782874722739,77.50293426440969,Janapriya Nivas,9.58,13.9,45.0,2,Chikkabanavara
8961892ca0fffff,13.070367167312579,77.60639060423708,Metropolitan Cooperative Housing Society,9.54,13.17,38.0,3,Hebbala
89601690c23ffff,13.187834908074567,77.64451911741779,Sadahalli Gate Junction,9.52,12.79,34.0,4,Chikkajala
8961892eb8fffff,13.00299164125624,77.61789601474842,Richards Town,9.52,12.79,34.0,4,Pulikeshinagar(F.Town)
8960145953bffff,13.024622463427407,77.53521514352859,Arge Urban Bloom,9.49,12.64,33.0,4,Yeshwanthpura
89618925a07ffff,12.962418341901131,77.60396860064579,Sir Mirza Ismail Nagar,9.46,12.6,33.0,4,Ashok Nagar
8961892dd57ffff,13.079907239607227,77.63364991743002,RR Signature,9.45,12.7,34.0,4,Hennuru
8961892cec7ffff,13.05212311094081,77.63076988257454,Aswath Nagar Circle,9.45,13.2,40.0,3,Hennuru
8960145a8cbffff,12.944619914292792,77.49360462424363,Janata Colony,9.43,12.08,28.0,6,Jnanabharathi
89618925d83ffff,12.911114061527726,77.60190071276392,NS Palya Industrial Area,9.43,12.16,29.0,6,Mico Layout
8960145b207ffff,13.014885310392895,77.57536186877371,Sadashivanagar Junction,9.42,12.15,29.0,5,Sadashivanagar
8961892462bffff,12.899187616431629,77.64443218728928,Peekayam Layout,9.39,13.63,45.0,2,HSR Layout
8960145a4bbffff,12.919823783053001,77.55873129937318,BT Somanna Circle,9.39,12.96,38.0,2,Banashankari
8961892c14bffff,13.048865235768737,77.64697554254762,Geddalahalli,9.35,11.71,25.0,7,Hennuru
8961892e9a7ffff,12.977382748575096,77.6042207940006,MG Road Area,9.34,11.83,27.0,6,Cubbon Park
8961892e5b7ffff,12.959994139459768,77.68220265067623,Ramesh Nagar,9.33,14.29,53.0,1,HAL Old Airport
8961892f5a7ffff,13.014433207242126,77.71025064321896,Sri Manjunatha Layout,9.33,14.29,53.0,1,K.R. Pura
896016964a3ffff,13.07576372984184,77.58781894705328,L&T Realty Elara Celestia,9.33,14.29,53.0,1,Yelahanka
89618925cd3ffff,12.92383740911212,77.62980065095658,Krupanidhi College Junction,9.32,11.67,25.0,7,Adugodi
896014583cfffff,13.010822318535666,77.50431578217236,Peenya,9.3,12.38,33.0,4,Peenya
8960145ad53ffff,12.9243442481948,77.48665942573884,Hoyasala Circle,9.27,12.6,36.0,3,Kengeri
8960145b40bffff,12.98170279660378,77.5910529613103,Ali Askar Road Junction,9.22,11.48,25.0,7,Cubbon Park
896189243d3ffff,12.901402328890828,77.62520746773336,Bommanahalli,9.22,12.39,34.0,4,Madiwala
89618925a97ffff,12.952774610484122,77.61042651701321,Annepalya,9.16,11.99,31.0,6,Ashok Nagar
89601458123ffff,12.986307577751314,77.48527501935207,Apanapa Layout,9.16,11.81,29.0,6,Kamakshipalya
89618935b4fffff,12.860433208006473,77.7039876643451,Shivaji Maharaj Layout,9.16,13.02,42.0,2,Electronic City
8960145b0a3ffff,12.986048887032434,77.56946347485581,Nagendrappa Garden,9.12,11.76,29.0,6,Sheshadripuram
8961892c1afffff,13.032866923442413,77.63526101184104,Maruthi Layout,9.12,11.56,27.0,7,Hennuru
89601459667ffff,13.05981435010938,77.55926487436922,Jayalakshmamma Layout,9.11,12.02,32.0,5,Jalahalli
89618924c53ffff,12.879068223278562,77.59534452544368,Doddamma Industrial Layout,9.1,12.56,38.0,3,Hulimavu
89618925417ffff,12.922582344143182,77.67734648380409,Trinity Meadows,9.1,12.37,36.0,3,Bellandur
8961892490bffff,12.884580886477107,77.55152782892718,Navaratan Gardens,9.1,11.46,26.0,7,Thalagattapura
89601696027ffff,13.097199206349627,77.56410244345199,Attur Layout,9.08,12.68,40.0,3,Yelahanka
8961892ee43ffff,13.0082002485776,77.65832962865112,Rakesh Fantasy Garden Doctors Layout,9.08,12.68,40.0,3,Banaswadi
896014595a7ffff,13.01501218017872,77.53325092540439,Jai Bhuvaneswari Nagar,9.05,11.54,28.0,7,Rajajinagar
8961892ab8fffff,13.054877269469033,77.76641754524937,SBR Keerthi Prime,9.02,13.81,53.0,1,K.R. Pura
8961892c8d3ffff,13.04362047316343,77.61497025177046,Govind Pura,9.02,12.26,36.0,3,Hennuru
8960145b39bffff,13.00209550856254,77.56431699061054,Maruthi Extension Vinayaka Layout,9.01,12.81,42.0,2,Malleshwaram
89601459357ffff,13.065229721748535,77.53228099723599,Vishweshwaraiah Enclave,9.01,12.58,40.0,3,Jalahalli
896014594dbffff,13.031990631263405,77.57324144245746,AECS Layout,8.99,12.08,34.0,4,Kodigehalli
