h3,lat,lon,area,CIS,CIS_adj,hidden_uplift_%,enf_days,police_station
89618925a6fffff,12.973119626193132,77.60053776744198,Rotary Circle,29.45,32.27,10.0,33,Cubbon Park
89618924233ffff,12.908869724948604,77.62954718691493,Bommanahalli Circle,29.44,35.29,20.0,14,HSR Layout
8961892596fffff,12.943280475475802,77.57476370264091,Tagore Circle,29.37,31.82,8.0,37,Basavanagudi
8960145a177ffff,12.938131860210492,77.51754315835885,Rajarajeshwari Junction,29.34,33.56,14.0,21,Byatarayanapura
8961892594bffff,12.944309094529332,77.5862124683026,Ashoka Stambh Circle,29.3,34.15,17.0,14,Wilson Garden
8961892cdafffff,13.018036981013182,77.5928675963237,Amale Layout,29.28,35.37,21.0,11,R.T. Nagar
8961892586fffff,12.95068814105564,77.59594748863539,NGO Colony,29.22,32.46,11.0,27,Wilson Garden
8960145a10fffff,12.93598702349858,77.51991252814248,Rajarajeshwari Junction,29.21,34.6,18.0,14,Byatarayanapura
8961892eecbffff,13.003906877746225,77.66307502288336,Kasturi Nagar,29.18,36.74,26.0,8,Banaswadi
8961892589bffff,12.934604445456225,77.60951811930282,Krishna Nagar Industrial Layout,29.14,33.03,13.0,24,Mico Layout
8960145165bffff,12.904922851122747,77.54164393239839,Uttarahalli Circle,29.1,32.27,11.0,30,K.S. Layout
8961892404fffff,12.898164029556503,77.63297741507446,Vajpayee Nagar,29.09,34.35,18.0,15,Madiwala
896189242a3ffff,12.90351695597619,77.63126231427,Bommanahalli Industrial Area,28.99,32.43,12.0,26,HSR Layout
896189254b7ffff,12.915113558480368,77.67300308833273,Srinivasa Classic,28.79,31.85,11.0,29,Bellandur
896189253cfffff,12.957973175560554,77.65085002785956,Manipal Hospital Junction,28.77,32.56,13.0,25,Jeevanbheemanagar
89618924a77ffff,12.91550114969663,77.57189215439784,Prestige Brooklyn Heights,28.66,32.43,13.0,24,K.S. Layout
8961892428fffff,12.905631580680604,77.637317655231,Patel Channappa Circle,28.65,32.34,13.0,27,HSR Layout
8960145a2d3ffff,12.961503674767634,77.55882581525834,Kaniyar Colony,28.64,33.02,15.0,18,Chamarajpet
89618925bd7ffff,12.95283433877936,77.59357650480415,BMTC Junction,28.61,32.05,12.0,27,Wilson Garden
8961892eb83ffff,13.000845765441033,77.62026786302566,Pottery Road CHS,28.59,32.65,14.0,20,Pulikeshinagar(F.Town)
896016960dbffff,13.099276211888787,77.58701015321536,East Colony,28.51,33.23,17.0,19,Yelahanka
89601458ed3ffff,12.99911846239125,77.48789035551754,Soundarya Layout,28.5,35.68,25.0,9,Kamakshipalya
896189244d3ffff,12.871326510100314,77.65840714507698,Naganathapura Junction,28.49,34.55,21.0,11,Electronic City
8961892c937ffff,13.035194651093233,77.57389691060098,Infantry Towers,28.43,36.95,30.0,4,Kodigehalli
89618925867ffff,12.947483667775764,77.59529180839917,Arepanahalli,28.42,30.89,9.0,35,Wilson Garden
8960145a29bffff,12.957241227232606,77.55514548671897,AR Compound,28.38,32.46,14.0,19,Chamarajpet
89618924a03ffff,12.911208343428934,77.57663272339414,Shakambari Nagar,28.36,34.26,21.0,13,J.P. Nagar
89618925c8bffff,12.921722140491237,77.62374551467965,FSL Quarters,28.27,32.51,15.0,19,Madiwala
8961892096bffff,12.943899140646572,77.69578231413942,Bellandur Amanikere,28.24,32.38,15.0,19,HAL Old Airport
8961892cc43ffff,13.038244224722582,77.62511523148396,HBR Layout,28.18,32.18,14.0,22,K.G. Halli
8960145b093ffff,12.983876200071004,77.58025763876273,Padmashree RMP Aaradhya Circle,28.17,31.29,11.0,25,High ground
89618924877ffff,12.893072292282536,77.56730629642361,LMC Industrial Layout,28.1,31.72,13.0,28,K.S. Layout
8961892c953ffff,13.043697183717823,77.5896876869999,Hebbal Junction,28.09,31.38,12.0,22,Kodigehalli
89618925bc3ffff,12.956038778798096,77.59423216594502,BMTC Junction,28.08,31.55,12.0,26,Wilson Garden
8960145b28bffff,13.011654912735974,77.58313084905326,Achaiah Chetty Layout,28.08,32.9,17.0,14,Sadashivanagar
8960145a2b3ffff,12.954065531431919,77.54607037499251,Hosaguddadahalli,28.08,32.07,14.0,21,Byatarayanapura
8960145acb3ffff,12.916824330211275,77.49915687733065,Elegant Esplande,27.98,35.67,27.0,7,Kengeri
8960145a3afffff,12.950945000101258,77.5201603817016,BDA Layout,27.94,34.79,25.0,9,Byatarayanapura
8960145b083ffff,12.986021513806193,77.57788670867002,Kumara Park East,27.93,31.03,11.0,24,High ground
8960145a66bffff,12.959358355046797,77.56119618074078,Sirsi Circle,27.87,31.83,14.0,17,Chamarajpet
89618924463ffff,12.881012896863048,77.64352159614747,HAL Layout,27.86,32.47,17.0,19,Hulimavu
8960145b297ffff,13.005246527671353,77.5818197031409,Palace Orchard Upper,27.86,32.27,16.0,16,Sadashivanagar
8960145ad87ffff,12.910474822893786,77.4810227712618,Police Quarters,27.82,31.32,13.0,23,Kengeri
89618924e2bffff,12.899417326070708,77.5854588206668,Sri SN Venkatesh Reddy Circle,27.76,30.42,10.0,35,J.P. Nagar
8960145ad8fffff,12.913677560404265,77.4816763410289,Kengeri Satellite Town,27.76,31.25,13.0,23,Kengeri
8960145a613ffff,12.946513804565612,77.56699708970689,Gavipuram Extension,27.75,32.58,17.0,17,Basavanagudi
89618925ea3ffff,12.940983026740929,77.61925586535979,Koramangala,27.71,33.94,22.0,10,Adugodi
8960145b60bffff,13.004133469640006,77.59564309328398,Neeladri Mahal,27.68,33.57,21.0,10,R.T. Nagar
8960145862bffff,13.004342509608952,77.52826213502658,Freedom Fighters Colony,27.65,32.31,17.0,19,Rajajinagar
89618925eb7ffff,12.937778180199137,77.61859979169184,KHB Colony,27.61,30.88,12.0,22,Adugodi
89618924473ffff,12.878864456815426,77.64589300922249,Zed Enclave,27.61,32.03,16.0,21,Hulimavu
8961892f477ffff,13.03466908564093,77.73410790738059,Avalahalli South Taluka,27.56,32.36,17.0,16,K.R. Pura
89618925a0bffff,12.966681347493836,77.60765168873439,Mother Teresa Circle,27.55,30.86,12.0,23,Ashok Nagar
89601458c53ffff,12.98418877289989,77.47922950181443,Byadrahalli,27.48,33.07,20.0,11,Kamakshipalya
8960145b637ffff,12.997752026732709,77.5859064240758,RV Layout,27.45,30.99,13.0,21,High ground
8960145b1c7ffff,12.985017010631369,77.55801537264709,Rajaji Nagar,27.34,29.84,9.0,35,Rajajinagar
89618925a67ffff,12.969915110017697,77.59988195791323,Shanthala Nagar,27.3,30.89,13.0,21,Cubbon Park
8961892f557ffff,13.0272278074568,77.7213201097713,Kodandaram,27.29,30.43,12.0,26,K.R. Pura
896016961a7ffff,13.082285237805257,77.54700394113785,Mohammad Sab Palya Circle,27.27,29.95,10.0,30,Yelahanka
8961892eb87ffff,12.999786895498021,77.617239833224,Nanjappa Block,27.19,30.61,13.0,25,Pulikeshinagar(F.Town)
8960145b513ffff,12.968942180802706,77.57158370459346,Akkimakalamna Gudi,27.19,31.43,16.0,19,Chamarajpet
8960169018bffff,13.190957585280307,77.67892497199065,Begur Chikkanahalli,27.17,32.45,19.0,14,Devanahalli Airport
8961892e98bffff,12.981617141717877,77.61633082569821,Neelkanta Circle,27.12,30.85,14.0,19,Halasur
8961892c9b3ffff,13.028761170088776,77.58101069107194,D Type Quarters,27.1,36.08,33.0,4,Kodigehalli
8961892e967ffff,12.99234684939873,77.60447301256455,Sulthangunta,27.04,30.2,12.0,26,Pulikeshinagar(F.Town)
89618920b3bffff,12.95672330298106,77.69841225317369,TNR Layout,27.04,31.93,18.0,13,HAL Old Airport
8960145a067ffff,12.947686274179866,77.53634174586222,Helmet Junction,27.0,30.48,13.0,23,Byatarayanapura
8960145b33bffff,13.009614294006338,77.5518084744474,Kirloskar Foundry,27.0,29.35,9.0,32,Malleshwaram
8961892419bffff,12.874705677366546,77.6169324340569,Akshaya Nagar,26.91,29.9,11.0,30,Hulimavu
89618925d27ffff,12.917585911201643,77.58636545100751,Sri Aurobindo Circle,26.89,29.61,10.0,29,Jayanagara
896189253cbffff,12.959031215006524,77.65387890369848,Thimma Reddy Layout,26.77,29.56,10.0,29,Jeevanbheemanagar
8960145b47bffff,12.987052699086208,77.5893374753803,Dharmaprakash Devarao Shivaram Ubhayaker Circle,26.75,29.72,11.0,27,High ground
8960145a8d7ffff,12.938214145169601,77.49229694733916,Rajarajeshwari Layout,26.72,31.23,17.0,17,Jnanabharathi
89601459347ffff,13.067372657984176,77.52991038821965,Vymac Circle,26.68,31.33,17.0,18,Jalahalli
896014592b7ffff,13.057717282887584,77.54478949638738,Kalathur Layout,26.66,29.78,12.0,27,Jalahalli
8961892447bffff,12.882069794973072,77.6465494421687,Zed Enclave,26.65,30.8,16.0,22,Electronic City
8961892e4c7ffff,12.976985550065494,77.71382451091635,RMZ NXT,26.59,35.73,34.0,4,Mahadevapura
89601459e17ffff,13.05034093604352,77.50677289642434,Havanoor Extension,26.59,30.31,14.0,24,Chikkabanavara
8960145a65bffff,12.957184398636516,77.57198846341707,K Mariyappa Circle,26.53,31.01,17.0,14,V.V.Puram (C.Pet)
8961892f473ffff,13.03572782390332,77.7371406432348,Avalahalli South Taluka,26.53,30.78,16.0,19,K.R. Pura
8961892e427ffff,12.977049676839753,77.6969536664653,Grand Mall and Towers,26.47,31.25,18.0,15,Mahadevapura
89618925b97ffff,12.945367286220227,77.58923879122379,Siddapura Circle,26.47,30.44,15.0,16,Wilson Garden
8961892e073ffff,12.998464151233883,77.69009087562041,IWF Campus,26.47,30.44,15.0,18,Mahadevapura
8960145b2dbffff,13.016977692824566,77.58984042361516,Amale Layout,26.45,34.37,30.0,5,R.T. Nagar
8961892e213ffff,13.013404910356554,77.69878292602378,KR Puram Extension,26.43,30.61,16.0,16,K.R. Pura
89618925c67ffff,12.93245760862983,77.61188927659902,Industrial Layout,26.43,31.81,20.0,12,Adugodi
8960145b627ffff,12.999897228289537,77.58353527587553,MD Nanjundaswamy Circle,26.42,31.79,20.0,10,Sadashivanagar
896189254cfffff,12.927902903435582,77.68406283903744,Saffron Square,26.4,29.88,13.0,21,HAL Old Airport
8961892f537ffff,13.019786876174358,77.70853475355906,Zero Tolerance Junction,26.39,29.91,13.0,23,K.R. Pura
8960145a397ffff,12.945569229769218,77.53029314681605,Sankranthi Industrial Estate,26.35,30.3,15.0,20,Byatarayanapura
8960145b58fffff,12.9657381085696,77.57092841851312,Jolly Mohalla,26.34,29.46,12.0,24,Chamarajpet
89618925babffff,12.95180546292622,77.58212644948817,Upparahalli,26.23,37.29,42.0,2,Wilson Garden
89618925b83ffff,12.948571668200072,77.58989435939898,B Venkata Reddy Nagar,26.15,30.7,17.0,18,Wilson Garden
8960145b14bffff,12.996773274802708,77.55761010772231,Mariappanapalya,26.13,30.85,18.0,14,Malleshwaram
8961892cb9bffff,13.05436981018982,77.59468269643907,RMZ Azure,26.11,32.51,25.0,7,Hebbala
8961892e3b3ffff,12.998524712893984,77.6732233255761,Jyothipuram,26.0,28.94,11.0,29,Banaswadi
8961892e44fffff,12.987694337138329,77.71039310887498,Munikadirappa Layout,25.97,31.38,21.0,13,Mahadevapura
8960145901bffff,13.047023143135748,77.54822105538076,Sri Veera Madakari Nayaka Circle,25.92,32.12,24.0,10,Jalahalli
8961892e87bffff,13.001876269571353,77.63172477606014,Maruthi Sevanagar,25.88,31.27,21.0,11,Banaswadi
8960145b687ffff,12.99237478297548,77.5960470895886,Chavundaraya Circle,25.83,28.8,11.0,25,High ground
89618924247ffff,12.917394823889591,77.63691516042566,HSR Layout,25.81,28.73,11.0,26,HSR Layout
8960145b5b7ffff,12.96041691810413,77.56422171358516,Sirsi Circle,25.78,30.54,18.0,13,Chamarajpet
8961892e893ffff,12.983675668526326,77.63924373238406,New Binnamangla,25.75,31.42,22.0,11,Jeevanbheemanagar
8961892e973ffff,12.991259861014468,77.60987206140794,Sarvanton Circle,25.72,29.26,14.0,22,Pulikeshinagar(F.Town)
8961892cb97ffff,13.050105705853861,77.59099927630028,Esteem Mall,25.66,29.25,14.0,21,Kodigehalli
89601459ebbffff,13.0471379809294,77.50611858990797,Nelakadirena Halli,25.64,28.64,12.0,29,Peenya
896014584c3ffff,12.978663142142524,77.53986398217545,Bilagula,25.64,29.06,13.0,22,Magadi Road
8960145a643ffff,12.956125928712485,77.56896267104027,Shri Ma Ramamurthy Circle,25.53,28.69,12.0,27,V.V.Puram (C.Pet)
8960145b37bffff,13.017081215699516,77.55614435817114,Salarpuria Satva Luxuria,25.45,28.73,13.0,24,Yeshwanthpura
89601459b07ffff,13.060055193205741,77.46665044877021,Bynapalya,25.45,29.82,17.0,16,No Police Station
8961892eb07ffff,13.007283135219431,77.61315240853881,AK Colony,25.45,28.06,10.0,27,K.G. Halli
896014595abffff,13.019275224062188,77.536930732908,Parimala Nagar,25.43,30.29,19.0,13,Rajajinagar
89601459517ffff,13.02033484534417,77.53995594350756,Police Quarters,25.4,28.5,12.0,24,Rajajinagar
8960145a2d7ffff,12.960445064863405,77.55580047416036,AR Compound,25.36,29.08,15.0,17,Chamarajpet
896016960c3ffff,13.098215646036618,77.583982401524,Sector B,25.31,32.42,28.0,7,Yelahanka
89618926b43ffff,12.858784177580333,77.58838613440561,Anjanapura Upavalaya,25.29,28.15,11.0,26,Hulimavu
8961892ed67ffff,12.97732465793632,77.62107416179524,Prestige Hermitage,25.27,28.31,12.0,24,Halasur
89618924e97ffff,12.885477338405973,77.59665561521027,Syndicate Bank Colony,25.26,29.74,18.0,14,J.P. Nagar
8960145a06fffff,12.9508898310072,77.5369963786555,Bhel Circle,25.23,28.48,13.0,23,Byatarayanapura
8960145a037ffff,12.938075641485586,77.53437795816625,Veerabhadra Nagara Circle,25.22,29.78,18.0,14,Banashankari
89618924cc7ffff,12.872659134753015,77.59403350951611,Prestige Notting Hill,25.2,30.44,21.0,11,Hulimavu
8961892cc47ffff,13.037184809322651,77.62208665274072,Rajath Greens,25.16,31.17,24.0,9,K.G. Halli
89601459417ffff,13.027752174300023,77.56113588935219,Shriniket Apartment,25.15,28.79,14.0,19,Yeshwanthpura
89601459847ffff,13.052526977102799,77.48756754808251,Prestige Jindal City,25.0,29.0,16.0,18,No Police Station
89618925c77ffff,12.930310686186658,77.61426046401193,Madiwala Check Post Junction,24.86,27.45,10.0,28,Adugodi
8961892185bffff,13.001417808358338,77.75825146769112,Sri Sathya Sai Gokulam,24.85,29.9,20.0,14,Mahadevapura
89618925c23ffff,12.926048129416692,77.61057744573026,Brindavan Nagar,24.84,30.01,21.0,13,Mico Layout
896189259a7ffff,12.925113614277189,77.57385779893012,Jagathguru Shri Sivaratripura Circle,24.81,31.99,29.0,6,Banashankari
896014514dbffff,12.875001059033211,77.5411461178543,Hosahalli South Taluka,24.8,28.06,13.0,24,Thalagattapura
89618924e6bffff,12.906883683936961,77.58979561162617,Narasimhaiah Garden,24.78,29.1,17.0,15,J.P. Nagar
8960145a46bffff,12.936931025861993,77.55661100094346,Sri Srinivasa Nagar Circle,24.72,30.39,23.0,9,Basavanagudi
896014514d7ffff,12.870740024402117,77.53746779992174,Paramount Gardens,24.71,29.43,19.0,15,Thalagattapura
8960145a6c3ffff,12.948630469633484,77.57304846211579,Vanivilas Circle,24.7,29.6,20.0,11,V.V.Puram (C.Pet)
8961892731bffff,12.90440491078346,77.67643354735277,Tulasi Layout,24.69,28.24,14.0,20,Bellandur
89601458683ffff,12.993621857898091,77.54011289490512,Basaveshwara Nagar,24.68,28.84,17.0,16,Vijayanagara
8960145b4a3ffff,12.971031136890277,77.58605945932764,Cubbonpet,24.65,28.66,16.0,17,Halasuru Gate
89618925e87ffff,12.93989400006981,77.62465485834748,MM Garden,24.64,28.72,17.0,17,Adugodi
8961892cb17ffff,13.057598676641847,77.5869117506109,Sterling Park,24.63,29.96,22.0,11,Kodigehalli
8960145b473ffff,12.983848374627044,77.58868183523094,Chalukya Circle,24.38,27.03,11.0,24,High ground
89601690573ffff,13.18558658073182,77.68908096161415,Chikkanahalli North Taluka,24.35,30.05,23.0,11,Chikkajala
89618925b87ffff,12.947513430842381,77.58686798044789,Siddapura Circle,24.3,28.09,16.0,15,Wilson Garden
89618920e9bffff,12.941544747114996,77.74877216044263,KSRTC Travel House Junction,24.29,28.77,18.0,14,Whitefield
896189259d3ffff,12.931461394998633,77.5920136842249,LIC Colony Junction,24.26,29.94,23.0,9,Jayanagara
89618924a43ffff,12.918674630614579,77.58096903580913,Jayanagar,24.22,28.44,17.0,14,Jayanagara
89618920bcfffff,12.957748075045457,77.70987781340443,Purva Riviera,24.2,29.64,22.0,12,HAL Old Airport
896016966b3ffff,13.09604937814309,77.59478215833411,Yelahanka Circle,24.18,29.21,21.0,11,Yelahanka
8960145b457ffff,12.982761536334019,77.5940798328729,Prestige Minsk Square,24.12,27.02,12.0,23,Cubbon Park
8961892728bffff,12.906449211394646,77.69935654379263,SJR Palazza City,24.1,28.3,17.0,16,Bellandur
89601459eb3ffff,13.043935031500645,77.50546430184082,Nelakadirena Halli,24.09,27.35,14.0,24,Peenya
89618924adbffff,12.912234876445059,77.58808054455034,RK Colony,24.09,28.01,16.0,17,J.P. Nagar
8961892e977ffff,12.990201079542668,77.60684451492004,Coles Park Junction,24.08,27.76,15.0,21,Pulikeshinagar(F.Town)
8960145a143ffff,12.941307293829814,77.52661458699727,Apple Spire,24.06,28.84,20.0,14,Byatarayanapura
8960145956fffff,13.03317294817751,77.53415428490803,Platinum City,24.05,27.8,16.0,21,Yeshwanthpura
89601459443ffff,13.03842345693307,77.5661280470242,Devasandra,23.99,27.59,15.0,18,Kodigehalli
8961892ec3bffff,12.979382286303746,77.64398800031888,Old Binnamangala,23.98,29.08,21.0,11,Jeevanbheemanagar
89618925bcfffff,12.958184851330957,77.5918611747243,Sri Jai Maruthi Eat Out Junction,23.98,26.69,11.0,25,Wilson Garden
89601458367ffff,13.015132203353813,77.49115994056531,Peenya,23.95,30.88,29.0,6,Kamakshipalya
896014583cbffff,13.01188199240873,77.50733968415042,M Ramaiah Layout,23.93,27.89,17.0,17,Peenya
896189266bbffff,12.837009891275565,77.67949692534393,Columbia Aaltius,23.93,27.33,14.0,24,Electronic City
8961892412fffff,12.883329958719504,77.59902614157349,Windchimes,23.93,34.72,45.0,1,Hulimavu
8961892e447ffff,12.9844881435132,77.70973531771631,ESI Road Junction,23.9,28.76,20.0,13,Mahadevapura
8961892e47bffff,12.986636178476815,77.70736184200719,ESI Road Junction,23.78,28.17,18.0,14,Mahadevapura
89618924a1bffff,12.91226607835788,77.57965836229366,IG Circle,23.77,29.93,26.0,7,J.P. Nagar
8961892cb53ffff,13.066127108161414,77.59427857294031,Park View Layout,23.77,31.35,32.0,4,Hebbala
89618924e47ffff,12.902589836914535,77.59453675362701,Rose Garden Road,23.73,28.19,19.0,16,J.P. Nagar
89618924217ffff,12.90777939783964,77.63494620460482,Adarsh Esplanade Apartment Manjunatha Layout,23.65,27.27,15.0,21,HSR Layout
896014591b7ffff,13.027873684485304,77.51902993135819,TVS Cross,23.65,30.5,29.0,6,Peenya
8960145b4d3ffff,12.976324148411338,77.60119359544353,Anil Kumble Chowk,23.6,26.99,14.0,18,Cubbon Park
89618920bc3ffff,12.95559950785374,77.71225111590515,Maangalya Suryodaya,23.6,27.96,18.0,16,HAL Old Airport
89618925b13ffff,12.953922122116776,77.58817906013418,Sudama Nagar,23.59,26.78,14.0,23,Wilson Garden
89618921d8fffff,12.965084514984829,77.74797455597923,Sobha Rose Apartment,23.57,27.67,17.0,16,Whitefield
89618924e67ffff,12.9026217039189,77.58611422394796,Shamanna Garden,23.54,27.21,16.0,18,J.P. Nagar
8961892e047ffff,12.999522588602515,77.69312161464892,Singayyanapalya,23.52,33.43,42.0,2,Mahadevapura
8960145b577ffff,12.975378061684143,77.5644718628851,Magadi Road Area,23.48,26.3,12.0,24,Magadi Road
8961892288bffff,12.883747016004198,77.75379753178363,Dommansandra Circle,23.47,26.8,14.0,21,No Police Station
89618925d1bffff,12.919670208743652,77.60084130008632,Gurappanapalya Junction,23.43,27.66,18.0,15,Mico Layout
8961892ddbbffff,13.069232748126616,77.62865095768304,Shirdi Sai Rathan Layout,23.4,28.05,20.0,15,Hennuru
8961892cc1bffff,13.031834612895974,77.62380248024556,Sri Muthu Mariyamma Circle,23.39,30.61,31.0,5,K.G. Halli
89618925b27ffff,12.95503872899199,77.5743590553384,Chandra Shekhar Bharati Layout,23.19,26.55,14.0,21,V.V.Puram (C.Pet)
89618921d1bffff,12.971498134972906,77.74929143062626,HBK Layout,23.18,27.29,18.0,14,Whitefield
896189242d7ffff,12.907746202913701,77.64337349054165,HSR Layout,23.17,30.11,30.0,5,HSR Layout
8961892e44bffff,12.98875249474168,77.713424499149,Godrej Air Nxt,23.16,28.58,23.0,10,Mahadevapura
8960145b507ffff,12.970028860774471,77.5661872356037,SBI Flats Binnyston Gardens,23.09,28.91,25.0,8,Magadi Road
8961892e993ffff,12.976266153356367,77.6180463329245,HM Gladiolus,23.09,26.62,15.0,19,Halasur
8960145b6d3ffff,12.998755971347862,77.60578490874384,Byadarahalli,23.06,29.22,27.0,8,R.T. Nagar
8960145912bffff,13.041769490748708,77.51625315881579,Krishna Gowda Layout,23.04,26.49,15.0,18,Chikkabanavara
89618925bb7ffff,12.945396954323638,77.58081559392635,Teachers College Circle,23.03,28.42,23.0,8,Basavanagudi
896189243dbffff,12.90460732110776,77.62586358134249,Bommanahalli,23.03,27.6,20.0,13,Madiwala
896189258cfffff,12.943160543533148,77.60845874666745,Adugodi,23.02,27.1,18.0,14,Adugodi
8960145b03bffff,12.994601909806104,77.56840329066829,Bhashyam Nagar,22.95,28.11,22.0,10,Sheshadripuram
89601459453ffff,13.03627926779997,77.56849914857037,Padmasri CK Venkata Ramaiah Road,22.88,25.71,12.0,21,Sadashivanagar
89618921d87ffff,12.961877713849724,77.74731614643899,Carmel Heights,22.87,26.07,14.0,22,Whitefield
8961892e41bffff,12.97913379571537,77.7114510130798,Le Terrace,22.86,28.78,26.0,7,Mahadevapura
8961892eebbffff,12.99432024286539,77.65267279542101,High Court Staff Quarters Complex,22.85,29.46,29.0,7,Banaswadi
8960145a6bbffff,12.94225148803638,77.56331648845052,Mount Joy Extension,22.83,29.67,30.0,5,Basavanagudi
8961892e96bffff,12.99661028066661,77.60815648623937,Prestige Deja Vu,22.8,25.89,14.0,21,Pulikeshinagar(F.Town)
896189258d7ffff,12.937809155145697,77.6101740248907,Vaishnavi Silicon Terraces,22.78,26.9,18.0,13,Adugodi
896014592b3ffff,13.058777450680077,77.54781537975045,Kanshiram Nagar,22.73,26.14,15.0,21,Jalahalli
8961892ce8bffff,13.048918234688225,77.63011336768403,Aswath Nagar Circle,22.72,30.88,36.0,4,Hennuru
896189258c7ffff,12.939955866970383,77.60780286016352,ML Colony,22.7,25.26,11.0,25,Adugodi
89618925b77ffff,12.960359804804776,77.58106658359864,Kalasipalyam New Extension,22.69,28.92,27.0,8,City Market
8961892ee93ffff,12.99108514188053,77.66044719037534,Sattva Kings Domain,22.68,27.4,21.0,12,Banaswadi
89601459e37ffff,13.050362949639998,77.49835465051707,Nagasandra,22.68,27.01,19.0,12,Chikkabanavara
89618924653ffff,12.901267959251003,77.65891700347152,Madduramma Junction,22.67,27.28,20.0,13,Bellandur
8960145a653ffff,12.953980305342835,77.57133319514705,Chandra Shekhar Bharati Layout,22.66,27.07,19.0,13,V.V.Puram (C.Pet)
89618927327ffff,12.9023250830673,77.66194562363812,Madduramma Junction,22.62,25.54,13.0,24,Bellandur
8960145b613ffff,12.998783643731102,77.59735868643256,Jayamahal Extension,22.58,31.16,38.0,3,R.T. Nagar
8960145b467ffff,12.984935033785295,77.58328412713915,Trilite Junction,22.53,27.22,21.0,10,High ground
8960145a3b3ffff,12.94665555710841,77.5248994523543,Sri Rajkumar Circle,22.49,27.44,22.0,11,Byatarayanapura
8960145a20fffff,12.965821620952326,77.54566474953899,Binny Layout,22.48,25.62,14.0,20,Magadi Road
89601459b23ffff,13.061136133732214,77.46125840500828,Nadaprabhu Kempegowda Circle,22.47,26.93,20.0,12,No Police Station
896014596d7ffff,13.050154949248766,77.57414761785559,Maruthi Nagar,22.42,26.7,19.0,14,Kodigehalli
896014595d3ffff,13.021369627952605,77.5514029686136,Aparna Elina,22.4,25.83,15.0,17,Yeshwanthpura
896189246b3ffff,12.886332082904321,77.65023391915818,Old Prabhu Layout,22.38,34.28,53.0,1,Electronic City
8961892dda3ffff,13.0681728789578,77.62562194199982,Corona Apartments,22.37,28.01,25.0,9,Hennuru
8960145a66fffff,12.958299791419194,77.55817077178229,Kaniyar Colony,22.36,27.7,24.0,8,Chamarajpet
89618921d4bffff,12.981118608929515,77.75126688152226,Happy Valley,22.32,26.09,17.0,17,Whitefield
89601459533ffff,13.021419029855922,77.53456038569811,Macksons Industrial Estate,22.32,25.13,13.0,23,Rajajinagar
89618925ad7ffff,12.960242296968868,77.61476588125205,Karnataka Police Quarters,22.32,28.45,27.0,7,Ashok Nagar
8961892db7bffff,13.121639452189962,77.61689104815053,Krishna Shelton,22.29,27.4,23.0,11,Yelahanka
89601458463ffff,12.986181649027934,77.5273592675209,Kempaiah Estate,22.28,25.08,13.0,22,Kamakshipalya
8960145b0afffff,12.988193936425981,77.56709274088962,Sunrise Circle,22.26,27.16,22.0,11,Sheshadripuram
8961892db67ffff,13.119517977955587,77.61083299013272,Sattva Horizon,22.25,27.57,24.0,10,Yelahanka
89618925a2fffff,12.965652135727328,77.59619926018163,Richmond Circle,22.21,25.27,14.0,20,Ashok Nagar
8961892db63ffff,13.12057871566732,77.61386195722216,Nitesh Central Park,22.15,27.13,22.0,11,Yelahanka
896014598dbffff,13.04716012572664,77.49770049375356,Nagasandra,22.1,26.7,21.0,11,Chikkabanavara
8961892e8b7ffff,12.982646590538808,77.62778650452105,Laxmana Layout,22.02,27.28,24.0,8,Halasur
8961892e0dbffff,12.994138066742732,77.70327265867313,Brigade Summit,22.01,27.27,24.0,8,Mahadevapura
8960145b237ffff,13.012766632726953,77.56930902145554,Sri Maramma Temple Circle,21.96,25.43,16.0,15,Malleshwaram
8961892487bffff,12.89733394768908,77.57098653087314,Narasamma Layout,21.95,25.07,14.0,20,K.S. Layout
8961892490fffff,12.883523423553802,77.54850351671624,Nadaprabhu Kempegowda Circle,21.92,25.97,18.0,13,Thalagattapura
896014514d3ffff,12.87179735026293,77.54049157248997,Paramount Gardens,21.84,27.2,25.0,10,Thalagattapura
8960145a12fffff,12.936014902496513,77.51149615932333,Navami Landmark,21.82,25.69,18.0,14,Jnanabharathi
8960145b0cfffff,12.99563399408002,77.5798531227976,DN Ramaiah Layout,21.82,26.62,22.0,12,Sheshadripuram
8960145a0cfffff,12.943367557205445,77.54950078446713,Muneshwara Block,21.77,26.86,23.0,10,Banashankari
8961892512fffff,12.935599778128815,77.62939787951096,Maharaja Junction,21.73,24.72,14.0,20,Adugodi
89618921a83ffff,13.00783164546451,77.75956886200628,Pioneer Moonstone,21.72,26.24,21.0,13,Mahadevapura
8960145a347ffff,12.962672518919257,77.52817177238462,KPA Block,21.65,27.11,25.0,6,Byatarayanapura
89618925c1bffff,12.927074311657892,77.62203030021935,Koramangala Water Tank Junction,21.62,24.86,15.0,23,Madiwala
8960145857bffff,12.979826646073928,77.50921471578887,Nagarbhavi BDA Shopping Complex,21.6,25.43,18.0,14,Jnanabharathi
8960169046fffff,13.197304601114366,77.70556119729233,Arisinakunte,21.57,25.96,20.0,12,Devanahalli Airport
896014591d3ffff,13.036376359225473,77.53480906050612,Brigade Rubix,21.57,26.42,22.0,11,Jalahalli
896014595b7ffff,13.01286829482432,77.53562119741419,Syndicate Bank Quarters,21.55,27.13,26.0,9,Rajajinagar
8960145b453ffff,12.983820275335951,77.5971068282301,Queens Road Junction,21.54,24.5,14.0,18,Shivajinagar
