h3,slope,base,pct_per_month,area,lat,lon,CIS,police_station,n_parking,trend
8960145a2b7ffff,-44.3,206.25,-21.5,Satellite Bus Stand Junction,12.953006965122391,77.54304558560234,70.33,Byatarayanapura,1090,Improving
8960145b283ffff,-0.7000000000000007,3.25,-21.5,Palace Ground,13.008450717284163,77.58247526686165,13.37,Sadashivanagar,15,Improving
8961892594fffff,-0.49999999999999994,2.3333333333333335,-21.4,Ashoka Stambh Circle,12.943250902244788,77.58318626917152,12.69,Wilson Garden,11,Improving
89601458537ffff,-0.5,2.3333333333333335,-21.4,Yashawini Layout,12.968099337675113,77.50120531551633,8.79,Jnanabharathi,7,Improving
89601458c53ffff,-2.3000000000000016,10.75,-21.4,Byadrahalli,12.98418877289989,77.47922950181443,27.48,Kamakshipalya,49,Improving
8961892cb03ffff,-7.399999999999988,34.5,-21.4,Block D,13.060802871917545,77.5875675162762,42.31,Kodigehalli,152,Improving
8960145b593ffff,-5.300000000000001,24.75,-21.4,City Market Circle,12.961447013112009,77.57566972240768,39.4,City Market,127,Improving
8960145959bffff,-1.2857142857142845,6.0,-21.4,BCM Vertex,13.017106410960775,77.54772233536268,21.2,Yeshwanthpura,34,Improving
8961892ea5bffff,-1.0714285714285705,5.0,-21.4,HRBR Layout Extension,13.024283432246136,77.64475086990154,17.2,Banaswadi,19,Improving
8961892cb33ffff,-0.42857142857142827,2.0,-21.4,Maruthi Nagar,13.058682923368565,77.58151285141801,13.27,Kodigehalli,10,Improving
8961892cccbffff,-0.5714285714285712,2.6666666666666665,-21.4,HBR Layout,13.033953259494567,77.6298597846779,8.19,Hennuru,8,Improving
8960145a1a7ffff,-0.3571428571428568,1.6666666666666667,-21.4,Sri Pattanagere Jayanna Circle,12.925318822203097,77.51492623005772,8.39,Kengeri,7,Improving
8960169738bffff,-1.1428571428571423,5.333333333333333,-21.4,After The Rain,13.161236934608908,77.59407316581446,18.65,Chikkajala,16,Improving
89601696003ffff,-1.5714285714285674,7.333333333333333,-21.4,Yelahanka New Town,13.098237895793927,77.57555552183827,18.47,Yelahanka,27,Improving
8961892eb4fffff,-0.7142857142857132,3.3333333333333335,-21.4,Mysore Income Tax Layout,13.017956313797567,77.6181489572312,10.98,K.G. Halli,10,Improving
8960145a15bffff,-0.7142857142857142,3.3333333333333335,-21.4,Sankranthi Industrial Estate,12.942365770870673,77.52963864452924,13.3,Byatarayanapura,10,Improving
8961892c9a3ffff,-0.2857142857142856,1.3333333333333333,-21.4,GMR Layout,13.030905749818027,77.57863940067652,10.48,Kodigehalli,10,Improving
8961892c9c3ffff,-0.2857142857142856,1.3333333333333333,-21.4,IAH and VB Quarters,13.038348291973255,77.59140348904998,6.51,Hebbala,4,Improving
8960145ae37ffff,-0.9999999999999984,4.666666666666667,-21.4,Jnana Bharathi,12.945678625435399,77.49662747345798,14.2,Jnanabharathi,14,Improving
89601458453ffff,-0.6428571428571422,3.0,-21.4,Meenakshi Layout,12.984011222233521,77.53814861317171,17.24,Kamakshipalya,19,Improving
89618926213ffff,-0.5714285714285707,2.6666666666666665,-21.4,Nanjuda Reddy Layout,12.856318974147412,77.6665803240049,10.22,Electronic City,8,Improving
89618925c2fffff,-2.4999999999999973,11.75,-21.3,Krishna Murthy Layout,12.928195044932728,77.6082063635402,38.93,Mico Layout,91,Improving
8960145b3a7ffff,-171.40000000000003,803.5,-21.3,Rajaji Nagar,13.000003175983794,77.54984346680071,87.19,Rajajinagar,4293,Improving
8961892e97bffff,-17.099999999999998,80.75,-21.2,Pulikeshi Nagar,12.994464504109935,77.61052809387535,50.71,Pulikeshinagar(F.Town),405,Improving
89618924e2bffff,-2.200000000000002,10.5,-21.0,Sri SN Venkatesh Reddy Circle,12.899417326070708,77.5854588206668,27.76,J.P. Nagar,53,Improving
8960145b44fffff,-9.300000000000006,44.75,-20.8,BKM Gowda Circle,12.988111530650189,77.59236433522646,48.61,High ground,254,Improving
89618920bb7ffff,-11.09999999999999,53.25,-20.8,Bellandur Amanikere,12.944956711432003,77.6988127291264,49.17,HAL Old Airport,285,Improving
8960145b3d3ffff,-28.700000000000003,138.75,-20.7,Malleshwara Extension,13.006358679608425,77.56799836219616,60.32,Malleshwaram,753,Improving
8961892591bffff,-1.7857142857142854,8.666666666666666,-20.6,Jayanagar,12.934696123142297,77.58424604265102,20.23,Jayanagara,28,Improving
89601459443ffff,-1.6999999999999993,8.25,-20.6,Devasandra,13.03842345693307,77.5661280470242,23.99,Kodigehalli,36,Improving
8961892ed47ffff,-6.499999999999999,31.75,-20.5,Tamarikannan Junction,12.977295201608934,77.62950203911403,48.25,Jeevanbheemanagar,179,Improving
89618924e8bffff,-0.9999999999999999,5.0,-20.0,RMZ Futura,12.891886479964894,77.59796677882072,17.73,J.P. Nagar,23,Improving
8961892531bffff,-0.7999999999999993,4.0,-20.0,PR Layout,12.956915135305682,77.64782127560444,14.45,Jeevanbheemanagar,17,Improving
8960145b44bffff,-0.5999999999999999,3.0,-20.0,RBI Officers Quarters,12.98917036147476,77.59539131887726,14.06,High ground,14,Improving
8960145a333ffff,-0.999999999999998,5.0,-20.0,Suvarna Layout,12.954148300833765,77.52081473364211,15.48,Byatarayanapura,15,Improving
8961892ee97ffff,-0.5999999999999999,3.0,-20.0,Big Bazaar Junction,12.990026648394604,77.65741775413916,18.6,Banaswadi,21,Improving
896189218cfffff,-0.5999999999999999,3.0,-20.0,Gopal Krishna Nagar,12.995003993923046,77.75693414749522,13.94,Mahadevapura,18,Improving
8961892cb97ffff,-1.7999999999999998,9.0,-20.0,Esteem Mall,13.050105705853861,77.59099927630028,25.66,Kodigehalli,44,Improving
89618922827ffff,-0.9999999999999999,5.0,-20.0,Muthanallur Cross,12.887029248474452,77.73758233015648,19.41,No Police Station,20,Improving
89618920b03ffff,-11.500000000000002,58.75,-19.6,SJR Spencer,12.955632666064934,77.70381603022663,47.85,HAL Old Airport,256,Improving
8961892eb87ffff,-2.299999999999995,11.75,-19.6,Nanjappa Block,12.999786895498021,77.617239833224,27.19,Pulikeshinagar(F.Town),58,Improving
89618925407ffff,-10.599999999999996,54.0,-19.6,Bellandur Junction,12.92473072346298,77.67497411796947,49.91,Bellandur,268,Improving
8961892e41bffff,-1.9999999999999956,10.333333333333334,-19.4,Le Terrace,12.97913379571537,77.7114510130798,22.86,Mahadevapura,36,Improving
89618925307ffff,-1.2999999999999996,6.75,-19.3,West Wing,12.954799052414508,77.641764141883,21.03,Jeevanbheemanagar,33,Improving
8960145a147ffff,-10.428571428571411,54.666666666666664,-19.1,Dr Ambedkar Nagar,12.940248816365301,77.52359065345205,43.18,Byatarayanapura,182,Improving
8960145b187ffff,-2.2000000000000006,11.5,-19.1,Rajaji Nagar,12.97755044980431,77.5536798034745,30.79,Magadi Road,59,Improving
89618924a73ffff,-11.100000000000003,58.25,-19.1,Banashankari Bus Stand Junction,12.916558977154455,77.57491765773244,52.52,Jayanagara,321,Improving
8960145b287ffff,-6.6,34.5,-19.1,Bashyam Circle,13.007391517695904,77.57944857779691,42.8,Sadashivanagar,166,Improving
8961892e683ffff,-2.899999999999998,15.25,-19.0,Thigalarapalya,12.993016941115373,77.71711393457988,32.31,Mahadevapura,77,Improving
89618926453ffff,-0.9000000000000012,4.75,-18.9,Hebbagodi,12.826298023185423,77.68292653955938,17.41,Electronic City,19,Improving
8961892c95bffff,-0.500000000000001,2.6666666666666665,-18.8,Esteem Mall,13.046901441994054,77.590343472411,10.25,Kodigehalli,10,Improving
8961892eb07ffff,-1.599999999999999,8.5,-18.8,AK Colony,13.007283135219431,77.61315240853881,25.45,K.G. Halli,42,Improving
8961892cb1bffff,-3.500000000000002,18.75,-18.7,Block G,13.061862844786415,77.59059503452872,32.2,Kodigehalli,83,Improving
89618925cd3ffff,-0.4999999999999999,2.6666666666666665,-18.7,Krupanidhi College Junction,12.92383740911212,77.62980065095658,9.32,Adugodi,10,Improving
8961892190fffff,-0.4999999999999991,2.6666666666666665,-18.7,Embassy East Avenue,12.987630342755208,77.72726706495274,13.12,Mahadevapura,8,Improving
89618920a37ffff,-20.599999999999977,110.5,-18.6,Maruthi Emerald,12.959863480153562,77.71594009011828,54.89,HAL Old Airport,458,Improving
8961892c9b7ffff,-7.300000000000002,39.25,-18.6,MET Layout,13.02770165044747,77.57798385735394,46.2,Kodigehalli,233,Improving
8961892f473ffff,-1.9999999999999987,11.0,-18.2,Avalahalli South Taluka,13.03572782390332,77.7371406432348,26.53,K.R. Pura,45,Improving
8960145b4a3ffff,-0.5000000000000006,2.75,-18.2,Cubbonpet,12.971031136890277,77.58605945932764,24.65,Halasuru Gate,33,Improving
896189255cfffff,-0.4999999999999999,2.75,-18.2,Avana,12.920501139354965,77.66285755191612,12.67,Bellandur,12,Improving
8960145b54fffff,-3.8000000000000003,21.0,-18.1,Ayurvedic Hospital Junction,12.98069969480867,77.57117891672155,36.78,Sheshadripuram,120,Improving
8960145b55bffff,-70.40000000000003,389.5,-18.1,R Subanna Circle,12.979613223528302,77.57657585825223,78.69,Upparpet,2213,Improving
8960145165bffff,-2.300000000000001,12.75,-18.0,Uttarahalli Circle,12.904922851122747,77.54164393239839,29.1,K.S. Layout,67,Improving
89618925ba3ffff,-1.6000000000000008,9.0,-17.8,Lalbhagh West Gate Circle,12.948601205513501,77.58147101247559,35.07,Wilson Garden,108,Improving
89601459e93ffff,-0.7999999999999997,4.5,-17.8,Krishna Gowda Layout,13.043912481399838,77.51388304756125,20.1,Chikkabanavara,21,Improving
89601459eb3ffff,-1.0999999999999994,6.25,-17.6,Nelakadirena Halli,13.043935031500645,77.50546430184082,24.09,Peenya,39,Improving
89618925bc3ffff,-1.0999999999999994,6.25,-17.6,BMTC Junction,12.956038778798096,77.59423216594502,28.08,Wilson Garden,51,Improving
89618921d4bffff,-1.0999999999999994,6.25,-17.6,Happy Valley,12.981118608929515,77.75126688152226,22.32,Whitefield,29,Improving
8960145b513ffff,-1.3999999999999992,8.0,-17.5,Akkimakalamna Gudi,12.968942180802706,77.57158370459346,27.19,Chamarajpet,48,Improving
896014595d3ffff,-1.9285714285714286,11.0,-17.5,Aparna Elina,13.021369627952605,77.5514029686136,22.4,Yeshwanthpura,34,Improving
8961892e963ffff,-4.499999999999996,25.75,-17.5,Coles Park Junction,12.993405677152369,77.6075004913409,38.65,Pulikeshinagar(F.Town),118,Improving
8961892eb8bffff,-0.3,1.75,-17.1,Lazar Layout,13.004050556630327,77.62092410060006,8.95,Pulikeshinagar(F.Town),9,Improving
89618925267ffff,-0.6000000000000005,3.5,-17.1,Nada Prabhu Kempegowda Circle,12.969705505243729,77.65887836305738,12.2,Jeevanbheemanagar,15,Improving
8961892c14bffff,-0.29999999999999954,1.75,-17.1,Geddalahalli,13.048865235768737,77.64697554254762,9.35,Hennuru,7,Improving
8961892db6fffff,-1.2,7.0,-17.1,Bagalur Cross Junction,13.122722449549567,77.61148931288166,30.41,Yelahanka,70,Improving
8960145b56bffff,-0.2857142857142857,1.6666666666666667,-17.1,Okalipuram Junction,12.981785986995245,77.56578226496352,6.68,Magadi Road,6,Improving
8961892e95bffff,-0.2857142857142857,1.6666666666666667,-17.1,Sindhi Colony,12.994436200607606,77.61895544332485,9.89,Pulikeshinagar(F.Town),8,Improving
8961892e1d3ffff,-1.1999999999999986,7.0,-17.1,Jagadaapura,12.983524204202508,77.68140051202188,21.16,Banaswadi,31,Improving
89601459417ffff,-1.5000000000000007,8.75,-17.1,Shriniket Apartment,13.027752174300023,77.56113588935219,25.15,Yeshwanthpura,42,Improving
896014590cbffff,-0.3,1.75,-17.1,Dr K Shivaramakarantha Circle,13.049143110760468,77.5542729935688,9.64,Jalahalli,8,Improving
89618925c03ffff,-22.09999999999999,130.25,-17.0,Koramangala,12.926016584498955,77.61900292915767,56.22,Madiwala,527,Improving
8960169050fffff,-1.3000000000000007,7.75,-16.8,Chikkanahalli North Taluka,13.182381017577246,77.68842312632599,18.89,Chikkajala,31,Improving
8960145b013ffff,-2.9999999999999996,18.0,-16.7,Unishire Pratyaksh,12.991370856180033,77.57617122413642,35.06,Sheshadripuram,89,Improving
89618925ddbffff,-2.3000000000000003,13.75,-16.7,16th Main Road,12.91963867552946,77.60926568874386,29.78,Mico Layout,60,Improving
8961892590bffff,-0.500000000000001,3.0,-16.7,Cauvery Circle,12.936842339760934,77.58187541232932,10.22,Jayanagara,9,Improving
89601459057ffff,-0.7000000000000005,4.25,-16.5,Muni Venkatappa Block,13.050226753364647,77.54887611061952,18.59,Jalahalli,21,Improving
8961892e0dbffff,-0.6428571428571417,4.0,-16.1,Brigade Summit,12.994138066742732,77.70327265867313,22.01,Mahadevapura,33,Improving
8961892ec97ffff,-0.7999999999999987,5.0,-16.0,LIC Colony,12.967589154561532,77.65282015159005,14.38,Jeevanbheemanagar,20,Improving
8961892e677ffff,-0.4000000000000004,2.5,-16.0,Gangadhara Chari Layout,13.004814759523452,77.70827716171667,10.36,K.R. Pura,11,Improving
896014584c3ffff,-1.5999999999999988,10.0,-16.0,Bilagula,12.978663142142524,77.53986398217545,25.64,Magadi Road,45,Improving
8961892ed2fffff,-16.29999999999999,102.25,-15.9,Craig Park Layout,12.973061369991267,77.61739020563411,58.19,Halasur,545,Improving
8961892e923ffff,-21.800000000000026,139.0,-15.7,Shivaji Nagar,12.985937751109661,77.60316119029105,63.52,Shivajinagar,681,Improving
8960145a2dbffff,-0.8999999999999989,5.75,-15.7,Tippu Chowk,12.964707564284112,77.55948087719152,19.76,Magadi Road,27,Improving
8961892c98bffff,-37.2,237.0,-15.7,Vinayaka Nagar,13.034084442603538,77.58772044162937,68.29,Hebbala,1129,Improving
8961892ed3bffff,-4.999999999999996,32.0,-15.6,Lido Mall,12.97197341901278,77.62278965410394,39.43,Halasur,142,Improving
89618925b23ffff,-7.099999999999997,45.75,-15.5,Basappa Circle,12.956097152047933,77.57738503936817,45.38,City Market,205,Improving
8961892e687ffff,-0.49999999999999906,3.25,-15.4,Hoodi Circle,12.99195873938711,77.71408236486418,19.28,Mahadevapura,24,Improving
8960145b50fffff,-2.5000000000000027,16.25,-15.4,Railway Quarters,12.973232853902063,77.56684244653037,29.68,Magadi Road,69,Improving
89601459173ffff,-0.5000000000000003,3.25,-15.4,Sabari Nagar,13.043889657129908,77.52230259234794,16.92,Chikkabanavara,22,Improving
89618925533ffff,-3.099999999999996,20.25,-15.3,HSR Layout,12.91627154355507,77.65074296207473,37.63,HSR Layout,108,Improving
89618924467ffff,-1.0999999999999996,7.25,-15.2,Wellington Layout,12.87995599819101,77.64049387367304,19.09,Hulimavu,30,Improving
8961892e997ffff,-13.899999999999991,92.25,-15.1,WEBBS Circle Junction,12.97520764800235,77.61501862776264,56.91,Halasur,467,Improving
8961892ed2bffff,-13.699999999999998,90.75,-15.1,Begum Mahal Junction,12.974119829068249,77.62041797846462,57.8,Halasur,485,Improving
89618925d8fffff,-0.4999999999999993,3.3333333333333335,-15.0,Gopalan Innovation Mall,12.913261041767745,77.59952991615663,11.39,Mico Layout,12,Improving
8960145862fffff,-2.4999999999999973,16.75,-14.9,Swatantra Yodhara Nagar,13.00328306895798,77.52523752071257,36.52,Rajajinagar,77,Improving
8961892ebb7ffff,-7.199999999999994,48.5,-14.8,Pulikeshi Nagar,12.997669153099467,77.61118414482152,45.09,Pulikeshinagar(F.Town),250,Improving
8961892093bffff,-0.9285714285714268,6.333333333333333,-14.7,Embassy Tech Square,12.93428108300659,77.69381005413429,16.04,HAL Old Airport,20,Improving
8961892718fffff,-1.6000000000000003,11.0,-14.5,Rayasandra Circle,12.875553171684095,77.67052111423325,32.48,Electronic City,70,Improving
89601458463ffff,-0.8999999999999996,6.25,-14.4,Kempaiah Estate,12.986181649027934,77.5273592675209,22.28,Kamakshipalya,28,Improving
8960145a6d7ffff,-22.999999999999975,160.0,-14.4,Gandhi Bazar Circle,12.945426349293017,77.57239319319545,67.56,Basavanagudi,925,Improving
8961892735bffff,-3.9000000000000004,27.25,-14.3,Jain Heights,12.91187364430502,77.6807770418111,44.72,Bellandur,177,Improving
89618920a9bffff,-1.6428571428571395,11.666666666666666,-14.1,Miraya Rose,12.956589928158506,77.73215543705382,34.46,Whitefield,82,Improving
89601696023ffff,-0.7857142857142838,5.666666666666667,-13.9,Sai Ram Layout,13.09825986991376,77.56712943966673,19.02,Yelahanka,30,Improving
896014596c3ffff,-1.1428571428571397,8.333333333333334,-13.7,Glen Ridge,13.05335895741716,77.57480314076648,18.26,Kodigehalli,25,Improving
89618925983ffff,-9.700000000000006,71.25,-13.6,Jayanagar,12.926141126000603,77.5853057699289,58.28,Jayanagara,425,Improving
8961892e897ffff,-0.3571428571428565,2.6666666666666665,-13.4,BDA Complex,12.98261716882865,77.63621516145594,8.98,Jeevanbheemanagar,8,Improving
89601459c03ffff,-0.4000000000000002,3.0,-13.3,Nelagedhrahalli Circle,13.031123291064446,77.50284733405225,12.7,Peenya,14,Improving
8960145a173ffff,-0.2999999999999998,2.25,-13.3,BWSSB Quarters,12.939190338488428,77.52056684390283,10.37,Byatarayanapura,9,Improving
89618925eabffff,-0.2999999999999998,2.25,-13.3,KR Garden,12.944187879508064,77.61991195750308,11.96,Adugodi,14,Improving
8961892e393ffff,-0.19999999999999984,1.5,-13.3,A Narayanapura Extension,12.998494569529567,77.68165670368592,7.21,Mahadevapura,6,Improving
8961892e01bffff,-13.6,103.0,-13.2,VR Mall,12.994169116621704,77.69483736377013,57.14,Mahadevapura,435,Improving
8960145b5c7ffff,-61.89999999999994,468.25,-13.2,Chickpet Circle,12.970000833394062,77.57460972111427,80.39,City Market,2394,Improving
8960145b173ffff,-6.700000000000005,50.75,-13.2,Shivanahalli Junction,12.991451226763349,77.55090396319997,47.45,Rajajinagar,220,Improving
8961892e947ffff,-3.099999999999999,23.75,-13.1,Sarvanton Circle,12.992318641690112,77.61289973164426,33.09,Pulikeshinagar(F.Town),95,Improving
89618925a5bffff,-11.399999999999995,87.0,-13.1,Mittal Towers,12.972002910151469,77.61436255651213,54.69,Halasur,422,Improving
8960145b007ffff,-9.000000000000004,69.0,-13.0,Mill Corner Junction,12.992456939671657,77.57077409979827,55.29,Malleshwaram,357,Improving
89618920aa7ffff,-2.100000000000002,16.25,-12.9,DSR Vertex Apex,12.954508465625834,77.71765565956885,32.79,Whitefield,66,Improving
8960145b08fffff,-9.200000000000012,72.5,-12.7,Seshadripuram Police Station Junction,12.988166741659498,77.57551580880667,55.66,Sheshadripuram,397,Improving
89618926607ffff,-0.4999999999999997,4.0,-12.5,Pramuk Aqua Heights,12.842365591223992,77.67778207828378,13.07,Electronic City,13,Improving
8960145b553ffff,-289.10000000000036,2328.25,-12.4,Kempe Gowda Circle,12.976409087424585,77.5759204607417,100.0,Upparpet,12123,Improving
89618927113ffff,-0.2857142857142857,2.3333333333333335,-12.2,Balaji Layout,12.878758894432199,77.67117797729851,11.03,Electronic City,9,Improving
8960145a2cfffff,-7.200000000000007,59.0,-12.2,JJR Nagar Circle,12.965794056749823,77.55408517514634,55.1,Magadi Road,377,Improving
8961892e60fffff,-0.2857142857142857,2.3333333333333335,-12.2,Ayyappa Nagar Circle,13.002667007415274,77.71065079525968,9.99,K.R. Pura,8,Improving
89601458037ffff,-1.2999999999999994,10.75,-12.1,Sunkadakatte,12.990520353527836,77.50578406103945,29.69,Kamakshipalya,61,Improving
8960145a24fffff,-61.3,511.75,-12.0,Mallige Thotta,12.973287826618714,77.54999956782973,78.32,Magadi Road,2514,Improving
8961892598fffff,-6.7,55.75,-12.0,Shri Vinayaka Circle,12.928287507057185,77.58293518453068,52.44,Jayanagara,312,Improving
8960145b397ffff,-1.599999999999999,13.5,-11.9,Mariappanapalya,12.997832433877818,77.56063587349901,31.53,Malleshwaram,69,Improving
89618920977ffff,-2.0000000000000004,17.0,-11.8,Featherlite The Address,12.937487096071461,77.69446745563525,31.57,HAL Old Airport,74,Improving
8960145b5cfffff,-8.600000000000007,73.0,-11.8,Upparpet Junction,12.973204957372749,77.5752650816959,54.79,Upparpet,358,Improving
8960145b3abffff,-7.099999999999997,60.75,-11.7,Rajaji Nagar,13.004266174021565,77.5535240130023,49.72,Malleshwaram,308,Improving
89618924e67ffff,-1.2142857142857126,10.666666666666666,-11.4,Shamanna Garden,12.9026217039189,77.58611422394796,23.54,J.P. Nagar,33,Improving
8960145866fffff,-0.40000000000000036,3.5,-11.4,Kempamma Layout,13.010749232759597,77.52957137248919,19.0,Rajajinagar,23,Improving
8960145b427ffff,-155.6000000000001,1362.0,-11.4,Sri Kanakadasa Circle,12.97746783062643,77.57894671319185,93.01,Upparpet,7369,Improving
89618925c77ffff,-1.099999999999998,9.75,-11.3,Madiwala Check Post Junction,12.930310686186658,77.61426046401193,24.86,Adugodi,42,Improving
8961892e98fffff,-23.099999999999984,204.75,-11.3,Sivanchetti Gardens,12.98055854458168,77.61330313217205,70.35,Shivajinagar,1068,Improving
8960145840bffff,-0.6999999999999995,6.25,-11.2,Asthagrama New Extension,12.981893077391634,77.53209916516887,19.27,Kamakshipalya,27,Improving
8960145b5c3ffff,-11.999999999999986,107.5,-11.2,Balepete,12.971059485347478,77.57763586148468,61.11,City Market,541,Improving
8960145a10fffff,-1.400000000000003,12.5,-11.2,Rajarajeshwari Junction,12.93598702349858,77.51991252814248,29.21,Byatarayanapura,54,Improving
8960145a3abffff,-0.6999999999999981,6.25,-11.2,BDA Layout,12.952003661807886,77.523184291363,20.21,Byatarayanapura,25,Improving
8960145b103ffff,-15.599999999999996,140.0,-11.1,Bescom Employees House Building Cooperative Society,12.986102812430351,77.55261939882277,61.73,Rajajinagar,658,Improving
8961892c3c7ffff,-0.2999999999999997,2.75,-10.9,Chikka Aneppa Layout,13.05954025045937,77.65197583359235,29.62,Hennuru,70,Improving
8960145b243ffff,-0.29999999999999993,2.75,-10.9,Dena Bank Colony,13.023412325449542,77.58272639319945,12.57,Kodigehalli,13,Improving
89618924a53ffff,-0.29999999999999993,2.75,-10.9,Sri Aurobindo Circle,12.916528131486958,77.58333950852602,11.72,Jayanagara,12,Improving
8960145a2bbffff,-1.6999999999999988,15.75,-10.8,Hosaguddadahalli,12.95726923184262,77.54672519433224,31.57,Byatarayanapura,66,Improving
89601459babffff,-0.21428571428571408,2.0,-10.7,Bynapalya,13.05685287760628,77.46599683573763,11.09,No Police Station,9,Improving
89618925a2fffff,-0.8000000000000002,7.5,-10.7,Richmond Circle,12.965652135727328,77.59619926018163,22.21,Ashok Nagar,34,Improving
8960145164bffff,-0.21428571428571402,2.0,-10.7,DS Max Savera,12.907068663192508,77.53927437173499,8.89,K.S. Layout,6,Improving
896014594d3ffff,-12.799999999999995,119.5,-10.7,Armane Nagar,13.028786617133447,77.57258599278444,59.8,Sadashivanagar,541,Improving
896189255abffff,-0.21428571428571402,2.0,-10.7,CPWD Quarters,12.914123534318827,77.65311478799917,12.15,HSR Layout,13,Improving
896014594c3ffff,-0.21428571428571408,2.0,-10.7,BEL Employees HBCS,13.03093101821963,77.57021486830193,17.9,Sadashivanagar,18,Improving
89618925c4fffff,-0.928571428571428,8.666666666666666,-10.7,Koramangala,12.935631204570571,77.62097115196678,19.21,Adugodi,26,Improving
8960145b1d7ffff,-4.800000000000003,45.0,-10.7,Sri Jagadguru Renukacharya Circle,12.982872100085503,77.56038590305049,47.25,Rajajinagar,214,Improving
89618924d73ffff,-0.6428571428571406,6.0,-10.7,Tippu Sultan Circle,12.871700943410465,77.56574606177256,16.5,Thalagattapura,18,Improving
8960145b10fffff,-11.900000000000007,110.75,-10.7,Dhobi Ghat Junction,12.988247504861445,77.55024899689585,60.14,Vijayanagara,493,Improving
8961892c9d7ffff,-40.1,377.25,-10.6,Vinayaka Nagar,13.035144005155646,77.5907477030071,73.97,Hebbala,1754,Improving
8961892cb4bffff,-7.799999999999994,74.0,-10.5,Vista Pixel,13.071475599529276,77.59256261062075,53.32,Kodigehalli,358,Improving
8960145b2a7ffff,-50.89999999999999,486.75,-10.5,Ranganathapura,13.007417927733565,77.57102461180281,80.46,Malleshwaram,2498,Improving
89618925997ffff,-1.8000000000000034,17.5,-10.3,Shri Satya Sai Circle,12.922936788105936,77.58465033100013,36.31,Jayanagara,95,Improving
896189266abffff,-8.099999999999993,80.75,-10.0,Salarpuria Sattva Alexandria Tech Park,12.839159727030651,77.67712517552575,50.79,Electronic City,337,Improving
8961892288bffff,-0.8000000000000003,8.0,-10.0,Dommansandra Circle,12.883747016004198,77.75379753178363,23.47,No Police Station,34,Improving
8961892493bffff,-0.20000000000000023,2.0,-10.0,Centreo Apartment,12.882465960317532,77.54547932837262,14.25,Thalagattapura,15,Improving
896014514d3ffff,-0.4999999999999999,5.0,-10.0,Paramount Gardens,12.87179735026293,77.54049157248997,21.84,Thalagattapura,29,Improving
8960145a06bffff,-12.80000000000001,129.0,-9.9,BR Pura,12.95194839831039,77.54002092015361,58.53,Byatarayanapura,590,Improving
8961892c9cfffff,-3.599999999999994,36.5,-9.9,Hebbal,13.040492931046483,77.58903192006632,42.19,Kodigehalli,163,Improving
8960145b00fffff,-18.90000000000001,193.25,-9.8,Shivanandappa Layout,12.995660974935294,77.57142943996658,67.07,Malleshwaram,958,Improving
896016901d7ffff,-2.199999999999998,22.5,-9.8,Begur Chikkanahalli,13.19201901574111,77.68195718816577,34.66,Devanahalli Airport,99,Improving
8960145b407ffff,-1.8000000000000012,18.5,-9.7,Ambedkar Veedhi,12.977439743696133,77.58737061034168,37.83,Cubbon Park,129,Improving
8961892cbcfffff,-2.6,27.0,-9.6,Block G,13.062922816703056,77.59362267665112,39.75,Kodigehalli,152,Improving
89618925867ffff,-1.000000000000002,10.5,-9.5,Arepanahalli,12.947483667775764,77.59529180839917,28.42,Wilson Garden,50,Improving
8961892ed03ffff,-0.499999999999999,5.25,-9.5,Keshwaraj Layout,12.970885288952779,77.6281893916558,19.01,Halasur,25,Improving
89601459563ffff,-10.699999999999992,112.25,-9.5,Gorguntepalya Junction,13.031029347929858,77.53652471455982,61.57,Yeshwanthpura,537,Improving
8960145849bffff,-14.200000000000014,149.0,-9.5,Vijaya Nagar,12.972256014821763,77.53855451500966,63.54,Vijayanagara,679,Improving
89618920b73ffff,-4.799999999999999,51.0,-9.4,Anand Nagar,12.960987156191159,77.70210047933398,47.55,HAL Old Airport,231,Improving
8961892598bffff,-5.100000000000002,57.25,-8.9,Jayanagar,12.929345470257015,77.58596122731961,51.3,Jayanagara,282,Improving
89601459eafffff,-2.4999999999999867,28.0,-8.9,Sobha Garrison,13.04822039650394,77.50072450382113,38.88,Peenya,163,Improving
896189209cfffff,-0.5000000000000011,5.666666666666667,-8.8,Varthur Hobli,12.935304627828149,77.70527417508774,20.78,HAL Old Airport,23,Improving
896016900d7ffff,-0.5000000000000001,5.75,-8.7,Arisinakunte,13.19944898389955,77.70318616352458,19.38,Devanahalli Airport,27,Improving
8960145b07bffff,-2.5000000000000036,28.75,-8.7,Acharya Sri Ramanuja Circle,13.00206906324427,77.57274017570036,44.26,Malleshwaram,161,Improving
89601458557ffff,-0.428571428571428,5.0,-8.6,4th A Cross Road,12.97553862983991,77.5139537974837,17.01,Jnanabharathi,18,Improving
8961892c4b7ffff,-0.2857142857142853,3.3333333333333335,-8.6,Raghavendra Circle,13.019905267622255,77.67479354671617,11.71,Banaswadi,11,Improving
896016976a7ffff,-0.2857142857142854,3.3333333333333335,-8.6,Farah Seven,13.149419546583697,77.61977003270017,13.81,Chikkajala,10,Improving
8960145b58bffff,-27.600000000000016,322.0,-8.6,Santhusapete,12.966796715509812,77.57395437899618,73.92,Chamarajpet,1451,Improving
89618925a33ffff,-4.700000000000004,55.25,-8.5,Nanjappa Circle,12.961359970272925,77.60094155852454,44.63,Ashok Nagar,226,Improving
