h3,slope,base,pct_per_month,area,lat,lon,CIS,police_station,n_parking,trend
8960145b033ffff,-1.2,3.0,-40.0,Sunrise Arunachalan Circle,12.991397920133018,77.56774800654706,12.41,Sheshadripuram,12,Improving
89618921ac7ffff,-2.4000000000000012,6.0,-40.0,Alpine Viva,13.014245505070786,77.76088633044554,18.87,Mahadevapura,26,Improving
8961892428bffff,-0.7000000000000002,1.75,-40.0,Patel Channappa Circle,12.906688892111724,77.6403455110973,11.56,HSR Layout,12,Improving
8961892e2cbffff,-1.7999999999999996,4.5,-40.0,Vinayaka Layout,13.018728217225512,77.70550324042792,14.57,K.R. Pura,18,Improving
8960145b503ffff,-2.0000000000000004,5.0,-40.0,Subhash Nagar,12.971087560270856,77.56921306043569,18.42,Chamarajpet,23,Improving
89618925817ffff,-15.200000000000001,38.5,-39.5,Dairy Circle,12.937839856820876,77.60174905374147,47.86,Mico Layout,200,Improving
8961892584bffff,-13.500000000000009,34.333333333333336,-39.3,Muthanna Garden,12.95171642326547,77.60739932782185,35.69,Ashok Nagar,110,Improving
8961892ed77ffff,-30.399999999999995,78.0,-39.0,Someshwarpura,12.975178287371058,77.62344587499432,51.43,Halasur,357,Improving
896016964b3ffff,-7.2,18.5,-38.9,L&T Realty Elara Celestia,13.073619707788747,77.59019076373221,37.74,Kodigehalli,111,Improving
89618925a3bffff,-3.3571428571428545,8.666666666666666,-38.7,Sky Gardens,12.964564513783596,77.60159736867426,18.22,Ashok Nagar,30,Improving
8960145b1cfffff,-4.700000000000003,12.25,-38.4,Rajaji Nagar,12.98822085746804,77.55867047016909,29.81,Rajajinagar,67,Improving
89601696007ffff,-2.4285714285714275,6.333333333333333,-38.3,Mandalkunte Village,13.097177280542285,77.5725282098035,18.49,Yelahanka,21,Improving
8960145b60fffff,-2.4285714285714284,6.333333333333333,-38.3,Income Tax and Central Excise Staff Quarters,13.003074410467383,77.5926159531988,18.38,R.T. Nagar,20,Improving
8961892da23ffff,-14.999999999999995,39.5,-38.0,Niranthara Layout,13.120533557197918,77.63072498473119,43.88,Yelahanka,206,Improving
8961892cd2fffff,-4.785714285714286,12.666666666666666,-37.8,Vishveshwarya Nagar,13.025531178737458,77.58878045573726,21.29,R.T. Nagar,38,Improving
8960145a06fffff,-3.3000000000000003,8.75,-37.7,Bhel Circle,12.9508898310072,77.5369963786555,25.23,Byatarayanapura,38,Improving
8960145850fffff,-6.599999999999999,17.5,-37.7,Papareddypalya Circle,12.973420476615418,77.50790633394232,32.62,Jnanabharathi,82,Improving
8961892ed0fffff,-12.299999999999997,32.75,-37.6,Ranka Court,12.97303183103914,77.62581761828369,42.55,Halasur,175,Improving
896189240b7ffff,-0.5000000000000002,1.3333333333333333,-37.5,Lake View Circle,12.877876521532098,77.62601317421485,5.55,Hulimavu,5,Improving
896189246cfffff,-0.5,1.3333333333333333,-37.5,Haralur,12.898062451617454,77.65826031009536,5.74,HSR Layout,5,Improving
8960169760bffff,-2.5000000000000013,6.666666666666667,-37.5,Vidyanagar Junction,13.161155798739335,77.62779937628036,21.06,Chikkajala,29,Improving
8960145a8cbffff,-0.9999999999999996,2.6666666666666665,-37.5,Janata Colony,12.944619914292792,77.49360462424363,9.43,Jnanabharathi,9,Improving
8960145a27bffff,-25.7,68.75,-37.4,Ganesha Garden,12.972228985891457,77.54697444222346,49.59,Vijayanagara,312,Improving
8961892540bffff,-14.099999999999994,37.75,-37.4,Citilights Libery Apartment,12.928993897263977,77.67866067108064,41.73,Bellandur,206,Improving
8960145b473ffff,-2.699999999999999,7.25,-37.2,Chalukya Circle,12.983848374627044,77.58868183523094,24.38,High ground,43,Improving
896014586d3ffff,-29.400000000000016,80.0,-36.8,Manjunatha Nagar,12.998943923006399,77.5468180846953,53.17,Vijayanagara,352,Improving
8961892cb43ffff,-13.29999999999999,36.25,-36.7,L&T Tech Park,13.068271342496192,77.59190673344236,44.89,Kodigehalli,209,Improving
89601459573ffff,-18.60000000000001,51.0,-36.5,Godrej Tiara,13.02888566155813,77.53889517457397,51.98,Yeshwanthpura,285,Improving
8960145a3afffff,-4.199999999999997,11.5,-36.5,BDA Layout,12.950945000101258,77.5201603817016,27.94,Byatarayanapura,46,Improving
89618920e9bffff,-3.642857142857142,10.0,-36.4,KSRTC Travel House Junction,12.941544747114996,77.74877216044263,24.29,Whitefield,35,Improving
8961892ec3bffff,-4.099999999999999,11.25,-36.4,Old Binnamangala,12.979382286303746,77.64398800031888,23.98,Jeevanbheemanagar,46,Improving
8961892ec23ffff,-23.500000000000004,64.75,-36.3,KFC Circle,12.97832387916077,77.64095929419824,49.65,Jeevanbheemanagar,285,Improving
8960145b453ffff,-1.8000000000000003,5.0,-36.0,Queens Road Junction,12.983820275335951,77.5971068282301,21.54,Shivajinagar,26,Improving
8960145b537ffff,-1.0714285714285712,3.0,-35.7,New Binny Layout,12.967911459947347,77.56013595758237,15.51,Magadi Road,17,Improving
89618927227ffff,-1.5999999999999996,4.5,-35.6,Sattva Senorita,12.90972493025895,77.68314942232874,18.28,Bellandur,22,Improving
8960145956fffff,-3.0999999999999996,8.75,-35.4,Platinum City,13.03317294817751,77.53415428490803,24.05,Yeshwanthpura,43,Improving
8960145b337ffff,-13.799999999999999,39.0,-35.4,Bovipalya,13.005351237878584,77.54812795923264,43.35,Rajajinagar,196,Improving
8960145900fffff,-4.500000000000001,12.75,-35.3,PF Quarters,13.048106691545124,77.5428245562972,34.24,Jalahalli,85,Improving
8960145901bffff,-2.0000000000000027,5.666666666666667,-35.3,Sri Veera Madakari Nayaka Circle,13.047023143135748,77.54822105538076,25.92,Jalahalli,39,Improving
8961892441bffff,-1.4000000000000008,4.0,-35.0,Singasandra Industrial Estate,12.87456732068074,77.65063592537686,16.34,Electronic City,20,Improving
8961892ec9bffff,-91.40000000000003,262.0,-34.9,Nada Prabhu Kempegowda Circle,12.971852714139537,77.6565059964633,67.48,Jeevanbheemanagar,1120,Improving
89618925b8bffff,-5.299999999999999,15.25,-34.8,Kengal Hanumanthaiah Circle,12.951776056392678,77.5905499460404,35.13,Wilson Garden,101,Improving
89618920e83ffff,-1.2999999999999994,3.75,-34.7,KSRTC Travel House Junction,12.94048751069616,77.74573991770791,16.64,Whitefield,16,Improving
8960145a223ffff,-90.80000000000001,262.0,-34.7,RPC Layout,12.9637041207288,77.53961509431802,71.72,Vijayanagara,1590,Improving
8961892dda3ffff,-3.5714285714285707,10.333333333333334,-34.6,Corona Apartments,13.0681728789578,77.62562194199982,22.37,Hennuru,43,Improving
8960145946bffff,-0.5714285714285714,1.6666666666666667,-34.3,Sundara Nagar,13.04165173235013,77.55835969995861,9.84,Jalahalli,8,Improving
8961892ea43ffff,-0.5714285714285714,1.6666666666666667,-34.3,HRBR Layout Extension,13.023224341852869,77.64172169397364,8.42,Banaswadi,7,Improving
896189263b3ffff,-0.5714285714285714,1.6666666666666667,-34.3,ALPS Optima,12.841457221947989,77.64104449647265,5.02,Electronic City,5,Improving
8961892c517ffff,-2.3,6.75,-34.1,VV Pearl,13.019962811671979,77.65792770712679,20.32,Hennuru,32,Improving
89618925b07ffff,-3.4,10.0,-34.0,Mantri Blossom,12.955009726540505,77.5827819049647,36.04,City Market,104,Improving
896189259c7ffff,-11.099999999999996,32.75,-33.9,Geetha Colony,12.932549820853893,77.58661670317291,42.95,Jayanagara,155,Improving
8961892e68bffff,-1.0999999999999999,3.25,-33.8,Shanthi Nagar,12.996223236727507,77.71777187485482,13.68,Mahadevapura,13,Improving
8960145a8d7ffff,-4.2999999999999945,12.75,-33.7,Rajarajeshwari Layout,12.938214145169601,77.49229694733916,26.72,Jnanabharathi,52,Improving
89618920933ffff,-9.600000000000001,28.5,-33.7,Embassy Tech Village,12.931075076118592,77.69315267113326,40.29,HAL Old Airport,115,Improving
89618925a23ffff,-43.10000000000001,128.25,-33.6,Divyasree Chambers,12.963506095880321,77.59857039427168,55.91,Ashok Nagar,633,Improving
8961892cc57ffff,-29.299999999999994,87.25,-33.6,Rajath Greens,13.035039416000531,77.62445884662056,47.96,K.G. Halli,373,Improving
89618924277ffff,-2.099999999999999,6.25,-33.6,HSR Layout,12.915279832844359,77.63085961853595,19.74,HSR Layout,26,Improving
8961892ecc7ffff,-1.0000000000000007,3.0,-33.3,Sir CV Raman Circle,12.977205187689027,77.65479044173044,8.62,Banaswadi,9,Improving
89618924363ffff,-1.0000000000000009,3.0,-33.3,Sunshine Colony,12.91108208882588,77.6103249677441,16.1,Mico Layout,21,Improving
8961892408bffff,-2.000000000000002,6.0,-33.3,VVS Layout,12.884252529679635,77.63575127267455,13.78,Hulimavu,18,Improving
8960145b413ffff,-0.9999999999999992,3.0,-33.3,Shanthaveri Gopalagowda Circle,12.976352735149403,77.5927684207555,13.25,Cubbon Park,13,Improving
8961892e48fffff,-20.09999999999999,61.25,-32.8,Prestige Technostar,12.972721359002872,77.71013544825783,45.86,Mahadevapura,247,Improving
8961892ed27ffff,-1.8571428571428572,5.666666666666667,-32.8,Craig Park Layout,12.969856592648677,77.61673409682228,19.44,Halasur,30,Improving
8961892ecbbffff,-31.400000000000006,96.0,-32.7,The Junction,12.971883301556439,77.64807571857924,57.45,Jeevanbheemanagar,423,Improving
896016966afffff,-7.0,21.5,-32.6,East Colony,13.100336776688025,77.59003802881873,36.67,Yelahanka,122,Improving
8961892ed6bffff,-1.6999999999999986,5.25,-32.4,RMZ Millenia,12.981588042070946,77.62475837221834,16.35,Halasur,22,Improving
8960145b09bffff,-17.1,52.75,-32.4,Dr Hardikar Circle,12.98708039380219,77.58091312924857,48.77,High ground,252,Improving
8961892552fffff,-5.900000000000001,18.25,-32.3,Park Square Apartment,12.920567305543399,77.64599940022336,33.91,HSR Layout,91,Improving
8960145a423ffff,-16.80000000000001,52.0,-32.3,Kathriguppe Circle,12.926261301857247,77.55162135202855,49.1,Banashankari,323,Improving
8961892e28fffff,-28.999999999999986,90.0,-32.2,YSM Layout,13.010198930448741,77.6981252860406,58.9,K.R. Pura,431,Improving
89618925b83ffff,-3.3000000000000003,10.25,-32.2,B Venkata Reddy Nagar,12.948571668200072,77.58989435939898,26.15,Wilson Garden,50,Improving
896016960cfffff,-0.6428571428571428,2.0,-32.1,Sector B,13.100359123229673,77.58161051774724,8.18,Yelahanka,8,Improving
89618925db7ffff,-0.6428571428571428,2.0,-32.1,Delmia Circle,12.907941279102584,77.59282170131182,12.06,J.P. Nagar,11,Improving
8960145a64fffff,-4.000000000000002,12.5,-32.0,Chamarajpet,12.958271466303657,77.5665921771838,39.78,Chamarajpet,123,Improving
8961892526fffff,-7.900000000000001,24.75,-31.9,Nada Prabhu Kempegowda Circle,12.972910934462128,77.65953522002303,36.64,Jeevanbheemanagar,103,Improving
89618925bc7ffff,-7.8000000000000025,24.5,-31.8,Wilson Garden,12.954980450776736,77.59120555114865,42.77,Wilson Garden,144,Improving
896014582dbffff,-28.899999999999995,91.25,-31.7,Nandini Layout,13.017155979466725,77.53088068376357,57.02,Rajajinagar,447,Improving
8960145b6d3ffff,-3.000000000000001,9.5,-31.6,Byadarahalli,12.998755971347862,77.60578490874384,23.06,R.T. Nagar,38,Improving
8961892419bffff,-3.000000000000001,9.5,-31.6,Akshaya Nagar,12.874705677366546,77.6169324340569,26.91,Hulimavu,55,Improving
89601696697ffff,-10.3,32.75,-31.5,Century Breeze,13.094965974244323,77.60018247129763,38.83,Yelahanka,151,Improving
89601458497ffff,-29.999999999999986,95.5,-31.4,Ganga Government Quarters,12.96799361739875,77.53487517932844,57.16,Vijayanagara,439,Improving
8960169644bffff,-1.357142857142857,4.333333333333333,-31.3,Concorde Mayfair,13.09390554943398,77.59715426839585,18.24,Yelahanka,19,Improving
89618920973ffff,-40.49999999999999,129.75,-31.2,Darshan Layout,12.938544576095943,77.69749775856803,63.58,HAL Old Airport,611,Improving
8961892734bffff,-10.599999999999989,34.0,-31.2,Kaikondrahalli,12.914022272926193,77.67840469119875,44.62,Bellandur,180,Improving
8960145b0cbffff,-18.3,58.75,-31.1,RV Layout,12.996693010775866,77.58287971151503,54.25,Sheshadripuram,303,Improving
8960145913bffff,-21.400000000000002,69.0,-31.0,Jalahalli Cross Junction,13.0396264138995,77.51862330049558,52.91,Peenya,328,Improving
8960145a26bffff,-235.00000000000003,760.0,-30.9,Manuvana,12.97437379053479,77.54460425854465,83.34,Vijayanagara,3653,Improving
8960145b03bffff,-1.9999999999999987,6.5,-30.8,Bhashyam Nagar,12.994601909806104,77.56840329066829,22.95,Sheshadripuram,34,Improving
89618925d17ffff,-3.299999999999996,10.75,-30.7,Dr BR Ambedkar Circle,12.915407936446895,77.59715914969942,31.34,Jayanagara,61,Improving
896189251a3ffff,-1.3000000000000007,4.25,-30.6,SBI Colony,12.925952675128206,77.63585628174273,19.19,Adugodi,31,Improving
8961892eba7ffff,-0.7142857142857137,2.3333333333333335,-30.6,Weave,12.999814890064073,77.60881249961605,8.0,Pulikeshinagar(F.Town),7,Improving
89601459847ffff,-1.8999999999999997,6.25,-30.4,Prestige Jindal City,13.052526977102799,77.48756754808251,25.0,No Police Station,44,Improving
8960145b143ffff,-5.142857142857135,17.0,-30.3,Prakash Nagar,12.993569455651906,77.5569550108656,36.14,Rajajinagar,128,Improving
89618924e47ffff,-3.0999999999999996,10.25,-30.2,Rose Garden Road,12.902589836914535,77.59453675362701,23.73,J.P. Nagar,52,Improving
8961892ebbbffff,-4.8999999999999915,16.25,-30.2,Nanjappa Block,13.001932725029597,77.61486805262766,31.78,Pulikeshinagar(F.Town),68,Improving
8960145b5d3ffff,-21.200000000000003,70.5,-30.1,Avenue Circle,12.968913927498763,77.58000667150064,55.93,City Market,360,Improving
89618925363ffff,-14.599999999999996,48.5,-30.1,Domlur,12.96335644317602,77.64070521174853,46.88,Jeevanbheemanagar,213,Improving
8961892c3bbffff,-0.4999999999999999,1.6666666666666667,-30.0,K Narayanpura Cross,13.054215970678406,77.64525957676354,10.07,Hennuru,9,Improving
8961892e983ffff,-0.5000000000000004,1.6666666666666667,-30.0,Sivanchetti Gardens,12.97841239186492,77.61567471749112,6.77,Shivajinagar,5,Improving
8961892edd3ffff,-11.4,38.0,-30.0,Kittur Rani Chennamma Circle,12.968708491598832,77.63898973371475,42.58,Jeevanbheemanagar,184,Improving
8961892eca3ffff,-25.1,83.75,-30.0,Old Thippasandra,12.970825032397935,77.64504693334096,55.02,Jeevanbheemanagar,383,Improving
89618926217ffff,-8.428571428571418,28.333333333333332,-29.7,Nanjuda Reddy Layout,12.855262583654103,77.66355198251503,35.72,Electronic City,86,Improving
8961892530fffff,-1.6999999999999984,5.75,-29.6,Ganapathy Colony,12.958004236277556,77.64242066320278,18.36,Jeevanbheemanagar,25,Improving
8961892ea47ffff,-12.900000000000002,43.75,-29.5,Jahnavi Layout,13.022165250482654,77.63869264171262,46.29,Banaswadi,233,Improving
8960145b3afffff,-43.0,146.0,-29.5,Dr M Munivenkataswamy Circle,13.0032068760867,77.55049845089017,63.47,Malleshwaram,756,Improving
89618925a4bffff,-8.399999999999999,28.5,-29.5,Bangalore Central,12.9741491418856,77.611991046319,37.5,Ashok Nagar,130,Improving
89601458c43ffff,-0.7857142857142857,2.6666666666666665,-29.5,Gollarahatti,12.986331944338778,77.47686056756481,11.8,Kamakshipalya,8,Improving
8960145b45bffff,-7.799999999999994,26.5,-29.4,Rajiv Gandhi Colony,12.987024730463645,77.59776261804,37.56,Shivajinagar,129,Improving
8961892da2bffff,-3.9000000000000012,13.25,-29.4,Niranthara Layout,13.123738334362239,77.63138166313963,31.96,Chikkajala,68,Improving
8960145b33bffff,-2.1999999999999997,7.5,-29.3,Kirloskar Foundry,13.009614294006338,77.5518084744474,27.0,Malleshwaram,48,Improving
8960145b543ffff,-159.99999999999994,548.0,-29.2,AT Extension,12.978554434046352,77.57354967361115,82.56,Upparpet,2914,Improving
8960145b423ffff,-46.900000000000006,160.75,-29.2,Railway Officers Enclave,12.978526573156591,77.5819730894831,66.5,Upparpet,889,Improving
89618934a6bffff,-6.4999999999999964,22.333333333333332,-29.1,Janatha Colony,12.816641184782195,77.68938485027797,31.27,Electronic City,70,Improving
89618920a3bffff,-40.599999999999945,139.5,-29.1,Brigade Tech Gardens,12.96412754800157,77.71962931827424,57.79,HAL Old Airport,558,Improving
8960145a3a3ffff,-5.799999999999997,20.0,-29.0,BDA Layout,12.94880032151652,77.52252990183392,33.38,Byatarayanapura,80,Improving
8960145b49bffff,-45.80000000000002,158.0,-29.0,Walton Road Circle,12.972061070861429,77.59751074869045,66.1,Cubbon Park,876,Improving
8960145b40fffff,-6.699999999999996,23.25,-28.8,Karnataka Bhavan Junction,12.980644056156594,77.5880262135516,39.72,Cubbon Park,152,Improving
89601696687ffff,-13.800000000000004,48.0,-28.8,Raitarasanthe,13.097109849261004,77.59781029344622,47.19,Yelahanka,258,Improving
8961892e9b7ffff,-21.600000000000012,75.5,-28.6,Cauvery Junction,12.975236734693159,77.60659217623126,55.57,Cubbon Park,406,Improving
8960145850bffff,-1.0000000000000004,3.5,-28.6,Bayamma Layout,12.974479553467015,77.51093000368016,14.76,Jnanabharathi,18,Improving
8961892cb8bffff,-4.0,14.0,-28.6,Kodigehalli Gate Junction,13.056514250239045,77.59231093951573,32.58,Kodigehalli,72,Improving
8961892420fffff,-27.80000000000001,97.5,-28.5,HSR Layout,12.91313222590844,77.6332310466107,55.81,HSR Layout,454,Improving
896014584dbffff,-19.50000000000001,68.75,-28.4,Jai Maniurao Circle,12.97972212171336,77.54288890404297,52.88,Magadi Road,315,Improving
8960145a22fffff,-39.19999999999999,139.0,-28.2,RPC Layout,12.9658489119973,77.53724512164958,62.34,Vijayanagara,710,Improving
8960145904fffff,-6.8999999999999995,24.75,-27.9,Gangamma Circle,13.05557386914894,77.54716032518735,40.17,Jalahalli,132,Improving
8961892e493ffff,-5.8000000000000025,21.0,-27.6,DSR Spring Beauty Apartment,12.968424624689034,77.71488232363937,31.93,HAL Old Airport,84,Improving
896014596d7ffff,-2.199999999999996,8.0,-27.5,Maruthi Nagar,13.050154949248766,77.57414761785559,22.42,Kodigehalli,33,Improving
8960145b6afffff,-13.700000000000003,49.75,-27.5,Kumar Park,12.995606739260625,77.58827760248366,44.23,High ground,265,Improving
8961892580bffff,-1.3,4.75,-27.4,Mythreyi Naimisha,12.94424903364888,77.60306062110806,20.15,Adugodi,29,Improving
896189240cfffff,-9.599999999999998,35.0,-27.4,Ozone Manay Tech Park,12.890662886425304,77.6370638198439,42.37,Hulimavu,161,Improving
89601458293ffff,-12.500000000000004,45.75,-27.3,Freedom Fighters Colony,13.006486381902432,77.52589207416636,50.77,Rajajinagar,227,Improving
8960145b3dbffff,-6.8,25.0,-27.2,Sarangapani,13.009562653243261,77.56865368259274,38.25,Malleshwaram,121,Improving
89618925357ffff,-29.900000000000006,110.75,-27.0,Manipal Hospital Junction,12.960120410127331,77.64847790899147,59.19,Jeevanbheemanagar,518,Improving
89618925b47ffff,-8.700000000000001,32.25,-27.0,Vinoba Nagar,12.962476739134052,77.58711928283624,38.39,Halasuru Gate,136,Improving
89618920e6fffff,-0.3571428571428571,1.3333333333333333,-26.8,Prestige Lake Vista,12.957647487392178,77.73518733235375,4.71,Whitefield,4,Improving
8961892ee4bffff,-0.7142857142857142,2.6666666666666665,-26.8,B Channasandra,13.011405617916534,77.65898655791297,12.92,Banaswadi,15,Improving
896189258dbffff,-0.3571428571428571,1.3333333333333333,-26.8,Nanjappa Layout,12.942071874562947,77.61385716144224,7.0,Adugodi,5,Improving
89601459523ffff,-5.300000000000002,19.75,-26.8,FTI Junction,13.023562749560151,77.53219006885459,36.44,Yeshwanthpura,100,Improving
8961892f69bffff,-12.100000000000001,45.25,-26.7,Subhams Antique City,13.046376216057984,77.750590060611,49.56,K.R. Pura,220,Improving
89618920a2bffff,-58.39999999999996,219.0,-26.7,Vijetha Lapis Lazati,12.966276129135844,77.71725580605394,63.87,HAL Old Airport,876,Improving
8961892cb93ffff,-15.499999999999996,58.75,-26.4,Esteem Mall,13.051165495400351,77.5940268180026,47.57,Kodigehalli,267,Improving
8961892cc47ffff,-2.285714285714286,8.666666666666666,-26.4,Rajath Greens,13.037184809322651,77.62208665274072,25.16,K.G. Halli,48,Improving
8961892cb83ffff,-1.9999999999999993,7.666666666666667,-26.1,Godrej Platinum,13.053309975275944,77.59165509866833,39.49,Kodigehalli,150,Improving
8961892cc6fffff,-1.0999999999999994,4.25,-25.9,Govind Pura,13.040415828965898,77.61431403569954,18.34,K.G. Halli,18,Improving
89601459537ffff,-10.599999999999993,41.0,-25.9,Nandini Layout,13.020359361600784,77.5315353670817,46.57,Rajajinagar,206,Improving
89618924247ffff,-2.8999999999999995,11.25,-25.8,HSR Layout,12.917394823889591,77.63691516042566,25.81,HSR Layout,54,Improving
8961892e98bffff,-2.8999999999999995,11.25,-25.8,Neelkanta Circle,12.981617141717877,77.61633082569821,27.12,Halasur,58,Improving
8961892ea27ffff,-1.8000000000000007,7.0,-25.7,Captain Munshi Layout,13.014724015739867,77.62592130195779,19.62,Banaswadi,29,Improving
896189255cbffff,-17.399999999999995,68.0,-25.6,Iblur Junction,12.921558536506367,77.66588650818304,52.7,Bellandur,314,Improving
8961892c807ffff,-0.6999999999999998,2.75,-25.5,Yogesh Nagar,13.044731539148954,77.60114215713716,10.56,Hebbala,11,Improving
89618925b6fffff,-74.00000000000003,291.0,-25.4,Dodpete,12.965709724440659,77.57935123577114,74.2,City Market,1407,Improving
8960145b107ffff,-9.600000000000001,38.0,-25.3,Sri Mahaganapathi Nagar,12.985043788967136,77.54959404904909,45.79,Magadi Road,222,Improving
8960145a32bffff,-11.699999999999983,46.25,-25.3,Nagarabavi Circle,12.959496121425227,77.51909953910872,46.03,Byatarayanapura,191,Improving
89618920a23ffff,-35.39999999999995,141.0,-25.1,Pebble Creek,12.963069801662392,77.71659793883055,57.62,HAL Old Airport,568,Improving
89618924b2bffff,-2.7000000000000006,10.75,-25.1,Vallabha Nagar,12.90703851405703,77.54769258583485,31.2,K.S. Layout,73,Improving
8960145952bffff,-0.5000000000000002,2.0,-25.0,Arge Urban Bloom,13.026766143323584,77.53284478908287,8.9,Yeshwanthpura,7,Improving
8961892ed07ffff,-0.5000000000000003,2.0,-25.0,Ranka Court,12.969826923202223,77.6251613598349,9.81,Halasur,10,Improving
8961892424fffff,-1.5000000000000013,6.0,-25.0,Bildens Swarganga,12.920599978643903,77.63757151598888,13.35,Madiwala,18,Improving
8961892eddbffff,-0.4999999999999999,2.0,-25.0,Sony World Junction,12.971913614790687,77.63964623538969,10.87,Jeevanbheemanagar,9,Improving
8961892ea57ffff,-0.4999999999999999,2.0,-25.0,CMR Road,13.0200192554128,77.64106504612626,16.63,Banaswadi,18,Improving
89618924a47ffff,-8.300000000000002,33.25,-25.0,Sangam Circle,12.917616804130882,77.57794328487263,42.07,Jayanagara,179,Improving
896189219cfffff,-29.19999999999999,117.5,-24.9,Sadaramangala Industrial Area,12.987597932862963,77.73570523171428,56.27,Mahadevapura,553,Improving
8960145b06bffff,-28.700000000000006,115.75,-24.8,Malleshwara Extension,13.004213914408993,77.5703692538205,61.26,Malleshwaram,676,Improving
8960145b697ffff,-23.50000000000001,95.25,-24.7,Rajiv Gandhi Colony,12.990229191548597,77.59841842632342,60.64,Shivajinagar,619,Improving
8961892553bffff,-2.8999999999999972,11.75,-24.7,HSR Layout,12.91947691356808,77.65139956077289,31.84,HSR Layout,68,Improving
8961892e3d7ffff,-4.9999999999999964,20.333333333333332,-24.6,BSNL CACT Building,13.004906059982908,77.6829713676198,29.87,K.R. Pura,65,Improving
8961892738fffff,-13.599999999999996,55.5,-24.5,Azalea,12.897993367933013,77.67511954390868,50.41,Bellandur,313,Improving
89601458123ffff,-0.5714285714285714,2.3333333333333335,-24.5,Apanapa Layout,12.986307577751314,77.48527501935207,9.16,Kamakshipalya,8,Improving
89618920b0fffff,-64.5,264.75,-24.4,Marathahalli,12.957781055162462,77.701442892283,72.61,HAL Old Airport,1318,Improving
896189240cbffff,-7.199999999999997,29.5,-24.4,Krishna Reddy Industrial Area,12.89171996897641,77.6400915192258,42.42,HSR Layout,173,Improving
8961892ed73ffff,-5.6,23.0,-24.3,Illpaythope,12.976236744888404,77.62647389521389,38.76,Halasur,97,Improving
89618926b1bffff,-0.30000000000000016,1.25,-24.0,Dawoodi Bohra Colony,12.852375261696286,77.58707545196006,7.08,Thalagattapura,6,Improving
8960145a2a3ffff,-0.8999999999999999,3.75,-24.0,Bengaluru Body Builders Junction,12.956210619770669,77.54370034890898,16.3,Byatarayanapura,19,Improving
8961892e84fffff,-1.4999999999999991,6.25,-24.0,Maruthi Sevanagar Circle,13.002935089752405,77.63475336832362,19.53,Banaswadi,25,Improving
89618927313ffff,-12.299999999999994,51.75,-23.8,Kristal Jasper Villa,12.901199136152883,77.67577653638581,49.27,Bellandur,291,Improving
8961892e6cbffff,-7.299999999999992,30.75,-23.7,Aryav Greenfields,13.003694181305685,77.72211967219776,41.76,K.R. Pura,144,Improving
8960145b097ffff,-17.200000000000003,72.5,-23.7,Padmashree RMP Aaradhya Circle,12.982817365662592,77.57723127422814,54.99,High ground,407,Improving
89618924cc7ffff,-2.8999999999999977,12.25,-23.7,Prestige Notting Hill,12.872659134753015,77.59403350951611,25.2,Hulimavu,50,Improving
89618921d1bffff,-1.4000000000000004,6.0,-23.3,HBK Layout,12.971498134972906,77.74929143062626,23.18,Whitefield,28,Improving
89618925987ffff,-1.4000000000000004,6.0,-23.3,Shri Satya Sai Circle,12.925083208530351,77.58227978316292,20.15,Jayanagara,29,Improving
8961892e973ffff,-2.1999999999999997,9.5,-23.2,Sarvanton Circle,12.991259861014468,77.60987206140794,25.72,Pulikeshinagar(F.Town),46,Improving
89601451483ffff,-0.8,3.5,-22.9,Thalaghattapura,12.866479088320258,77.5337897363267,18.83,Thalagattapura,22,Improving
8961892eba3ffff,-33.499999999999986,148.25,-22.6,Sri Ramakrishnappa Circle,13.000873807961767,77.6118402142471,61.2,Pulikeshinagar(F.Town),676,Improving
8960145b14fffff,-12.4,55.0,-22.5,Police Quarters,12.995714115056856,77.55458446587357,48.98,Rajajinagar,246,Improving
8961892594bffff,-3.1000000000000023,13.75,-22.5,Ashoka Stambh Circle,12.944309094529332,77.5862124683026,29.3,Wilson Garden,62,Improving
89618925577ffff,-3.1,13.75,-22.5,HSR Layout,12.922682289904667,77.65205617795479,36.41,HSR Layout,97,Improving
8960145a417ffff,-0.4999999999999998,2.25,-22.2,Kittur Rani Chennamma Circle,12.923027721774394,77.55938627102312,12.03,Banashankari,12,Improving
896189264d3ffff,-3.0,13.5,-22.2,Sattva Texonic,12.81879156253728,77.68701306355966,31.99,Electronic City,57,Improving
896014580afffff,-4.199999999999998,19.0,-22.1,BM Shankarappa Industrial Estate,12.98837663975394,77.5081536010024,35.07,Kamakshipalya,98,Improving
8960145a067ffff,-2.1999999999999993,10.0,-22.0,Helmet Junction,12.947686274179866,77.53634174586222,27.0,Byatarayanapura,44,Improving
8961892e93bffff,-5.599999999999997,25.5,-22.0,Chandni Chowk,12.986996487858796,77.60618855697619,42.69,Shivajinagar,156,Improving
8960145b42fffff,-15.899999999999999,72.75,-21.9,Railway Officers Enclave,12.98067201233866,77.57960216674402,54.57,Upparpet,395,Improving
8960145b587ffff,-1.2000000000000002,5.5,-21.8,Church Circle,12.962534042462677,77.57027315089455,20.27,Chamarajpet,26,Improving
8961892ee83ffff,-0.6999999999999988,3.25,-21.5,Salarpuria Sattva,12.993232028286457,77.65807462847543,13.21,Banaswadi,13,Improving
89618921d87ffff,-1.4,6.5,-21.5,Carmel Heights,12.961877713849724,77.74731614643899,22.87,Whitefield,29,Improving
