h3,month,n,lat,lon,area,CIS
89618924217ffff,2024-03,1,12.90777939783964,77.63494620460482,Adarsh Esplanade Apartment Manjunatha Layout,23.65
8961892421bffff,2023-11,116,12.912041936787116,77.63863034904476,The Metropolitan Cooperative Housing Society,62.78
8961892421bffff,2023-12,295,12.912041936787116,77.63863034904476,The Metropolitan Cooperative Housing Society,62.78
8961892421bffff,2024-01,182,12.912041936787116,77.63863034904476,The Metropolitan Cooperative Housing Society,62.78
8961892421bffff,2024-02,110,12.912041936787116,77.63863034904476,The Metropolitan Cooperative Housing Society,62.78
8961892421bffff,2024-03,46,12.912041936787116,77.63863034904476,The Metropolitan Cooperative Housing Society,62.78
8961892421bffff,2024-04,35,12.912041936787116,77.63863034904476,The Metropolitan Cooperative Housing Society,62.78
89618924223ffff,2023-11,25,12.911017324870064,77.62717586398105,Krimson Square,45.92
89618924223ffff,2023-12,13,12.911017324870064,77.62717586398105,Krimson Square,45.92
89618924223ffff,2024-01,49,12.911017324870064,77.62717586398105,Krimson Square,45.92
89618924223ffff,2024-02,91,12.911017324870064,77.62717586398105,Krimson Square,45.92
89618924223ffff,2024-03,28,12.911017324870064,77.62717586398105,Krimson Square,45.92
89618924223ffff,2024-04,2,12.911017324870064,77.62717586398105,Krimson Square,45.92
8961892422fffff,2023-11,22,12.913164839283809,77.62480457111374,Krimson Square,48.95
8961892422fffff,2023-12,62,12.913164839283809,77.62480457111374,Krimson Square,48.95
8961892422fffff,2024-01,34,12.913164839283809,77.62480457111374,Krimson Square,48.95
8961892422fffff,2024-02,46,12.913164839283809,77.62480457111374,Krimson Square,48.95
8961892422fffff,2024-03,54,12.913164839283809,77.62480457111374,Krimson Square,48.95
8961892422fffff,2024-04,12,12.913164839283809,77.62480457111374,Krimson Square,48.95
89618924233ffff,2023-12,1,12.908869724948604,77.62954718691493,Bommanahalli Circle,29.44
89618924233ffff,2024-01,22,12.908869724948604,77.62954718691493,Bommanahalli Circle,29.44
89618924233ffff,2024-02,18,12.908869724948604,77.62954718691493,Bommanahalli Circle,29.44
89618924233ffff,2024-03,20,12.908869724948604,77.62954718691493,Bommanahalli Circle,29.44
89618924237ffff,2024-01,9,12.907812319774601,77.62651971342484,Vivekananda Circle,10.86
89618924237ffff,2024-02,2,12.907812319774601,77.62651971342484,Vivekananda Circle,10.86
89618924243ffff,2023-12,1,12.918452318440698,77.63994311677249,Mantri Sarovar,2.23
89618924243ffff,2024-01,1,12.918452318440698,77.63994311677249,Mantri Sarovar,2.23
89618924247ffff,2023-11,9,12.917394823889591,77.63691516042566,HSR Layout,25.81
89618924247ffff,2023-12,12,12.917394823889591,77.63691516042566,HSR Layout,25.81
89618924247ffff,2024-01,17,12.917394823889591,77.63691516042566,HSR Layout,25.81
89618924247ffff,2024-02,12,12.917394823889591,77.63691516042566,HSR Layout,25.81
89618924247ffff,2024-03,4,12.917394823889591,77.63691516042566,HSR Layout,25.81
8961892424bffff,2023-12,2,12.921657518794396,77.64059952835561,Bildens Swarganga,7.48
8961892424bffff,2024-01,2,12.921657518794396,77.64059952835561,Bildens Swarganga,7.48
8961892424bffff,2024-03,3,12.921657518794396,77.64059952835561,Bildens Swarganga,7.48
8961892424fffff,2024-01,6,12.920599978643903,77.63757151598888,Bildens Swarganga,13.35
8961892424fffff,2024-02,9,12.920599978643903,77.63757151598888,Bildens Swarganga,13.35
8961892424fffff,2024-03,3,12.920599978643903,77.63757151598888,Bildens Swarganga,13.35
89618924253ffff,2024-03,1,12.916304572720943,77.64231474758567,,1.87
89618924257ffff,2023-11,24,12.915247124431183,77.63928672366907,HSR Layout,31.75
89618924257ffff,2023-12,27,12.915247124431183,77.63928672366907,HSR Layout,31.75
89618924257ffff,2024-01,3,12.915247124431183,77.63928672366907,HSR Layout,31.75
89618924257ffff,2024-02,6,12.915247124431183,77.63928672366907,HSR Layout,31.75
89618924257ffff,2024-03,9,12.915247124431183,77.63928672366907,HSR Layout,31.75
89618924257ffff,2024-04,5,12.915247124431183,77.63928672366907,HSR Layout,31.75
8961892425bffff,2023-12,1,12.919509812329073,77.64297119670816,Mantri Sarovar,4.63
8961892425bffff,2024-02,1,12.919509812329073,77.64297119670816,Mantri Sarovar,4.63
8961892425bffff,2024-03,1,12.919509812329073,77.64297119670816,Mantri Sarovar,4.63
89618924263ffff,2024-04,4,12.918484896366222,77.63151586206048,Teachers Colony,6.17
89618924267ffff,2023-12,5,12.917427354261658,77.62848822051748,Ozone Chamber,16.64
89618924267ffff,2024-01,3,12.917427354261658,77.62848822051748,Ozone Chamber,16.64
89618924267ffff,2024-02,9,12.917427354261658,77.62848822051748,Ozone Chamber,16.64
89618924267ffff,2024-03,3,12.917427354261658,77.62848822051748,Ozone Chamber,16.64
8961892426fffff,2024-02,1,12.920632378515187,77.6291444264989,Santhosapuram,1.16
89618924273ffff,2023-11,1,12.91633732868704,77.63388732767702,Sai Nandana Residency,14.38
89618924273ffff,2024-01,2,12.91633732868704,77.63388732767702,Sai Nandana Residency,14.38
89618924273ffff,2024-02,1,12.91633732868704,77.63388732767702,Sai Nandana Residency,14.38
89618924273ffff,2024-03,8,12.91633732868704,77.63388732767702,Sai Nandana Residency,14.38
89618924273ffff,2024-04,1,12.91633732868704,77.63388732767702,Sai Nandana Residency,14.38
89618924277ffff,2023-11,1,12.915279832844359,77.63085961853595,HSR Layout,19.74
89618924277ffff,2023-12,3,12.915279832844359,77.63085961853595,HSR Layout,19.74
89618924277ffff,2024-01,19,12.915279832844359,77.63085961853595,HSR Layout,19.74
89618924277ffff,2024-02,1,12.915279832844359,77.63085961853595,HSR Layout,19.74
89618924277ffff,2024-03,2,12.915279832844359,77.63085961853595,HSR Layout,19.74
8961892428bffff,2023-11,5,12.906688892111724,77.6403455110973,Patel Channappa Circle,11.56
8961892428bffff,2023-12,3,12.906688892111724,77.6403455110973,Patel Channappa Circle,11.56
8961892428bffff,2024-01,2,12.906688892111724,77.6403455110973,Patel Channappa Circle,11.56
8961892428bffff,2024-02,1,12.906688892111724,77.6403455110973,Patel Channappa Circle,11.56
8961892428bffff,2024-03,1,12.906688892111724,77.6403455110973,Patel Channappa Circle,11.56
8961892428fffff,2023-11,12,12.905631580680604,77.637317655231,Patel Channappa Circle,28.65
8961892428fffff,2023-12,6,12.905631580680604,77.637317655231,Patel Channappa Circle,28.65
8961892428fffff,2024-01,23,12.905631580680604,77.637317655231,Patel Channappa Circle,28.65
8961892428fffff,2024-02,7,12.905631580680604,77.637317655231,Patel Channappa Circle,28.65
8961892428fffff,2024-03,11,12.905631580680604,77.637317655231,Patel Channappa Circle,28.65
8961892428fffff,2024-04,1,12.905631580680604,77.637317655231,Patel Channappa Circle,28.65
89618924293ffff,2024-03,1,12.901335689964293,77.6420606465808,ITI Layout,1.34
89618924297ffff,2024-01,12,12.900278470431278,77.63903277916489,Gollarapalya,10.56
8961892429bffff,2024-01,10,12.90454094322411,77.64271705932173,Ramachandra Reddy Layout,29.74
8961892429bffff,2024-02,21,12.90454094322411,77.64271705932173,Ramachandra Reddy Layout,29.74
8961892429bffff,2024-03,18,12.90454094322411,77.64271705932173,Ramachandra Reddy Layout,29.74
8961892429bffff,2024-04,8,12.90454094322411,77.64271705932173,Ramachandra Reddy Layout,29.74
896189242a3ffff,2023-11,20,12.90351695597619,77.63126231427,Bommanahalli Industrial Area,28.99
896189242a3ffff,2023-12,8,12.90351695597619,77.63126231427,Bommanahalli Industrial Area,28.99
896189242a3ffff,2024-01,8,12.90351695597619,77.63126231427,Bommanahalli Industrial Area,28.99
896189242a3ffff,2024-02,5,12.90351695597619,77.63126231427,Bommanahalli Industrial Area,28.99
896189242a3ffff,2024-03,15,12.90351695597619,77.63126231427,Bommanahalli Industrial Area,28.99
896189242a7ffff,2023-11,2,12.90245964272548,77.62823482919396,Temple Tree,17.3
896189242a7ffff,2023-12,4,12.90245964272548,77.62823482919396,Temple Tree,17.3
896189242a7ffff,2024-01,4,12.90245964272548,77.62823482919396,Temple Tree,17.3
896189242a7ffff,2024-02,2,12.90245964272548,77.62823482919396,Temple Tree,17.3
896189242a7ffff,2024-03,9,12.90245964272548,77.62823482919396,Temple Tree,17.3
896189242abffff,2023-11,93,12.906722039531704,77.6319185399078,S Nazir Sab Layout,52.77
896189242abffff,2023-12,54,12.906722039531704,77.6319185399078,S Nazir Sab Layout,52.77
896189242abffff,2024-01,38,12.906722039531704,77.6319185399078,S Nazir Sab Layout,52.77
896189242abffff,2024-02,218,12.906722039531704,77.6319185399078,S Nazir Sab Layout,52.77
896189242abffff,2024-03,11,12.906722039531704,77.6319185399078,S Nazir Sab Layout,52.77
896189242afffff,2023-11,115,12.9056646806173,77.62889099881725,BKL Colony,64.29
896189242afffff,2023-12,122,12.9056646806173,77.62889099881725,BKL Colony,64.29
896189242afffff,2024-01,184,12.9056646806173,77.62889099881725,BKL Colony,64.29
896189242afffff,2024-02,175,12.9056646806173,77.62889099881725,BKL Colony,64.29
896189242afffff,2024-03,113,12.9056646806173,77.62889099881725,BKL Colony,64.29
896189242afffff,2024-04,15,12.9056646806173,77.62889099881725,BKL Colony,64.29
896189242b3ffff,2023-11,9,12.901369145863498,77.63363365977554,Garvebavipalya Junction,18.23
896189242b3ffff,2023-12,3,12.901369145863498,77.63363365977554,Garvebavipalya Junction,18.23
896189242b3ffff,2024-01,2,12.901369145863498,77.63363365977554,Garvebavipalya Junction,18.23
896189242b3ffff,2024-02,4,12.901369145863498,77.63363365977554,Garvebavipalya Junction,18.23
896189242b3ffff,2024-03,2,12.901369145863498,77.63363365977554,Garvebavipalya Junction,18.23
896189242c3ffff,2023-11,81,12.910951469011714,77.64402994024117,HSR Layout,39.94
896189242c3ffff,2023-12,1,12.910951469011714,77.64402994024117,HSR Layout,39.94
896189242c3ffff,2024-01,3,12.910951469011714,77.64402994024117,HSR Layout,39.94
896189242c3ffff,2024-02,35,12.910951469011714,77.64402994024117,HSR Layout,39.94
896189242c3ffff,2024-03,12,12.910951469011714,77.64402994024117,HSR Layout,39.94
896189242c3ffff,2024-04,17,12.910951469011714,77.64402994024117,HSR Layout,39.94
896189242c7ffff,2023-11,1,12.909894112590953,77.64100190478085,HSR Layout,5.03
896189242c7ffff,2023-12,2,12.909894112590953,77.64100190478085,HSR Layout,5.03
896189242c7ffff,2024-03,1,12.909894112590953,77.64100190478085,HSR Layout,5.03
896189242cbffff,2023-11,3,12.914156741496882,77.64468640842088,Nadaprabhu Kempegowda Circle,16.32
896189242cbffff,2023-12,7,12.914156741496882,77.64468640842088,Nadaprabhu Kempegowda Circle,16.32
896189242cbffff,2024-01,2,12.914156741496882,77.64468640842088,Nadaprabhu Kempegowda Circle,16.32
896189242cbffff,2024-03,1,12.914156741496882,77.64468640842088,Nadaprabhu Kempegowda Circle,16.32
896189242cbffff,2024-04,4,12.914156741496882,77.64468640842088,Nadaprabhu Kempegowda Circle,16.32
896189242cfffff,2023-11,6,12.91309933946778,77.64165831694343,HSR Layout,10.37
896189242cfffff,2023-12,1,12.91309933946778,77.64165831694343,HSR Layout,10.37
896189242cfffff,2024-03,1,12.91309933946778,77.64165831694343,HSR Layout,10.37
896189242d3ffff,2023-11,9,12.908803513075258,77.64640159355473,HSR Layout,11.05
896189242d7ffff,2023-11,33,12.907746202913701,77.64337349054165,HSR Layout,23.17
896189242d7ffff,2024-02,3,12.907746202913701,77.64337349054165,HSR Layout,23.17
896189242dbffff,2023-12,1,12.912008824780834,77.64705809927057,Vanganahalli,15.03
896189242dbffff,2024-01,14,12.912008824780834,77.64705809927057,Vanganahalli,15.03
8961892430fffff,2023-12,1,12.905730061861457,77.61204007102256,Mahadeshwara Nagar,5.34
8961892430fffff,2024-03,2,12.905730061861457,77.61204007102256,Mahadeshwara Nagar,5.34
8961892430fffff,2024-04,1,12.905730061861457,77.61204007102256,Mahadeshwara Nagar,5.34
8961892432fffff,2023-12,1,12.905762343318676,77.60361580014528,Kalyani Trident,14.12
8961892432fffff,2024-01,1,12.905762343318676,77.60361580014528,Kalyani Trident,14.12
8961892432fffff,2024-02,3,12.905762343318676,77.60361580014528,Kalyani Trident,14.12
8961892432fffff,2024-03,5,12.905762343318676,77.60361580014528,Kalyani Trident,14.12
8961892432fffff,2024-04,5,12.905762343318676,77.60361580014528,Kalyani Trident,14.12
89618924333ffff,2023-12,1,12.901467876629114,77.60835746894601,Surya Layout,1.16
89618924347ffff,2024-03,1,12.90999234442449,77.61572292727035,Mysore Road Industrial Employees House Cooperative Society,1.16
89618924363ffff,2023-11,4,12.91108208882588,77.6103249677441,Sunshine Colony,16.1
89618924363ffff,2023-12,6,12.91108208882588,77.6103249677441,Sunshine Colony,16.1
89618924363ffff,2024-01,2,12.91108208882588,77.6103249677441,Sunshine Colony,16.1
89618924363ffff,2024-02,1,12.91108208882588,77.6103249677441,Sunshine Colony,16.1
89618924363ffff,2024-03,3,12.91108208882588,77.6103249677441,Sunshine Colony,16.1
89618924363ffff,2024-04,5,12.91108208882588,77.6103249677441,Sunshine Colony,16.1
8961892436bffff,2023-11,3,12.914286839108176,77.61098083761343,Ram Sridhar Apartment,17.2
8961892436bffff,2023-12,8,12.914286839108176,77.61098083761343,Ram Sridhar Apartment,17.2
8961892436bffff,2024-03,14,12.914286839108176,77.61098083761343,Ram Sridhar Apartment,17.2
8961892436bffff,2024-04,1,12.914286839108176,77.61098083761343,Ram Sridhar Apartment,17.2
8961892436fffff,2023-11,122,12.913229247138487,77.60795400563495,MICO Employees House Building Cooperative Society,48.06
8961892436fffff,2023-12,144,12.913229247138487,77.60795400563495,MICO Employees House Building Cooperative Society,48.06
8961892436fffff,2024-01,50,12.913229247138487,77.60795400563495,MICO Employees House Building Cooperative Society,48.06
8961892436fffff,2024-02,1,12.913229247138487,77.60795400563495,MICO Employees House Building Cooperative Society,48.06
8961892436fffff,2024-03,26,12.913229247138487,77.60795400563495,MICO Employees House Building Cooperative Society,48.06
8961892436fffff,2024-04,2,12.913229247138487,77.60795400563495,MICO Employees House Building Cooperative Society,48.06
89618924373ffff,2024-01,1,12.90893484497832,77.61269595997051,EWS Colony,1.87
8961892438bffff,2024-01,1,12.899287699514883,77.61915311569575,Vijayshree Layout,3.84
8961892438bffff,2024-02,2,12.899287699514883,77.61915311569575,Vijayshree Layout,3.84
89618924393ffff,2024-02,9,12.89393514088826,77.62086817012067,Seenappa Layout,8.72
8961892439bffff,2024-01,2,12.897140074434398,77.62152419077366,Cauvery Nagar,4.72
896189243afffff,2024-01,3,12.898263152184532,77.60770167294788,Someshwara Layout,15.13
896189243afffff,2024-02,5,12.898263152184532,77.60770167294788,Someshwara Layout,15.13
896189243afffff,2024-03,8,12.898263152184532,77.60770167294788,Someshwara Layout,15.13
896189243b7ffff,2024-02,1,12.892910994203131,77.60941669991126,Nethravathi Block,1.16
896189243c3ffff,2024-01,2,12.903549961014328,77.62283628749285,Axis Citrino Apartments,6.56
896189243c3ffff,2024-02,2,12.903549961014328,77.62283628749285,Axis Citrino Apartments,6.56
896189243d3ffff,2023-11,2,12.901402328890828,77.62520746773336,Bommanahalli,9.22
896189243d3ffff,2023-12,1,12.901402328890828,77.62520746773336,Bommanahalli,9.22
896189243d3ffff,2024-03,3,12.901402328890828,77.62520746773336,Bommanahalli,9.22
896189243d7ffff,2023-11,1,12.900345014483525,77.62218022989751,Royal Legend,5.41
896189243d7ffff,2024-01,2,12.900345014483525,77.62218022989751,Royal Legend,5.41
896189243dbffff,2023-11,7,12.90460732110776,77.62586358134249,Bommanahalli,23.03
896189243dbffff,2023-12,2,12.90460732110776,77.62586358134249,Bommanahalli,23.03
896189243dbffff,2024-01,4,12.90460732110776,77.62586358134249,Bommanahalli,23.03
896189243dbffff,2024-02,1,12.90460732110776,77.62586358134249,Bommanahalli,23.03
896189243dbffff,2024-03,17,12.90460732110776,77.62586358134249,Bommanahalli,23.03
896189243dbffff,2024-04,1,12.90460732110776,77.62586358134249,Bommanahalli,23.03
89618924403ffff,2023-11,2,12.873510560761734,77.64760800030511,Singasandra Industrial Estate,15.81
89618924403ffff,2023-12,6,12.873510560761734,77.64760800030511,Singasandra Industrial Estate,15.81
89618924403ffff,2024-01,3,12.873510560761734,77.64760800030511,Singasandra Industrial Estate,15.81
89618924403ffff,2024-02,3,12.873510560761734,77.64760800030511,Singasandra Industrial Estate,15.81
89618924403ffff,2024-03,7,12.873510560761734,77.64760800030511,Singasandra Industrial Estate,15.81
89618924407ffff,2023-11,1,12.872453800291844,77.6445801987604,Yellappa Layout,7.37
89618924407ffff,2023-12,1,12.872453800291844,77.6445801987604,Yellappa Layout,7.37
89618924407ffff,2024-02,2,12.872453800291844,77.6445801987604,Yellappa Layout,7.37
89618924407ffff,2024-03,3,12.872453800291844,77.6445801987604,Yellappa Layout,7.37
8961892440bffff,2023-11,28,12.876715931417216,77.64826445230146,Singasandra Industrial Estate,47.12
8961892440bffff,2023-12,55,12.876715931417216,77.64826445230146,Singasandra Industrial Estate,47.12
8961892440bffff,2024-01,51,12.876715931417216,77.64826445230146,Singasandra Industrial Estate,47.12
8961892440bffff,2024-02,44,12.876715931417216,77.64826445230146,Singasandra Industrial Estate,47.12
8961892440bffff,2024-03,104,12.876715931417216,77.64826445230146,Singasandra Industrial Estate,47.12
8961892440bffff,2024-04,3,12.876715931417216,77.64826445230146,Singasandra Industrial Estate,47.12
89618924413ffff,2024-02,3,12.871361910948869,77.64997943585473,Channakeshava Nagar,5.68
89618924413ffff,2024-03,2,12.871361910948869,77.64997943585473,Channakeshava Nagar,5.68
8961892441bffff,2023-11,4,12.87456732068074,77.65063592537686,Singasandra Industrial Estate,16.34
8961892441bffff,2023-12,7,12.87456732068074,77.65063592537686,Singasandra Industrial Estate,16.34
8961892441bffff,2024-01,2,12.87456732068074,77.65063592537686,Singasandra Industrial Estate,16.34
8961892441bffff,2024-02,6,12.87456732068074,77.65063592537686,Singasandra Industrial Estate,16.34
8961892441bffff,2024-03,1,12.87456732068074,77.65063592537686,Singasandra Industrial Estate,16.34
89618924423ffff,2024-01,2,12.873545511268109,77.63918125027635,Shree Nivas,3.66
89618924423ffff,2024-03,1,12.873545511268109,77.63918125027635,Shree Nivas,3.66
8961892442bffff,2023-12,2,12.876750751424053,77.63983755273736,Divya Jyothi Royal County,12.24
8961892442bffff,2024-01,2,12.876750751424053,77.63983755273736,Divya Jyothi Royal County,12.24
8961892442bffff,2024-02,4,12.876750751424053,77.63983755273736,Divya Jyothi Royal County,12.24
8961892442bffff,2024-03,6,12.876750751424053,77.63983755273736,Divya Jyothi Royal County,12.24
8961892443bffff,2023-12,2,12.874602318527776,77.64220886074175,Paramount Sumadhura Serene,8.24
8961892443bffff,2024-02,1,12.874602318527776,77.64220886074175,Paramount Sumadhura Serene,8.24
8961892443bffff,2024-03,5,12.874602318527776,77.64220886074175,Paramount Sumadhura Serene,8.24
8961892444fffff,2024-03,15,12.88312669250983,77.64957741172739,Filor House,12.19
89618924453ffff,2024-03,1,12.878829542058183,77.65432053797066,Sir M Visvesvaraya Layout,1.34
8961892445bffff,2024-02,1,12.882035010658882,77.65497712045493,Manjunatha Nagar,1.34
89618924463ffff,2023-11,1,12.881012896863048,77.64352159614747,HAL Layout,27.86
89618924463ffff,2023-12,11,12.881012896863048,77.64352159614747,HAL Layout,27.86
89618924463ffff,2024-01,19,12.881012896863048,77.64352159614747,HAL Layout,27.86
89618924463ffff,2024-02,5,12.881012896863048,77.64352159614747,HAL Layout,27.86
89618924463ffff,2024-03,25,12.881012896863048,77.64352159614747,HAL Layout,27.86
89618924467ffff,2023-12,5,12.87995599819101,77.64049387367304,Wellington Layout,19.09
89618924467ffff,2024-01,11,12.87995599819101,77.64049387367304,Wellington Layout,19.09
89618924467ffff,2024-02,12,12.87995599819101,77.64049387367304,Wellington Layout,19.09
89618924467ffff,2024-03,1,12.87995599819101,77.64049387367304,Wellington Layout,19.09
89618924467ffff,2024-04,1,12.87995599819101,77.64049387367304,Wellington Layout,19.09
8961892446bffff,2023-11,4,12.884218195910227,77.64417799156469,Ramaiah Reddy Layout,29.83
8961892446bffff,2023-12,18,12.884218195910227,77.64417799156469,Ramaiah Reddy Layout,29.83
8961892446bffff,2024-01,11,12.884218195910227,77.64417799156469,Ramaiah Reddy Layout,29.83
8961892446bffff,2024-02,17,12.884218195910227,77.64417799156469,Ramaiah Reddy Layout,29.83
8961892446bffff,2024-03,17,12.884218195910227,77.64417799156469,Ramaiah Reddy Layout,29.83
8961892446bffff,2024-04,1,12.884218195910227,77.64417799156469,Ramaiah Reddy Layout,29.83
8961892446fffff,2023-11,3,12.883161251547719,77.64115021308399,Ramaiah Reddy Layout,36.71
8961892446fffff,2023-12,18,12.883161251547719,77.64115021308399,Ramaiah Reddy Layout,36.71
8961892446fffff,2024-01,10,12.883161251547719,77.64115021308399,Ramaiah Reddy Layout,36.71
8961892446fffff,2024-02,17,12.883161251547719,77.64115021308399,Ramaiah Reddy Layout,36.71
8961892446fffff,2024-03,61,12.883161251547719,77.64115021308399,Ramaiah Reddy Layout,36.71
8961892446fffff,2024-04,18,12.883161251547719,77.64115021308399,Ramaiah Reddy Layout,36.71
89618924473ffff,2023-11,11,12.878864456815426,77.64589300922249,Zed Enclave,27.61
89618924473ffff,2023-12,18,12.878864456815426,77.64589300922249,Zed Enclave,27.61
89618924473ffff,2024-01,10,12.878864456815426,77.64589300922249,Zed Enclave,27.61
89618924473ffff,2024-02,7,12.878864456815426,77.64589300922249,Zed Enclave,27.61
89618924473ffff,2024-03,17,12.878864456815426,77.64589300922249,Zed Enclave,27.61
8961892447bffff,2023-11,2,12.882069794973072,77.6465494421687,Zed Enclave,26.65
8961892447bffff,2023-12,14,12.882069794973072,77.6465494421687,Zed Enclave,26.65
8961892447bffff,2024-01,10,12.882069794973072,77.6465494421687,Zed Enclave,26.65
8961892447bffff,2024-02,8,12.882069794973072,77.6465494421687,Zed Enclave,26.65
8961892447bffff,2024-03,19,12.882069794973072,77.6465494421687,Zed Enclave,26.65
8961892448bffff,2023-11,1,12.869213175821672,77.6523509013946,Channakeshava Nagar,40.86
8961892448bffff,2023-12,6,12.869213175821672,77.6523509013946,Channakeshava Nagar,40.86
8961892448bffff,2024-01,3,12.869213175821672,77.6523509013946,Channakeshava Nagar,40.86
8961892448bffff,2024-02,104,12.869213175821672,77.6523509013946,Channakeshava Nagar,40.86
8961892448bffff,2024-03,28,12.869213175821672,77.6523509013946,Channakeshava Nagar,40.86
8961892448bffff,2024-04,9,12.869213175821672,77.6523509013946,Channakeshava Nagar,40.86
8961892449bffff,2023-12,1,12.86706435539242,77.6547223969171,Pragathi Extension,3.54
8961892449bffff,2024-02,2,12.86706435539242,77.6547223969171,Pragathi Extension,3.54
896189244c7ffff,2024-02,27,12.872418624618259,77.65300742844111,Channakeshava Nagar,21.12
896189244c7ffff,2024-03,3,12.872418624618259,77.65300742844111,Channakeshava Nagar,21.12
896189244c7ffff,2024-04,7,12.872418624618259,77.65300742844111,Channakeshava Nagar,21.12
896189244cfffff,2024-02,12,12.875624080037536,77.65366397396626,Venkateshwara Layout,10.56
896189244d3ffff,2023-12,13,12.871326510100314,77.65840714507698,Naganathapura Junction,28.49
896189244d3ffff,2024-01,11,12.871326510100314,77.65840714507698,Naganathapura Junction,28.49
896189244d3ffff,2024-02,22,12.871326510100314,77.65840714507698,Naganathapura Junction,28.49
896189244d3ffff,2024-03,10,12.871326510100314,77.65840714507698,Naganathapura Junction,28.49
896189244d7ffff,2023-11,24,12.870269843242141,77.65537896148665,Channakeshava Nagar,49.08
896189244d7ffff,2023-12,27,12.870269843242141,77.65537896148665,Channakeshava Nagar,49.08
896189244d7ffff,2024-01,27,12.870269843242141,77.65537896148665,Channakeshava Nagar,49.08
896189244d7ffff,2024-02,181,12.870269843242141,77.65537896148665,Channakeshava Nagar,49.08
896189244d7ffff,2024-03,35,12.870269843242141,77.65537896148665,Channakeshava Nagar,49.08
896189244d7ffff,2024-04,2,12.870269843242141,77.65537896148665,Channakeshava Nagar,49.08
8961892460bffff,2023-12,1,12.899153709639771,77.65286013368107,Haralukunte Village,5.98
8961892460bffff,2024-01,2,12.899153709639771,77.65286013368107,Haralukunte Village,5.98
8961892460bffff,2024-02,1,12.899153709639771,77.65286013368107,Haralukunte Village,5.98
8961892460bffff,2024-04,1,12.899153709639771,77.65286013368107,Haralukunte Village,5.98
8961892460fffff,2023-11,1,12.898096583867435,77.64983188407598,Haralukunte Village,10.88
8961892460fffff,2023-12,5,12.898096583867435,77.64983188407598,Haralukunte Village,10.88
8961892460fffff,2024-01,3,12.898096583867435,77.64983188407598,Haralukunte Village,10.88
8961892460fffff,2024-02,1,12.898096583867435,77.64983188407598,Haralukunte Village,10.88
8961892460fffff,2024-03,1,12.898096583867435,77.64983188407598,Haralukunte Village,10.88
8961892460fffff,2024-04,1,12.898096583867435,77.64983188407598,Haralukunte Village,10.88
8961892462bffff,2023-11,1,12.899187616431629,77.64443218728928,Peekayam Layout,9.39
8961892462bffff,2024-03,6,12.899187616431629,77.64443218728928,Peekayam Layout,9.39
89618924653ffff,2023-11,3,12.901267959251003,77.65891700347152,Madduramma Junction,22.67
89618924653ffff,2023-12,13,12.901267959251003,77.65891700347152,Madduramma Junction,22.67
89618924653ffff,2024-01,13,12.901267959251003,77.65891700347152,Madduramma Junction,22.67
89618924653ffff,2024-02,3,12.901267959251003,77.65891700347152,Madduramma Junction,22.67
89618924653ffff,2024-03,2,12.901267959251003,77.65891700347152,Madduramma Junction,22.67
8961892466fffff,2023-11,3,12.905598207767643,77.64574510631964,Purva Vantage,3.63
89618924673ffff,2023-11,1,12.901301961118396,77.6504884278969,BDA Layout,6.54
89618924673ffff,2023-12,3,12.901301961118396,77.6504884278969,BDA Layout,6.54
89618924673ffff,2024-01,2,12.901301961118396,77.6504884278969,BDA Layout,6.54
89618924677ffff,2023-11,1,12.900244789089681,77.64746024581864,RR Residency,17.78
89618924677ffff,2024-01,14,12.900244789089681,77.64746024581864,RR Residency,17.78
89618924677ffff,2024-02,2,12.900244789089681,77.64746024581864,RR Residency,17.78
8961892467bffff,2023-11,2,12.90450734481032,77.65114499019909,BDA Layout,4.71
8961892467bffff,2024-03,2,12.90450734481032,77.65114499019909,BDA Layout,4.71
8961892468bffff,2023-11,1,12.891651455728251,77.65694697879292,ND Passion Elite,1.87
89618924697ffff,2024-02,1,12.885240485818336,77.65563372141966,,1.34
896189246a3ffff,2023-12,2,12.888480490973505,77.64786236349458,Geetham Pride,5.6
896189246a3ffff,2024-03,2,12.888480490973505,77.64786236349458,Geetham Pride,5.6
896189246a7ffff,2024-03,2,12.887423501515412,77.64483440545895,Prabhu Layout,3.97
896189246afffff,2024-01,1,12.890628813657253,77.64549083783086,Bren Palms,3.84
896189246afffff,2024-02,2,12.890628813657253,77.64549083783086,Bren Palms,3.84
896189246b3ffff,2024-03,28,12.886332082904321,77.65023391915818,Old Prabhu Layout,22.38
896189246bbffff,2023-12,1,12.889537479835882,77.65089044506834,Sumo Sonnet Apartment,3.1
896189246bbffff,2024-03,1,12.889537479835882,77.65089044506834,Sumo Sonnet Apartment,3.1
896189246c7ffff,2023-11,17,12.894856950436097,77.65760363520269,Birla Circle,33.09
896189246c7ffff,2023-12,25,12.894856950436097,77.65760363520269,Birla Circle,33.09
896189246c7ffff,2024-01,14,12.894856950436097,77.65760363520269,Birla Circle,33.09
896189246c7ffff,2024-02,6,12.894856950436097,77.65760363520269,Birla Circle,33.09
896189246c7ffff,2024-03,9,12.894856950436097,77.65760363520269,Birla Circle,33.09
896189246c7ffff,2024-04,2,12.894856950436097,77.65760363520269,Birla Circle,33.09
896189246cfffff,2023-11,1,12.898062451617454,77.65826031009536,Haralur,5.74
896189246cfffff,2023-12,2,12.898062451617454,77.65826031009536,Haralur,5.74
