n_zones,zone_frac,impact_cov,violation_cov
130,0.05130228887134965,0.7511618146965122,0.6486923888823737
131,0.05169692186266772,0.7525925930978964,0.6501834508870982
132,0.05209155485398579,0.7540177619960009,0.6516812142940911
133,0.052486187845303865,0.7554335927775767,0.6539596910653555
134,0.05288082083662194,0.756845210512631,0.6555244684950325
135,0.053275453827940016,0.7582530415817761,0.656858047546449
136,0.05367008681925809,0.7596598099481333,0.6586975824691317
137,0.054064719810576166,0.7610432636040774,0.660329373921493
138,0.05445935280189424,0.7624144593409906,0.6616529008695069
139,0.05485398579321231,0.7637749818519977,0.6630166362311314
140,0.055248618784530384,0.7651127134902339,0.6648695739583508
141,0.05564325177584846,0.7664452166492904,0.6663170768483305
142,0.056037884767166535,0.7677771579656624,0.6680828963460604
143,0.05643251775848461,0.7690761821840365,0.6692891487543768
144,0.056827150749802685,0.7703737534805624,0.6714101425723332
145,0.05722178374112076,0.771660373278336,0.6729313608872657
146,0.05761641673243883,0.7729307860232685,0.674261589237548
147,0.058011049723756904,0.7741906965527189,0.6756219738980381
148,0.05840568271507498,0.7754214504341231,0.676818174202952
149,0.058800315706393054,0.7766487303681213,0.6784700698621187
150,0.05919494869771113,0.7778704208475672,0.6797868954078641
151,0.059589581689029204,0.7790810063428767,0.6810501097354621
152,0.05998421468034728,0.7802901635629511,0.6825277689356498
153,0.060378847671665355,0.7814928774682355,0.6838110874700531
154,0.06077348066298342,0.7826923277595558,0.6851748228316775
155,0.0611681136543015,0.7838816737545061,0.6867094439511467
156,0.06156274664561957,0.785061122309446,0.6879089949571948
157,0.06195737963693765,0.7862306429410734,0.6893229908358324
158,0.062352012628255724,0.7873880342444157,0.6906465177838462
159,0.0627466456195738,0.7885224476603997,0.6918025096751496
160,0.06314127861089187,0.7896544245639745,0.6937291628273217
161,0.06353591160220995,0.7907810259462904,0.694744425270988
162,0.06393054459352802,0.7918862976478629,0.6959037678634254
163,0.0643251775848461,0.7929906852024783,0.6971033188694734
164,0.06471981057616416,0.7940850173862455,0.6982224530483003
165,0.06511444356748224,0.7951780555955029,0.699448809663422
166,0.06550907655880031,0.7962665408586329,0.7009834307828913
167,0.06590370955011839,0.7973079844962163,0.7021829817889393
168,0.06629834254143646,0.7983472866275166,0.7035299636448927
169,0.06669297553275454,0.7993757560608443,0.7047094104441355
170,0.06708760852407261,0.8003974598630766,0.706042989495552
171,0.06748224151539069,0.8014031409986754,0.7071420194675736
172,0.06787687450670876,0.8024062092208668,0.7081974903248505
173,0.06827150749802684,0.8034002957990745,0.7095846805944144
174,0.06866614048934491,0.8043880091768895,0.710636800750557
175,0.06906077348066299,0.8053638279896506,0.7117559349293839
176,0.06945540647198106,0.8063370511236374,0.7128315099934661
177,0.06985003946329914,0.8073037523979172,0.7138769287473404
178,0.0702446724546172,0.8082464760870238,0.714865385581933
179,0.07063930544593527,0.8091820074022854,0.7161185478061284
180,0.07103393843725335,0.8101110372977444,0.717073497629379
181,0.07142857142857142,0.811023990471112,0.7182026839116085
182,0.0718232044198895,0.8119252237490115,0.7192414012632143
183,0.07221783741120757,0.8128119462740219,0.7204376015681281
184,0.07261247040252565,0.8136922435003986,0.7215332808390156
185,0.07300710339384373,0.8145696649726043,0.7224781785588634
186,0.0734017363851618,0.8154417603478791,0.7235705071286167
187,0.07379636937647988,0.8163070885570851,0.7247801102380673
188,0.07419100236779795,0.8171649386656406,0.7259394528305048
189,0.07458563535911603,0.8180166496172439,0.7270217292968554
190,0.0749802683504341,0.8188668603864706,0.728010186131448
191,0.07537490134175218,0.819716969535524,0.7292130878386303
192,0.07576953433307025,0.8205665893333521,0.730171388363015
193,0.07616416732438831,0.8214148735699446,0.7310224664511049
194,0.07655880031570639,0.8222550299995524,0.7321516527333345
195,0.07695343330702446,0.8230935175387407,0.7329122618908006
196,0.07734806629834254,0.8239274389497999,0.7342692958501567
197,0.07774269928966061,0.8247540788441414,0.7352946103972257
198,0.07813733228097869,0.8255673507739029,0.7363433798522341
