h3,lat,lon,area,cost_year,CIS,n_parking
8961892594bffff,12.944309094529332,77.5862124683026,Ashoka Stambh Circle,3756.3576158940396,29.3,62
8961892cdafffff,13.018036981013182,77.5928675963237,Amale Layout,4610.8443708609275,29.28,79
8961892586fffff,12.95068814105564,77.59594748863539,NGO Colony,3189.5198675496695,29.22,58
8960145a10fffff,12.93598702349858,77.51991252814248,Rajarajeshwari Junction,3302.041390728477,29.21,54
8961892eecbffff,13.003906877746225,77.66307502288336,Kasturi Nagar,3612.533112582782,29.18,71
8961892589bffff,12.934604445456225,77.60951811930282,Krishna Nagar Industrial Layout,3849.420529801324,29.14,53
8960145165bffff,12.904922851122747,77.54164393239839,Uttarahalli Circle,3773.2781456953644,29.1,67
8961892404fffff,12.898164029556503,77.63297741507446,Vajpayee Nagar,3210.6705298013253,29.09,54
896189242a3ffff,12.90351695597619,77.63126231427,Bommanahalli Industrial Area,3265.66225165563,28.99,56
896189254b7ffff,12.915113558480368,77.67300308833273,Srinivasa Classic,3553.311258278146,28.79,65
896189253cfffff,12.957973175560554,77.65085002785956,Manipal Hospital Junction,3417.94701986755,28.77,66
89618924a77ffff,12.91550114969663,77.57189215439784,Prestige Brooklyn Heights,3443.3278145695367,28.66,63
8961892428fffff,12.905631580680604,77.637317655231,Patel Channappa Circle,3494.089403973511,28.65,60
8960145a2d3ffff,12.961503674767634,77.55882581525834,Kaniyar Colony,3824.0397350993385,28.64,59
89618925bd7ffff,12.95283433877936,77.59357650480415,BMTC Junction,2825.728476821192,28.61,52
8961892eb83ffff,13.000845765441033,77.62026786302566,Pottery Road CHS,3155.6788079470202,28.59,58
896016960dbffff,13.099276211888787,77.58701015321536,East Colony,3172.5993377483446,28.51,61
89601458ed3ffff,12.99911846239125,77.48789035551754,Soundarya Layout,3206.4403973509943,28.5,54
896189244d3ffff,12.871326510100314,77.65840714507698,Naganathapura Junction,3747.897350993378,28.49,56
8961892c937ffff,13.035194651093233,77.57389691060098,Infantry Towers,2868.0298013245033,28.43,48
89618925867ffff,12.947483667775764,77.59529180839917,Arepanahalli,2656.5231788079473,28.42,50
8960145a29bffff,12.957241227232606,77.55514548671897,AR Compound,3646.374172185431,28.38,52
89618924a03ffff,12.911208343428934,77.57663272339414,Shakambari Nagar,4293.584437086093,28.36,73
89618925c8bffff,12.921722140491237,77.62374551467965,FSL Quarters,4120.149006622516,28.27,79
8961892096bffff,12.943899140646572,77.69578231413942,Bellandur Amanikere,3511.0099337748347,28.24,51
8961892cc43ffff,13.038244224722582,77.62511523148396,HBR Layout,3604.07284768212,28.18,69
8960145b093ffff,12.983876200071004,77.58025763876273,Padmashree RMP Aaradhya Circle,3024.544701986755,28.17,56
89618924877ffff,12.893072292282536,77.56730629642361,LMC Industrial Layout,2487.317880794702,28.1,49
8961892c953ffff,13.043697183717823,77.5896876869999,Hebbal Junction,3223.3609271523183,28.09,56
89618925bc3ffff,12.956038778798096,77.59423216594502,BMTC Junction,2648.0629139072853,28.08,51
8960145b28bffff,13.011654912735974,77.58313084905326,Achaiah Chetty Layout,3401.026490066226,28.08,55
8960145a2b3ffff,12.954065531431919,77.54607037499251,Hosaguddadahalli,3340.596026490067,28.08,52
8960145acb3ffff,12.916824330211275,77.49915687733065,Elegant Esplande,2673.443708609271,27.98,51
8960145a3afffff,12.950945000101258,77.5201603817016,BDA Layout,3714.056291390729,27.94,46
8960145b083ffff,12.986021513806193,77.57788670867002,Kumara Park East,2783.427152317881,27.93,53
8960145a66bffff,12.959358355046797,77.56119618074078,Sirsi Circle,3578.6920529801328,27.87,52
89618924463ffff,12.881012896863048,77.64352159614747,HAL Layout,3612.533112582782,27.86,61
8960145b297ffff,13.005246527671353,77.5818197031409,Palace Orchard Upper,3274.1225165562914,27.86,55
8960145ad87ffff,12.910474822893786,77.4810227712618,Police Quarters,2852.9221854304637,27.82,49
89618924e2bffff,12.899417326070708,77.5854588206668,Sri SN Venkatesh Reddy Circle,2946.58940397351,27.76,53
8960145ad8fffff,12.913677560404265,77.4816763410289,Kengeri Satellite Town,3299.5033112582787,27.76,57
8960145a613ffff,12.946513804565612,77.56699708970689,Gavipuram Extension,3138.7582781456954,27.75,54
89618925ea3ffff,12.940983026740929,77.61925586535979,Koramangala,4069.3874172185438,27.71,67
8960145b60bffff,13.004133469640006,77.59564309328398,Neeladri Mahal,3623.531456953643,27.68,65
8960145862bffff,13.004342509608952,77.52826213502658,Freedom Fighters Colony,3062.615894039735,27.65,42
89618925eb7ffff,12.937778180199137,77.61859979169184,KHB Colony,3299.5033112582782,27.61,55
89618924473ffff,12.878864456815426,77.64589300922249,Zed Enclave,3730.976821192053,27.61,63
8961892f477ffff,13.03466908564093,77.73410790738059,Avalahalli South Taluka,3547.3890728476817,27.56,58
89618925a0bffff,12.966681347493836,77.60765168873439,Mother Teresa Circle,2783.427152317881,27.55,51
89601458c53ffff,12.98418877289989,77.47922950181443,Byadrahalli,2859.569536423842,27.48,49
8960145b637ffff,12.997752026732709,77.5859064240758,RV Layout,2504.238410596027,27.45,44
8960145b1c7ffff,12.985017010631369,77.55801537264709,Rajaji Nagar,3255.993377483444,27.34,57
89618925a67ffff,12.969915110017697,77.59988195791323,Shanthala Nagar,3028.774834437086,27.3,57
8961892f557ffff,13.0272278074568,77.7213201097713,Kodandaram,2720.5794701986756,27.29,50
896016961a7ffff,13.082285237805257,77.54700394113785,Mohammad Sab Palya Circle,2622.682119205298,27.27,45
8961892eb87ffff,12.999786895498021,77.617239833224,Nanjappa Block,3282.5827814569543,27.19,58
8960145b513ffff,12.968942180802706,77.57158370459346,Akkimakalamna Gudi,3049.925496688742,27.19,48
8960169018bffff,13.190957585280307,77.67892497199065,Begur Chikkanahalli,2868.0298013245033,27.17,49
8961892e98bffff,12.981617141717877,77.61633082569821,Neelkanta Circle,3037.2350993377486,27.12,58
8961892c9b3ffff,13.028761170088776,77.58101069107194,D Type Quarters,2724.2052980132457,27.1,46
8961892e967ffff,12.99234684939873,77.60447301256455,Sulthangunta,2673.4437086092717,27.04,47
89618920b3bffff,12.95672330298106,77.69841225317369,TNR Layout,2639.602649006623,27.04,43
8960145a067ffff,12.947686274179866,77.53634174586222,Helmet Junction,2921.208609271524,27.0,44
8960145b33bffff,13.009614294006338,77.5518084744474,Kirloskar Foundry,2732.6655629139073,27.0,48
8961892419bffff,12.874705677366546,77.6169324340569,Akshaya Nagar,2842.6490066225174,26.91,55
89618925d27ffff,12.917585911201643,77.58636545100751,Sri Aurobindo Circle,2800.3476821192053,26.89,48
896189253cbffff,12.959031215006524,77.65387890369848,Thimma Reddy Layout,2806.511589403974,26.77,45
8960145b47bffff,12.987052699086208,77.5893374753803,Dharmaprakash Devarao Shivaram Ubhayaker Circle,2732.6655629139073,26.75,47
8960145a8d7ffff,12.938214145169601,77.49229694733916,Rajarajeshwari Layout,2800.3476821192053,26.72,52
89601459347ffff,13.067372657984176,77.52991038821965,Vymac Circle,3291.0430463576163,26.68,60
896014592b7ffff,13.057717282887584,77.54478949638738,Kalathur Layout,2436.556291390729,26.66,44
8961892447bffff,12.882069794973072,77.6465494421687,Zed Enclave,3138.7582781456954,26.65,53
8961892e4c7ffff,12.976985550065494,77.71382451091635,RMZ NXT,4027.0860927152326,26.59,53
89601459e17ffff,13.05034093604352,77.50677289642434,Havanoor Extension,2978.0132450331134,26.59,54
8960145a65bffff,12.957184398636516,77.57198846341707,K Mariyappa Circle,2901.8708609271525,26.53,54
8961892f473ffff,13.03572782390332,77.7371406432348,Avalahalli South Taluka,2935.7119205298022,26.53,45
8961892e427ffff,12.977049676839753,77.6969536664653,Grand Mall and Towers,3071.0761589403983,26.47,50
89618925b97ffff,12.945367286220227,77.58923879122379,Siddapura Circle,2876.490066225166,26.47,55
8961892e073ffff,12.998464151233883,77.69009087562041,IWF Campus,3223.3609271523187,26.47,52
8960145b2dbffff,13.016977692824566,77.58984042361516,Amale Layout,3350.264900662252,26.45,57
8961892e213ffff,13.013404910356554,77.69878292602378,KR Puram Extension,2597.301324503311,26.43,45
89618925c67ffff,12.93245760862983,77.61188927659902,Industrial Layout,2884.950331125828,26.43,48
8960145b627ffff,12.999897228289537,77.58353527587553,MD Nanjundaswamy Circle,2631.142384105961,26.42,44
896189254cfffff,12.927902903435582,77.68406283903744,Saffron Square,2972.0910596026492,26.4,55
8961892f537ffff,13.019786876174358,77.70853475355906,Zero Tolerance Junction,2605.7615894039736,26.39,47
8960145a397ffff,12.945569229769218,77.53029314681605,Sankranthi Industrial Estate,3079.53642384106,26.35,43
8960145b58fffff,12.9657381085696,77.57092841851312,Jolly Mohalla,2576.9966887417218,26.34,45
89618925babffff,12.95180546292622,77.58212644948817,Upparahalli,2546.539735099338,26.23,43
89618925b83ffff,12.948571668200072,77.58989435939898,B Venkata Reddy Nagar,2555.0,26.15,50
8960145b14bffff,12.996773274802708,77.55761010772231,Mariappanapalya,2724.2052980132457,26.13,48
8961892cb9bffff,13.05436981018982,77.59468269643907,RMZ Azure,3062.6158940397354,26.11,60
8961892e3b3ffff,12.998524712893984,77.6732233255761,Jyothipuram,2994.933774834438,26.0,50
8961892e44fffff,12.987694337138329,77.71039310887498,Munikadirappa Layout,2622.682119205298,25.97,44
8960145901bffff,13.047023143135748,77.54822105538076,Sri Veera Madakari Nayaka Circle,2597.301324503311,25.92,39
8961892e87bffff,13.001876269571353,77.63172477606014,Maruthi Sevanagar,2428.0960264900664,25.88,47
8960145b687ffff,12.99237478297548,77.5960470895886,Chavundaraya Circle,2453.476821192053,25.83,44
89618924247ffff,12.917394823889591,77.63691516042566,HSR Layout,2783.427152317881,25.81,54
8960145b5b7ffff,12.96041691810413,77.56422171358516,Sirsi Circle,2884.9503311258272,25.78,42
8961892e893ffff,12.983675668526326,77.63924373238406,New Binnamangla,3396.796357615895,25.75,51
8961892e973ffff,12.991259861014468,77.60987206140794,Sarvanton Circle,2631.142384105961,25.72,46
8961892cb97ffff,13.050105705853861,77.59099927630028,Esteem Mall,2618.4519867549675,25.66,44
89601459ebbffff,13.0471379809294,77.50611858990797,Nelakadirena Halli,2419.6357615894044,25.64,41
896014584c3ffff,12.978663142142524,77.53986398217545,Bilagula,2478.85761589404,25.64,45
8960145a643ffff,12.956125928712485,77.56896267104027,Shri Ma Ramamurthy Circle,2394.254966887417,25.53,43
8960145b37bffff,13.017081215699516,77.55614435817114,Salarpuria Satva Luxuria,2495.7781456953644,25.45,37
89601459b07ffff,13.060055193205741,77.46665044877021,Bynapalya,2509.072847682119,25.45,41
8961892eb07ffff,13.007283135219431,77.61315240853881,AK Colony,2394.254966887417,25.45,42
896014595abffff,13.019275224062188,77.536930732908,Parimala Nagar,2749.586092715232,25.43,48
89601459517ffff,13.02033484534417,77.53995594350756,Police Quarters,2588.8410596026492,25.4,44
8960145a2d7ffff,12.960445064863405,77.55580047416036,AR Compound,2876.4900662251657,25.36,43
896016960c3ffff,13.098215646036618,77.583982401524,Sector B,2487.317880794702,25.31,44
89618926b43ffff,12.858784177580333,77.58838613440561,Anjanapura Upavalaya,2436.556291390729,25.29,45
8961892ed67ffff,12.97732465793632,77.62107416179524,Prestige Hermitage,2195.4387417218545,25.27,39
89618924e97ffff,12.885477338405973,77.59665561521027,Syndicate Bank Colony,2504.238410596027,25.26,43
8960145a06fffff,12.9508898310072,77.5369963786555,Bhel Circle,2669.2135761589407,25.23,38
8960145a037ffff,12.938075641485586,77.53437795816625,Veerabhadra Nagara Circle,2834.1887417218545,25.22,48
89618924cc7ffff,12.872659134753015,77.59403350951611,Prestige Notting Hill,2918.791390728477,25.2,50
8961892cc47ffff,13.037184809322651,77.62208665274072,Rajath Greens,2571.920529801325,25.16,48
89601459417ffff,13.027752174300023,77.56113588935219,Shriniket Apartment,2580.380794701987,25.15,42
89601459847ffff,13.052526977102799,77.48756754808251,Prestige Jindal City,2618.4519867549675,25.0,44
89618925c77ffff,12.930310686186658,77.61426046401193,Madiwala Check Post Junction,2335.033112582782,24.86,42
8961892185bffff,13.001417808358338,77.75825146769112,Sri Sathya Sai Gokulam,2157.3675496688743,24.85,39
89618925c23ffff,12.926048129416692,77.61057744573026,Brindavan Nagar,2313.882450331126,24.84,28
896189259a7ffff,12.925113614277189,77.57385779893012,Jagathguru Shri Sivaratripura Circle,2208.129139072848,24.81,43
896014514dbffff,12.875001059033211,77.5411461178543,Hosahalli South Taluka,2532.1572847682123,24.8,42
89618924e6bffff,12.906883683936961,77.58979561162617,Narasimhaiah Garden,2521.158940397351,24.78,46
8960145a46bffff,12.936931025861993,77.55661100094346,Sri Srinivasa Nagar Circle,2131.986754966888,24.72,34
896014514d7ffff,12.870740024402117,77.53746779992174,Paramount Gardens,2148.9072847682123,24.71,35
8960145a6c3ffff,12.948630469633484,77.57304846211579,Vanivilas Circle,2735.2036423841064,24.7,52
8961892731bffff,12.90440491078346,77.67643354735277,Tulasi Layout,2428.0960264900664,24.69,43
89601458683ffff,12.993621857898091,77.54011289490512,Basaveshwara Nagar,2157.3675496688747,24.68,37
8960145b4a3ffff,12.971031136890277,77.58605945932764,Cubbonpet,1878.17880794702,24.65,33
89618925e87ffff,12.93989400006981,77.62465485834748,MM Garden,2512.698675496689,24.64,47
8961892cb17ffff,13.057598676641847,77.5869117506109,Sterling Park,2170.0579470198677,24.63,36
8960145b473ffff,12.983848374627044,77.58868183523094,Chalukya Circle,2309.6523178807947,24.38,43
89601690573ffff,13.18558658073182,77.68908096161415,Chikkanahalli North Taluka,2774.966887417219,24.35,47
89618925b87ffff,12.947513430842381,77.58686798044789,Siddapura Circle,2859.569536423842,24.3,54
89618920e9bffff,12.941544747114996,77.74877216044263,KSRTC Travel House Junction,2263.1208609271525,24.29,35
896189259d3ffff,12.931461394998633,77.5920136842249,LIC Colony Junction,2724.2052980132457,24.26,46
89618924a43ffff,12.918674630614579,77.58096903580913,Jayanagar,2275.811258278146,24.22,37
89618920bcfffff,12.957748075045457,77.70987781340443,Purva Riviera,2901.8708609271525,24.2,49
896016966b3ffff,13.09604937814309,77.59478215833411,Yelahanka Circle,2423.8658940397354,24.18,42
8960145b457ffff,12.982761536334019,77.5940798328729,Prestige Minsk Square,2131.986754966888,24.12,38
8961892728bffff,12.906449211394646,77.69935654379263,SJR Palazza City,2225.0496688741728,24.1,38
89601459eb3ffff,13.043935031500645,77.50546430184082,Nelakadirena Halli,2309.6523178807947,24.09,39
89618924adbffff,12.912234876445059,77.58808054455034,RK Colony,2385.794701986755,24.09,40
8961892e977ffff,12.990201079542668,77.60684451492004,Coles Park Junction,2318.112582781457,24.08,34
8960145a143ffff,12.941307293829814,77.52661458699727,Apple Spire,2030.463576158941,24.06,30
8960145956fffff,13.03317294817751,77.53415428490803,Platinum City,2487.317880794702,24.05,43
89601459443ffff,13.03842345693307,77.5661280470242,Devasandra,2022.0033112582782,23.99,36
8961892ec3bffff,12.979382286303746,77.64398800031888,Old Binnamangala,2335.033112582782,23.98,46
89618925bcfffff,12.958184851330957,77.5918611747243,Sri Jai Maruthi Eat Out Junction,2013.5430463576163,23.98,38
89601458367ffff,13.015132203353813,77.49115994056531,Peenya,2394.254966887417,23.95,40
896014583cbffff,13.01188199240873,77.50733968415042,M Ramaiah Layout,2157.3675496688743,23.93,37
896189266bbffff,12.837009891275565,77.67949692534393,Columbia Aaltius,2301.1920529801328,23.93,38
8961892412fffff,12.883329958719504,77.59902614157349,Windchimes,2191.2086092715235,23.93,37
8961892e447ffff,12.9844881435132,77.70973531771631,ESI Road Junction,2335.033112582782,23.9,35
8961892e47bffff,12.986636178476815,77.70736184200719,ESI Road Junction,1945.860927152318,23.78,30
89618924a1bffff,12.91226607835788,77.57965836229366,IG Circle,2360.413907284769,23.77,40
8961892cb53ffff,13.066127108161414,77.59427857294031,Park View Layout,2555.0,23.77,49
89618924e47ffff,12.902589836914535,77.59453675362701,Rose Garden Road,2648.0629139072853,23.73,52
89618924217ffff,12.90777939783964,77.63494620460482,Adarsh Esplanade Apartment Manjunatha Layout,2267.3509933774835,23.65,39
896014591b7ffff,13.027873684485304,77.51902993135819,TVS Cross,1869.7185430463578,23.65,28
8960145b4d3ffff,12.976324148411338,77.60119359544353,Anil Kumble Chowk,2015.3559602649011,23.6,37
89618920bc3ffff,12.95559950785374,77.71225111590515,Maangalya Suryodaya,2351.9536423841064,23.6,39
89618925b13ffff,12.953922122116776,77.58817906013418,Sudama Nagar,1852.7980132450334,23.59,35
89618921d8fffff,12.965084514984829,77.74797455597923,Sobha Rose Apartment,2267.3509933774835,23.57,31
89618924e67ffff,12.9026217039189,77.58611422394796,Shamanna Garden,1945.860927152318,23.54,33
8961892e047ffff,12.999522588602515,77.69312161464892,Singayyanapalya,2982.2433774834444,23.52,50
8960145b577ffff,12.975378061684143,77.5644718628851,Magadi Road Area,2229.2798013245038,23.48,37
8961892288bffff,12.883747016004198,77.75379753178363,Dommansandra Circle,2260.703642384106,23.47,34
89618925d1bffff,12.919670208743652,77.60084130008632,Gurappanapalya Junction,2301.1920529801328,23.43,43
8961892ddbbffff,13.069232748126616,77.62865095768304,Shirdi Sai Rathan Layout,2233.5099337748347,23.4,33
8961892cc1bffff,13.031834612895974,77.62380248024556,Sri Muthu Mariyamma Circle,2935.7119205298022,23.39,56
89618925b27ffff,12.95503872899199,77.5743590553384,Chandra Shekhar Bharati Layout,2292.7317880794703,23.19,44
89618921d1bffff,12.971498134972906,77.74929143062626,HBK Layout,1954.32119205298,23.18,28
896189242d7ffff,12.907746202913701,77.64337349054165,HSR Layout,1869.7185430463578,23.17,36
8961892e44bffff,12.98875249474168,77.713424499149,Godrej Air Nxt,2013.5430463576163,23.16,35
8960145b507ffff,12.970028860774471,77.5661872356037,SBI Flats Binnyston Gardens,2170.0579470198677,23.09,36
8961892e993ffff,12.976266153356367,77.6180463329245,HM Gladiolus,2233.5099337748347,23.09,42
8960145b6d3ffff,12.998755971347862,77.60578490874384,Byadarahalli,2250.430463576159,23.06,38
8960145912bffff,13.041769490748708,77.51625315881579,Krishna Gowda Layout,2182.7483443708607,23.04,38
89618925bb7ffff,12.945396954323638,77.58081559392635,Teachers College Circle,2081.225165562914,23.03,39
896189243dbffff,12.90460732110776,77.62586358134249,Bommanahalli,1708.973509933775,23.03,32
896189258cfffff,12.943160543533148,77.60845874666745,Adugodi,1895.0993377483442,23.02,30
8960145b03bffff,12.994601909806104,77.56840329066829,Bhashyam Nagar,1928.9403973509934,22.95,34
89601459453ffff,13.03627926779997,77.56849914857037,Padmasri CK Venkata Ramaiah Road,1776.655629139073,22.88,31
89618921d87ffff,12.961877713849724,77.74731614643899,Carmel Heights,1884.94701986755,22.87,29
8961892e41bffff,12.97913379571537,77.7114510130798,Le Terrace,2639.602649006623,22.86,36
8961892eebbffff,12.99432024286539,77.65267279542101,High Court Staff Quarters Complex,2732.6655629139073,22.85,35
8960145a6bbffff,12.94225148803638,77.56331648845052,Mount Joy Extension,1886.6390728476822,22.83,31
8961892e96bffff,12.99661028066661,77.60815648623937,Prestige Deja Vu,2216.58940397351,22.8,39
896189258d7ffff,12.937809155145697,77.6101740248907,Vaishnavi Silicon Terraces,2309.6523178807947,22.78,41
896014592b3ffff,13.058777450680077,77.54781537975045,Kanshiram Nagar,1945.860927152318,22.73,38
8961892ce8bffff,13.048918234688225,77.63011336768403,Aswath Nagar Circle,2741.1258278145697,22.72,54
896189258c7ffff,12.939955866970383,77.60780286016352,ML Colony,2055.8443708609275,22.7,38
89618925b77ffff,12.960359804804776,77.58106658359864,Kalasipalyam New Extension,2664.98344370861,22.69,45
8961892ee93ffff,12.99108514188053,77.66044719037534,Sattva Kings Domain,1810.4966887417218,22.68,35
89601459e37ffff,13.050362949639998,77.49835465051707,Nagasandra,2241.970198675497,22.68,41
89618924653ffff,12.901267959251003,77.65891700347152,Madduramma Junction,1996.6225165562919,22.67,34
8960145a653ffff,12.953980305342835,77.57133319514705,Chandra Shekhar Bharati Layout,2436.556291390729,22.66,47
89618927327ffff,12.9023250830673,77.66194562363812,Madduramma Junction,1759.7350993377484,22.62,30
8960145b613ffff,12.998783643731102,77.59735868643256,Jayamahal Extension,2724.2052980132457,22.58,46
8960145b467ffff,12.984935033785295,77.58328412713915,Trilite Junction,1615.91059602649,22.53,28
8960145a3b3ffff,12.94665555710841,77.5248994523543,Sri Rajkumar Circle,2081.225165562914,22.49,27
8960145a20fffff,12.965821620952326,77.54566474953899,Binny Layout,1844.3377483443712,22.48,34
89601459b23ffff,13.061136133732214,77.46125840500828,Nadaprabhu Kempegowda Circle,2318.112582781457,22.47,39
896014596d7ffff,13.050154949248766,77.57414761785559,Maruthi Nagar,1979.7019867549673,22.42,33
896014595d3ffff,13.021369627952605,77.5514029686136,Aparna Elina,2301.1920529801328,22.4,34
896189246b3ffff,12.886332082904321,77.65023391915818,Old Prabhu Layout,1658.2119205298013,22.38,28
8961892dda3ffff,13.0681728789578,77.62562194199982,Corona Apartments,2216.58940397351,22.37,43
8960145a66fffff,12.958299791419194,77.55817077178229,Kaniyar Colony,2013.5430463576163,22.36,26
89618921d4bffff,12.981118608929515,77.75126688152226,Happy Valley,1827.4172185430464,22.32,29
89601459533ffff,13.021419029855922,77.53456038569811,Macksons Industrial Estate,2055.8443708609275,22.32,34
89618925ad7ffff,12.960242296968868,77.61476588125205,Karnataka Police Quarters,2419.6357615894044,22.32,37
8961892db7bffff,13.121639452189962,77.61689104815053,Krishna Shelton,2453.476821192053,22.29,41
89601458463ffff,12.986181649027934,77.5273592675209,Kempaiah Estate,1700.5132450331132,22.28,28
8960145b0afffff,12.988193936425981,77.56709274088962,Sunrise Circle,1658.2119205298013,22.26,32
8961892db67ffff,13.119517977955587,77.61083299013272,Sattva Horizon,2428.0960264900664,22.25,41
89618925a2fffff,12.965652135727328,77.59619926018163,Richmond Circle,1979.7019867549673,22.21,34
8961892db63ffff,13.12057871566732,77.61386195722216,Nitesh Central Park,2419.635761589404,22.15,40
896014598dbffff,13.04716012572664,77.49770049375356,Nagasandra,1781.4900662251657,22.1,25
8961892e8b7ffff,12.982646590538808,77.62778650452105,Laxmana Layout,1670.9023178807947,22.02,23
8961892e0dbffff,12.994138066742732,77.70327265867313,Brigade Summit,2038.9238410596029,22.01,33
8960145b237ffff,13.012766632726953,77.56930902145554,Sri Maramma Temple Circle,2013.5430463576163,21.96,34
8961892487bffff,12.89733394768908,77.57098653087314,Narasamma Layout,1855.3360927152319,21.95,33
8961892490fffff,12.883523423553802,77.54850351671624,Nadaprabhu Kempegowda Circle,1717.4337748344371,21.92,32
896014514d3ffff,12.87179735026293,77.54049157248997,Paramount Gardens,1759.7350993377481,21.84,29
8960145a12fffff,12.936014902496513,77.51149615932333,Navami Landmark,1703.0513245033114,21.82,24
8960145b0cfffff,12.99563399408002,77.5798531227976,DN Ramaiah Layout,1649.7516556291393,21.82,31
8960145a0cfffff,12.943367557205445,77.54950078446713,Muneshwara Block,2296.961920529802,21.77,33
8961892512fffff,12.935599778128815,77.62939787951096,Maharaja Junction,1886.6390728476822,21.73,34
89618921a83ffff,13.00783164546451,77.75956886200628,Pioneer Moonstone,2005.0827814569539,21.72,39
8960145a347ffff,12.962672518919257,77.52817177238462,KPA Block,1632.831125827815,21.65,28
89618925c1bffff,12.927074311657892,77.62203030021935,Koramangala Water Tank Junction,2106.6059602649007,21.62,36
8960145857bffff,12.979826646073928,77.50921471578887,Nagarbhavi BDA Shopping Complex,1719.1258278145697,21.6,23
8960169046fffff,13.197304601114366,77.70556119729233,Arisinakunte,1725.8940397350993,21.57,32
896014591d3ffff,13.036376359225473,77.53480906050612,Brigade Rubix,1768.195364238411,21.57,32
896014595b7ffff,13.01286829482432,77.53562119741419,Syndicate Bank Quarters,1438.2450331125829,21.55,25
8960145b453ffff,12.983820275335951,77.5971068282301,Queens Road Junction,1516.925496688742,21.54,26
8960145917bffff,13.047092868802773,77.5229571799067,Sri Ayyappa Nagar,2055.8443708609275,21.48,38
896189252afffff,12.957941840869058,77.65928018705607,SNS Arcade,2225.0496688741728,21.46,30
89601459487ffff,13.022404040210178,77.56285154721992,Subedarpalya,2368.874172185431,21.46,40
896014584cfffff,12.980807689082555,77.53749388950011,Birla Tisya,1827.4172185430464,21.37,33
89601459583ffff,13.016046882954091,77.54469686488636,Railway House BDG Society,1920.480132450331,21.35,34
8961892ebabffff,13.00407846867552,77.61249630215265,Basappa Line,1565.1490066225167,21.33,26
89618924e7bffff,12.904736803195279,77.59216616754131,Multi Ruby Apartment,1742.814569536424,21.33,30
8961892cd2fffff,13.025531178737458,77.58878045573726,Vishveshwarya Nagar,2131.986754966888,21.29,38
8961892480bffff,12.89198311723081,77.57270148191178,Kuvempu Circle,1776.655629139073,21.29,31
8960145941bffff,13.032015673092465,77.56481739170026,Prestige MSR,2351.9536423841064,21.25,40
89618920b23ffff,12.955665549865616,77.69538173748643,Sanjay Nagar,1522.8476821192053,21.25,25
896014595cfffff,13.02565769595491,77.54666170031933,Yeshwanthpur,2123.5264900662255,21.25,31
8960145959bffff,13.017106410960775,77.54772233536268,BCM Vertex,2055.8443708609275,21.2,34
89618920e43ffff,12.955464129404143,77.74599938292201,Sigma Soft Teck Park,1882.408940397351,21.19,30
8961892e1d3ffff,12.983524204202508,77.68140051202188,Jagadaapura,2173.8046357615895,21.16,31
8961892db43ffff,13.12055627465143,77.62229307285972,KVSR Layout,2182.7483443708607,21.14,36
8960145b3d7ffff,13.005299430756127,77.56497223649048,Chitrapur Circle,2284.271523178808,21.13,39
8961892586bffff,12.951746376530894,77.59897423890209,PWD Quarters,1522.8476821192053,21.13,26
896189244c7ffff,12.872418624618259,77.65300742844111,Channakeshava Nagar,2182.7483443708607,21.12,37
8960169760bffff,13.161155798739335,77.62779937628036,Vidyanagar Junction,1827.4172185430464,21.06,29
8961892e40bffff,12.981281955724036,77.709077545069,The Premier Aratt,1886.6390728476822,21.03,32
89618925307ffff,12.954799052414508,77.641764141883,West Wing,1708.973509933775,21.03,33
8960145b0b3ffff,12.983903751743485,77.57183423907667,Old Mysore Road Junction,1497.4668874172187,21.02,27
89618920aa3ffff,12.955566075157025,77.72068699426808,Thubarahalli,1916.25,21.0,32
89618921d43ffff,12.977911778442502,77.75060837936606,Happy Valley,1632.831125827815,20.95,25
8961892588fffff,12.935693237533405,77.60412008308485,CC Layout,2131.986754966888,20.92,34
896189253abffff,12.95159387466088,77.64110763904789,Maruthi Infotech Centre,1421.3245033112587,20.85,28
896189255dbffff,12.919410295968431,77.66825867162429,Bellandur Gate,2022.0033112582782,20.83,35
8961892729bffff,12.904300017009296,77.7017292459788,VRR Fortuna,1514.387417218543,20.83,26
8960145b2cfffff,13.018063321071576,77.58444206885146,Embassy One,1768.195364238411,20.82,32
896189209cfffff,12.935304627828149,77.70527417508774,Varthur Hobli,1582.069536423841,20.78,23
8961892ecabffff,12.974030246488535,77.64570354709332,New Thippasandra,1770.7334437086095,20.77,32
89601459527ffff,13.022503035012196,77.52916511821502,Kanteerava Studio Circle,1649.7516556291393,20.76,29
8960145a51bffff,12.919883304691218,77.54189287697308,Thimmaraya Gowda Layout,1996.6225165562919,20.73,27
8961892c357ffff,13.064890973952178,77.65025979906346,Arge Helios,1962.7814569536424,20.71,32
89618927357ffff,12.907610691803411,77.67709057681017,Oceanus Monarda,1835.877483443709,20.69,31
8960145a6cbffff,12.951834596206911,77.57370374949657,Vanivilas Circle,1463.6258278145697,20.65,27
89618924ac7ffff,12.910119500570376,77.5820287598924,ITI Layout,2191.2086092715235,20.64,37
89601459683ffff,13.045891105478587,77.57046538285834,Whispering Meadows,1725.8940397350993,20.61,31
8961892cb67ffff,13.067235158203069,77.58045260804793,Sri Ammembal Subbarao Pai Nagara,2144.677152317881,20.52,35
89618925457ffff,12.930051336054927,77.68169030079558,Sterling Ascentia,1658.2119205298013,20.52,29
