h3,lat,lon,area,cost_year,CIS,n_parking
8961892403bffff,12.889639555978743,77.62561033543271,Devarachikkanahalli,109.98344370860926,3.1,2
89618925803ffff,12.94104444211209,77.60240482818996,Govardhan Nagar,109.98344370860926,3.1,2
89618921917ffff,12.982275412557616,77.72898280903243,First Technology Place,109.98344370860926,3.1,2
89601696da7ffff,13.067437698312814,77.50465005753874,Kirloskar Layout,109.98344370860926,3.1,2
8960145b043ffff,13.00098323539204,77.57813758092794,Maruti Extension Vyalikaval,109.98344370860926,3.1,2
896189246bbffff,12.889537479835882,77.65089044506834,Sumo Sonnet Apartment,109.98344370860926,3.1,2
89618927243ffff,12.91821661876267,77.69895613615914,AET Junction,109.98344370860926,3.1,2
8961892e52fffff,12.972848840657239,77.67639878804209,Mallesh Palya Extension,109.98344370860926,3.1,2
89618920a5bffff,12.971565076746984,77.73241421691917,Brigade IRV Centre,143.8245033112583,3.05,2
89601451e2bffff,12.899836727163935,77.46762921321648,Vaishnavi Layout,143.8245033112583,3.05,2
8960145140bffff,12.877178639836071,77.53036024498759,Prasad Layout,143.8245033112583,3.05,2
8961892ddafffff,13.070317742163407,77.62324947012544,Dr. Shivaram Karanth Nagar,143.8245033112583,3.05,2
8961892565bffff,12.95675596054811,77.68997843933491,Yemalur Junction,143.8245033112583,3.05,2
8961892c103ffff,13.038190540883377,77.64197587805353,Skyline Retreat,143.8245033112583,3.05,2
89601697237ffff,13.16976834903679,77.60144325956313,RK Silicon Valley,143.8245033112583,3.02,2
8960145a077ffff,12.945541199338525,77.53871156095362,Ganapathi Nagar,84.60264900662253,2.97,1
8961892c5a7ffff,13.014639660986465,77.65121176225931,J Muniswamy Reddy Layout,84.60264900662253,2.97,1
89618924147ffff,12.887558678886819,77.61113170036892,Perody Classic,84.60264900662253,2.97,1
89618934a7bffff,12.814490721993279,77.69175666685719,KIADB Quarters,84.60264900662253,2.97,1
89618920c57ffff,12.929810032413922,77.7407330696116,Golden Lotus Apartments,84.60264900662253,2.97,1
8960145910bffff,13.04174648768466,77.52467287007502,Sri Ayyappa Nagar,84.60264900662253,2.97,1
8960145b2b3ffff,13.006332317346407,77.57642201259563,Gayatri Devi Park Extension,84.60264900662253,2.97,1
8961892cb73ffff,13.066151214424556,77.58585159652564,Block A,84.60264900662253,2.97,1
8961892e06bffff,13.003817372766404,77.6883751111958,SM Layout,84.60264900662253,2.97,1
8961892f43bffff,13.031462592805132,77.73344959522359,NS Paradise Township,84.60264900662253,2.97,1
896014591cfffff,13.040663221584548,77.53006821710795,Peenya,84.60264900662253,2.97,1
8960145a01bffff,12.942309174999483,77.54647597134576,Block T,84.60264900662253,2.97,1
89618921dabffff,12.96617603018352,77.74256810630239,Sumadhura Folium,84.60264900662253,2.97,1
89618921dd3ffff,12.968257308994383,77.75707262891227,LSG Greenville,84.60264900662253,2.97,1
89618925dc7ffff,12.91752330710963,77.6032121717985,Dairy Circle,84.60264900662253,2.97,1
8961892ed53ffff,12.976207062359457,77.63490225286664,Indiranagar,101.52317880794702,2.89,2
8961892638bffff,12.846775221470423,77.6477557294199,ALPS Optima,101.52317880794702,2.89,2
89618925347ffff,12.962267559026811,77.64610582013539,Indiranagar,135.36423841059602,2.89,2
89601459383ffff,13.053476603675813,77.53268720322644,Patel Shamanna Layout,101.52317880794702,2.89,2
8960145ae77ffff,12.953143314409022,77.50095842151967,Ullal Junction,101.52317880794702,2.89,2
89601696613ffff,13.103518464654051,77.59912239900781,Kogilu Cross Junction,101.52317880794702,2.89,2
89618924e4bffff,12.906851900498774,77.59821860608804,Sarakki Industrial Layout,101.52317880794702,2.89,2
8961892cc7bffff,13.03933011663196,77.61971448896739,Chanukya Layout,101.52317880794702,2.89,2
89618925d0fffff,12.920759247208213,77.5954440210234,Jayanagar,101.52317880794702,2.89,2
89618925d0bffff,12.921817024793617,77.59847045852153,Opulent Spire,135.36423841059602,2.89,2
89601690017ffff,13.19947034762399,77.69474525496287,Bavapura,101.52317880794702,2.89,2
8960145120fffff,12.913563998359017,77.51533283412459,Janakshi Layout,135.36423841059602,2.89,2
8961892ce07ffff,13.052149067074355,77.6223398387491,Manayata Residency,101.52317880794702,2.89,2
8961892ce5bffff,13.061737772616171,77.63273953820419,King Space Meadows,135.36423841059602,2.89,2
8961892d887ffff,13.089521910869566,77.63561990421829,Orchid Salisbury,101.52317880794702,2.89,2
8960145b2bbffff,13.009536421757053,77.57707748268182,Sadashiva Nagar,101.52317880794702,2.89,2
89618924ab7ffff,12.900538102982399,77.5716416725455,Channasandra Layout,101.52317880794702,2.89,2
8961892dd1bffff,13.076702359796505,77.63299329216196,Prisha Orchids,101.52317880794702,2.86,2
8960145aa47ffff,12.970268812688907,77.49042076687913,Raghavendra Layout,131.13410596026492,2.78,2
896016966c3ffff,13.1056395844913,77.60517926518986,Akash Ward,118.44370860927152,2.56,2
8960145b5afffff,12.965766219314135,77.56250639822126,D Swamy Layout,118.44370860927152,2.56,2
89618924923ffff,12.881408496779585,77.54245526390557,Gubbalala,118.44370860927152,2.56,2
89618925e03ffff,12.948450785504807,77.62359570770249,Ganga Block,118.44370860927152,2.56,2
8960145b46bffff,12.989198151666788,77.586966341923,Embassy Zenith,118.44370860927152,2.56,2
89601459e8fffff,13.048198204059359,77.50914291635799,Havanoor Extension,118.44370860927152,2.56,2
89618920bc7ffff,12.954541850108646,77.70922009526801,Satko Palm Trees,118.44370860927152,2.56,2
89601458e53ffff,13.006607242806478,77.48380574902303,Andhrahalli Circle,118.44370860927152,2.56,2
8960145968fffff,13.048035175147081,77.56809416852788,Devi Nagar,118.44370860927152,2.56,2
896014584c7ffff,12.977604162002352,77.5368391842806,Govindaraja Nagar,118.44370860927152,2.56,2
896014586bbffff,12.99470690473114,77.53471779602407,Shakti Ganapathi Nagar,118.44370860927152,2.56,2
89601458657ffff,13.005376730643842,77.5397070172527,Sriram Nagar,118.44370860927152,2.56,2
89618925e9bffff,12.94200981720188,77.6307104196331,Anjaneya Swamy Extension,118.44370860927152,2.56,2
8961892533bffff,12.956946148167734,77.6393922257221,Agram Enclave,118.44370860927152,2.56,2
8961892e84bffff,13.003993909035364,77.63778208426119,Banaswadi Garrison,118.44370860927152,2.56,2
8960145a123ffff,12.933870158330654,77.51386539312136,Navami Landmark,118.44370860927152,2.56,2
89601458477ffff,12.982978286638184,77.52670473112148,Industrial Estate,118.44370860927152,2.56,2
89601458513ffff,12.969132301740744,77.51264526524587,BDA Layout,118.44370860927152,2.54,2
8960145838bffff,13.004416382423033,77.50300744295912,Muneshwara Layout,118.44370860927152,2.54,2
8961892639bffff,12.84462612797327,77.65012696229643,Ajmera Villows,118.44370860927152,2.54,2
896189209b7ffff,12.92251434566778,77.6942106559411,Ambedkar Circle,118.44370860927152,2.54,2
8961892c533ffff,13.021050167873682,77.6525254139336,CMR Colony,118.44370860927152,2.54,2
8961892e647ffff,13.006931620249453,77.71434024459965,Ekta Nagar,118.44370860927152,2.54,2
8960145a07bffff,12.949803316715716,77.54239084074636,Narasimhaiah Layout,118.44370860927152,2.54,2
8961892e80fffff,12.995466353050702,77.63041194493931,KR Garden,118.44370860927152,2.54,2
89618925e67ffff,12.954890982857705,77.61648126653353,Vilsandra,118.44370860927152,2.54,2
89618920b47ffff,12.9620449527387,77.70513129788974,Pranavah Springs,118.44370860927152,2.54,2
89618920e1bffff,12.949050568867007,77.74468269348563,Devasthanagalu,118.44370860927152,2.54,2
89601459cd3ffff,13.028957066067886,77.51363544161948,ABB Circle,118.44370860927152,2.54,2
896189272b7ffff,12.900072286236929,77.68960948918999,Halanayakana Halli,118.44370860927152,2.54,2
89601459ad3ffff,13.066377153895727,77.50162571105068,Kirloskar Layout,118.44370860927152,2.54,2
896014593cfffff,13.06308669924813,77.53465163663412,MES Defence Civilian Quarters,118.44370860927152,2.54,2
8960145a023ffff,12.941279179397798,77.5350325356182,Sri Ranga Nagar,118.44370860927152,2.54,2
89618926b83ffff,12.843818570151711,77.58813485146923,Prestige Park Square,118.44370860927152,2.54,2
896189240b3ffff,12.878933468591342,77.62904033481963,Vishwapriya Layout,118.44370860927152,2.54,2
89618925383ffff,12.948357251261463,77.64888007052255,Vayu Vihar Enclave,118.44370860927152,2.54,2
896189262cbffff,12.861637527762435,77.67329424148282,Aswani Aaeesha,118.44370860927152,2.54,2
8960145a84fffff,12.951052066744428,77.48649797056429,Navami Chamara Heights,118.44370860927152,2.54,2
8960169652bffff,13.079037012603674,77.56319682450942,Corporation Bank Residential Quarters,118.44370860927152,2.54,2
8961892e14bffff,12.99637759509197,77.67559622503796,Bangalore Corporation Industrial Estate,118.44370860927152,2.54,2
89618924d1bffff,12.86740694531613,77.57048571474833,60 Feet Road,118.44370860927152,2.54,2
89601696513ffff,13.073666668718111,77.57333797195811,Anand Layout,118.44370860927152,2.54,2
8960145a597ffff,12.908126541108466,77.54229856861194,Rainbow Waterfront,118.44370860927152,2.54,2
8961892c893ffff,13.036151725811145,77.61062969834182,Kanaka Nagar,118.44370860927152,2.54,2
8960145a477ffff,12.930523274154382,77.55530111566254,BSW Layout,118.44370860927152,2.54,2
8960145a437ffff,12.923057487761316,77.55096651154045,Bengaluru,118.44370860927152,2.54,2
89618924e27ffff,12.895155496018043,77.58177776170383,Puttenahalli Palaya,118.44370860927152,2.54,2
8960145a86bffff,12.95213704920331,77.4811066942429,Gangamma Layout,118.44370860927152,2.54,2
8961892cddbffff,13.024392692337893,77.61103323261645,SH Layout,118.44370860927152,2.54,2
8961892cbd3ffff,13.058634009828122,77.5983663710469,Vinayaka Block,118.44370860927152,2.54,2
8960145ad17ffff,12.915821960354489,77.47930790051808,Kengeri Satellite Town,118.44370860927152,2.54,2
8960145b527ffff,12.970056614741695,77.55776554722262,New Binny Layout,118.44370860927152,2.54,2
8961892edc7ffff,12.96979697981391,77.63358941821699,Cambridge Layout,109.98344370860926,2.4,2
8960145b347ffff,13.014936880509353,77.55851509840478,Malleshwaram West,109.98344370860926,2.4,2
89601459177ffff,13.042829574290504,77.51927781353537,Pratham Casa Serene,109.98344370860926,2.4,2
896189254d7ffff,12.922548481752138,77.68577817321757,RMZ Ecoworld,109.98344370860926,2.4,2
8960169044fffff,13.197282779726041,77.71400306486524,Kempegowda International Airport Devanahalli,109.98344370860926,2.4,2
89618924b47ffff,12.910212005581158,77.55676649513339,RR Layout,109.98344370860926,2.4,2
8960145b2d3ffff,13.013773400579682,77.58918471084283,Enayathulla Mehkri Circle,109.98344370860926,2.4,2
8960145a217ffff,12.960472938463186,77.54738003212442,Tippu Chowk,109.98344370860926,2.4,2
8960145a247ffff,12.970084095371389,77.54934465622169,NR Garden,109.98344370860926,2.4,2
8960145a413ffff,12.924085734767694,77.56241137926789,Kadirenahalli New Colony,109.98344370860926,2.4,2
896189259dbffff,12.934665837000143,77.59266927212755,Muslim Colony,109.98344370860926,2.4,2
8960145a243ffff,12.97114288981873,77.55236984972315,Binnipete,109.98344370860926,2.4,2
8960145945bffff,13.039483208042922,77.5691545415295,Dollars Colony,109.98344370860926,2.4,2
8960169605bffff,13.106767227139915,77.58292206117918,DSR RR Avenues,109.98344370860926,2.4,2
89618925d63ffff,12.926110400092387,77.5937288658644,Roshan Colony BTB Area,109.98344370860926,2.37,2
8961892ea2bffff,13.018987970623783,77.62960622702458,Ramdev Garden,109.98344370860926,2.37,2
89618920b77ffff,12.959929358686988,77.6990697841912,Anand Nagar,101.52317880794702,2.23,2
8961892628fffff,12.853113297915554,77.66592359032171,Nanjuda Reddy Layout,101.52317880794702,2.23,2
8961892ea0fffff,13.01790116236127,77.63500717739375,Ramaiah Layout,101.52317880794702,2.23,2
8960145962bffff,13.056610592290145,77.55860961399105,Jayalakshmamma Layout,101.52317880794702,2.23,2
8960169746fffff,13.145153891553287,77.61608409000438,Hunasamaranahalli,101.52317880794702,2.23,2
89618925aabffff,12.959213758917373,77.60331275293267,Nanjappa Circle,101.52317880794702,2.23,2
8961892ec73ffff,12.983645924564618,77.64767349928279,Duo Harmony,101.52317880794702,2.23,2
89618925813ffff,12.938897862209586,77.60477589509074,Dairy Colony,101.52317880794702,2.23,2
89618924b27ffff,12.902776953432564,77.54401352338395,Mookambika Layout,101.52317880794702,2.23,2
8960169047bffff,13.19622145661239,77.71096960111988,Kempegowda International Airport Devanahalli,101.52317880794702,2.23,2
89618924b57ffff,12.908065876570664,77.55913642543926,Chikkagowdanapalya,101.52317880794702,2.23,2
89601690c73ffff,13.193163041249875,77.65123822008464,Sadahalli Gate Junction,101.52317880794702,2.23,2
896016900abffff,13.198408878882784,77.69171248805807,Bavapura,101.52317880794702,2.23,2
89601453343ffff,12.859014700595626,77.52945760502502,SV Luxuria,101.52317880794702,2.23,2
89618924243ffff,12.918452318440698,77.63994311677249,Mantri Sarovar,101.52317880794702,2.23,2
8960145a567ffff,12.925261553525052,77.53175983281128,Bangarappa Nagara,101.52317880794702,2.23,2
8961892ce8fffff,13.047858684380586,77.62708449701066,Kempanna Layout,101.52317880794702,2.21,2
8961892d873ffff,13.10342573691855,77.63284419662327,Brigade Northridge,101.52317880794702,2.21,2
89618924a27ffff,12.910181443008213,77.56518645328696,Kumaraswamy Layout,101.52317880794702,2.21,2
8961892416bffff,12.891853722854627,77.60639013634986,Sobha Aster Apartment,101.52317880794702,2.21,2
8961892e663ffff,13.008020903083816,77.70893497036998,Manjunatha Layout,101.52317880794702,2.21,2
8960169011bffff,13.196306873140022,77.67720815563497,Yerthiganahalli,101.52317880794702,2.21,2
8961892528bffff,12.958968175683598,77.67074064561463,HAL Circle,101.52317880794702,2.21,2
896189248c3ffff,12.888746864723524,77.58046715945375,Willson Garden Housing Cooperative Society,101.52317880794702,2.21,2
89618925d3bffff,12.919701469073544,77.59241770726548,Putlanpalya,101.52317880794702,2.21,2
89618925d73ffff,12.923963755247273,77.59609964711171,NAL Layout,101.52317880794702,2.21,2
8961892e32bffff,13.011376544784946,77.66741894623222,Krishna Reddy Layout,101.52317880794702,2.21,2
8961892711bffff,12.881964623740215,77.67183485884938,Sri Venkateshwara Layout,59.22185430463576,2.15,1
8960145903bffff,13.047046659456914,77.53979896515949,Brigade Courtyard,59.22185430463576,2.15,1
8961892ca2bffff,13.07145152726484,77.6009903678239,Sobha Windfall,59.22185430463576,2.15,1
8961892cb5bffff,13.069331405075593,77.59493448771131,Vista Pixel,59.22185430463576,2.15,1
8961892dbb3ffff,13.103472652974817,77.61598170514691,Kogilu Junction,59.22185430463576,2.15,1
8961892cbafffff,13.05547881884335,77.58085719789388,Kodigehalli,59.22185430463576,2.15,1
8960145b24bffff,13.026616504314664,77.5833820116957,D Type Quarters,59.22185430463576,2.15,1
8961892e03bffff,12.994199891523364,77.6864028622736,Mahadevapura,59.22185430463576,2.15,1
8961892543bffff,12.926879017297711,77.67260178206016,Sobha Mayflower Apartment,59.22185430463576,2.15,1
89618925cc7ffff,12.92492708617329,77.62440164557077,CPWD Complex,59.22185430463576,2.15,1
8960145938bffff,13.056679963282626,77.53334199590239,Shetty Halli,59.22185430463576,2.15,1
89601451e2fffff,12.898778566655169,77.46460790512103,Eternity Aspire,59.22185430463576,2.15,1
89601458243ffff,13.023586860810726,77.5237701411305,Kempamma Badavane,59.22185430463576,2.15,1
8961892601bffff,12.83708501813906,77.66264019910449,,59.22185430463576,2.15,1
89601459313ffff,13.058823065673288,77.53097143172724,Kammagondanahalli,59.22185430463576,2.15,1
89618925933ffff,12.9315219559444,77.5751683209068,Yediyur Circle,59.22185430463576,2.15,1
8961892edabffff,12.966622021398987,77.62450511986694,Nanavali Dargah,59.22185430463576,2.15,1
89618925a9bffff,12.95703754392926,77.61410984634838,Austin Town,59.22185430463576,2.15,1
89601453357ffff,12.855811157164966,77.52880330141164,,59.22185430463576,2.15,1
89618924903ffff,12.881377026374155,77.55087307866201,Thippasandra,59.22185430463576,2.15,1
8960145868fffff,12.995766160232185,77.53774268221085,Hoysala Nagar,59.22185430463576,2.15,1
89618924e87ffff,12.88762463263656,77.59428511900035,Delmia Circle,59.22185430463576,2.15,1
8960145a31bffff,12.95732442206455,77.5298870027355,Agromore Layout,59.22185430463576,2.15,1
8961892e27bffff,13.024111289680057,77.69535117269488,Anandapura,59.22185430463576,2.15,1
8961892ebafffff,13.003019505323492,77.60946853147155,Pottery Town,59.22185430463576,2.15,1
8960145364bffff,12.854590290797047,77.56786562257395,Eden Blossoms Apartments,59.22185430463576,2.15,1
8961892c583ffff,13.01566984995545,77.66267326671941,Vijaya Bank Colony,59.22185430463576,2.15,1
896014580cfffff,12.99581711106862,77.52090409098165,Prem Nagar,59.22185430463576,2.15,1
89601451847ffff,12.895604084385631,77.45554472582181,Chalaghatta,59.22185430463576,2.15,1
8961892ee5bffff,13.009259014972814,77.66135927759184,Bacchanna Layout,59.22185430463576,2.15,1
89601451aa7ffff,12.903094571520901,77.45146220081823,Sector N,59.22185430463576,2.15,1
8960145a473ffff,12.931581425484065,77.55832614424044,ITI Layout,59.22185430463576,2.15,1
89618920a77ffff,12.967333920730148,77.72028724153313,Vijetha Lapis Lazati,59.22185430463576,2.15,1
89618924dcbffff,12.869521130081727,77.5765357956236,Narayana Reddy Layout,59.22185430463576,2.15,1
8960145a263ffff,12.971170144594524,77.54394944056095,Hoshalli Extension,59.22185430463576,2.15,1
8961892e2c7ffff,13.0144635263994,77.70181413619608,Monarch Aqua,59.22185430463576,2.15,1
896016965bbffff,13.069402506537056,77.56965550060838,Dhanalakshmi Layout,59.22185430463576,2.15,1
8961892016fffff,12.942601982508418,77.75180452641631,Surahunape,59.22185430463576,2.15,1
896189241a7ffff,12.872625592872183,77.6024559696978,Muthrayaswamy Layout,59.22185430463576,2.15,1
89618924057ffff,12.892810945790503,77.6346924893259,,59.22185430463576,2.15,1
8961892c30bffff,13.06383129435663,77.64723001795836,M Nanjappa Layout,59.22185430463576,2.15,1
89618920b5bffff,12.964160542918574,77.71119330520246,Block A,59.22185430463576,2.15,1
8961892e17bffff,12.994260616696419,77.66953624051409,Royal Heritage,59.22185430463576,2.15,1
8960145ae2fffff,12.951025708837566,77.49491237487857,Muneshwara Layout,59.22185430463576,2.15,1
8961892289bffff,12.881596303976531,77.75617112145088,Dommasandra Anekal Taluka,59.22185430463576,2.15,1
89601692b07ffff,13.164318494237385,77.64532427287881,Classmate Castle,59.22185430463576,2.15,1
89618924a0bffff,12.914412570556657,77.5772879949045,Arya Nagar,59.22185430463576,2.15,1
896014594bbffff,13.024548342186428,77.5604806639181,8th Cross Road,59.22185430463576,2.15,1
896014581a7ffff,12.977758742447635,77.4863364876813,Kuvempu Layout,59.22185430463576,2.15,1
8960145943bffff,13.032040440486702,77.55639413843417,Brindavan Nagar,59.22185430463576,2.15,1
8960145b0abffff,12.989252910363613,77.57011877809488,Shri Rajiv Gandhi Circle,59.22185430463576,2.15,1
8961892634bffff,12.861745721637377,77.64801007815089,Elite Greenwoods,59.22185430463576,2.15,1
896014582c7ffff,13.015036732238052,77.52483113075365,Vidhana Soudha Layout Circle,84.60264900662253,1.87,1
8961892ec67ffff,12.984734167370606,77.64227242695571,New Binnamangla,84.60264900662253,1.87,1
8960145ac37ffff,12.923258224098632,77.49205053465542,BDA Indraprastha,50.76158940397351,1.87,1
89601458407ffff,12.977630608152463,77.52842007162023,Sapthagiri,84.60264900662253,1.87,1
896016913d3ffff,13.267833203115755,77.72004525252959,Devanahalli taluku,84.60264900662253,1.87,1
8961892ce57ffff,13.057473193829038,77.62905392895493,Ajanadhari Layout,50.76158940397351,1.87,1
8961892d80fffff,13.100220905374192,77.63218753553592,Brigade Northridge,50.76158940397351,1.87,1
89601690197ffff,13.184546794102044,77.67760965771147,Jagajothi Nagar,50.76158940397351,1.87,1
8960169008fffff,13.197326144016426,77.69712012384976,Bavapura,50.76158940397351,1.87,1
8961892daa3ffff,13.113040262485347,77.63481429088465,Kattigenahalli,84.60264900662253,1.87,1
8960145b213ffff,13.013799823397836,77.58075964854463,Achaiah Chetty Layout,50.76158940397351,1.87,1
8960145b27bffff,13.024497556798378,77.57732833250299,Purva Atria Platina,84.60264900662253,1.87,1
8960169119bffff,13.241124205181498,77.7117433500376,Shubodaya Layout,50.76158940397351,1.87,1
8961892ea9bffff,13.009316693337524,77.64449655461644,Errappa Reddy Layout,50.76158940397351,1.87,1
89601459213ffff,13.066244888282249,77.5521516637903,Patel Pille Gowda Layout,50.76158940397351,1.87,1
8961892537bffff,12.964414622246732,77.64373376129886,Baba Saheb Colony,50.76158940397351,1.87,1
8961892cdc7ffff,13.02227412536374,77.60497752533493,Southern Residency Apartment,50.76158940397351,1.87,1
896189259afffff,12.928317781930298,77.57451305068919,AK Colony,84.60264900662253,1.87,1
896189258cbffff,12.944218593273668,77.61148589148264,Balappa Layout,50.76158940397351,1.87,1
89601451287ffff,12.902866837437374,77.51876267032858,Channasandra,50.76158940397351,1.87,1
8961892f60bffff,13.0560261721043,77.7441244372156,Bommenahalli,84.60264900662253,1.87,1
8961892f647ffff,13.059232792771773,77.74478299120148,,84.60264900662253,1.87,1
8961892f66fffff,13.062468621051812,77.73700043344041,,84.60264900662253,1.87,1
89618926043ffff,12.843496309687849,77.66395350015405,Venkateshwara Techno Park,50.76158940397351,1.87,1
8960145b42bffff,12.981730800466133,77.58262859907728,Race Course Area,50.76158940397351,1.87,1
8961892cd4bffff,13.03403279392466,77.60457379015222,R Krishnaappa Layout,84.60264900662253,1.87,1
8961892cd6fffff,13.032999240255522,77.59311926460487,MSH Layout,50.76158940397351,1.87,1
896016900a7ffff,13.194141871891302,77.68802199150596,Begur Chikkanahalli,50.76158940397351,1.87,1
89601458133ffff,12.984164227709798,77.4876441203695,Gaddekhani,84.60264900662253,1.87,1
896016944c7ffff,13.134583736197552,77.56894145091286,Sai Springs,50.76158940397351,1.87,1
8961892ea23ffff,13.015783065537757,77.62894980340226,Captain Munshi Layout,50.76158940397351,1.87,1
89618924bb3ffff,12.89419250671209,77.55349219039738,,84.60264900662253,1.87,1
896189252bbffff,12.956852287717663,77.66468175899135,HAL Circle,50.76158940397351,1.87,1
8961892c087ffff,13.037048776979674,77.66424265796327,Gowdara Patel Hanumanthaiah Circle,84.60264900662253,1.87,1
8960145a063ffff,12.948744795687809,77.53936623132917,Iyyana Shetty Layout,84.60264900662253,1.87,1
89618924373ffff,12.90893484497832,77.61269595997051,EWS Colony,50.76158940397351,1.87,1
89601690dcbffff,13.183568494311944,77.64083134897984,Meenakunte,84.60264900662253,1.87,1
8960169106fffff,13.264627313750555,77.71938669166767,Nitesh Long Land,84.60264900662253,1.87,1
89601459e7bffff,13.062092361119436,77.50636582433873,Rangappa Layout,50.76158940397351,1.87,1
89618921dcfffff,12.972555824398823,77.7523241104285,White Filed Outer Circle,84.60264900662253,1.87,1
8960145acdbffff,12.927463731125934,77.51255704101996,Kenchenahalli,84.60264900662253,1.87,1
89618925233ffff,12.961147291426412,77.65993702609022,HAL Old Township,50.76158940397351,1.87,1
8961892188fffff,12.987532287301212,77.75258394141032,Alembic Glass Colony,84.60264900662253,1.87,1
8960145a0b3ffff,12.931639804220092,77.54148715623145,Hosakerehalli,50.76158940397351,1.87,1
8961892468bffff,12.891651455728251,77.65694697879292,ND Passion Elite,50.76158940397351,1.87,1
89618925683ffff,12.94072642300186,77.68669180974028,Greenfinch Meadows,50.76158940397351,1.87,1
8960145863bffff,13.002198551283028,77.53063222626868,RIECHS Layout,50.76158940397351,1.87,1
8960145acafffff,12.921113678557917,77.49441928508291,BDA Indraprastha,84.60264900662253,1.87,1
8960145ac57ffff,12.930694857851996,77.50479562078695,Sumadhura Pramoda,84.60264900662253,1.87,1
8961892ea1bffff,13.016814174665843,77.64040841677112,PNS Layout,50.76158940397351,1.87,1
8960145944bffff,13.041627357365286,77.5667834023891,M Anjana Murthy Circle,50.76158940397351,1.87,1
8960145944fffff,13.040567559959845,77.56375697575301,Gowri Apartment,84.60264900662253,1.87,1
89601458153ffff,12.99160458191216,77.5003909858441,Hoysala Nagar,50.76158940397351,1.87,1
8960145ad8bffff,12.914735858262294,77.48469843782746,Kengeri,84.60264900662253,1.87,1
8960145b0c7ffff,12.992429828036192,77.57919763295415,Kumara Park West,50.76158940397351,1.87,1
8960145aa43ffff,12.971327938046748,77.49344374806746,Gidadakonenahalli,84.60264900662253,1.87,1
8960145add7ffff,12.91579415588797,77.48772065873075,Ranka Aqua Greens,84.60264900662253,1.87,1
8960145add3ffff,12.916852453269987,77.49074300372958,Prince Ville,84.60264900662253,1.87,1
89601459033ffff,13.043843185777039,77.53914407812034,HMT Link Road,84.60264900662253,1.87,1
8961892406fffff,12.898197343145117,77.62455137259687,Krishna Reddy Layout,50.76158940397351,1.87,1
8961892660bffff,12.846627620931542,77.68146780159181,Gold Hill Supreme Park,50.76158940397351,1.87,1
89618926b8bffff,12.847023050075018,77.58879018409854,Prestige Park Square,84.60264900662253,1.87,1
89618924077ffff,12.892844567899722,77.62626643116447,Ambedkar Colony,50.76158940397351,1.87,1
89601459c53ffff,13.036446298066226,77.5095498768439,Maruthi Layout,84.60264900662253,1.87,1
8961892e987ffff,12.977353840233196,77.6126470800068,Sivanchetti Gardens,50.76158940397351,1.87,1
8961892e697ffff,12.98981065127552,77.71645601281985,Thimmareddy Layout,50.76158940397351,1.87,1
8961892c8a3ffff,13.03832268752397,77.5998302301903,Gangamma Layout,84.60264900662253,1.87,1
8961892e377ffff,13.012435308179196,77.67044896591312,Petra Parks Apartment,50.76158940397351,1.87,1
89618924edbffff,12.897205788825065,77.60467512104476,Someshwara Layout,84.60264900662253,1.87,1
8960145a54bffff,12.929494353663621,77.54385694958569,Hoaskerehalli Circle,50.76158940397351,1.87,1
89618924ecbffff,12.899353057908236,77.602304376805,Bilekahalli Layout,50.76158940397351,1.87,1
8960145908bffff,13.041675832798171,77.54993679526135,Bahubali Nagar,50.76158940397351,1.87,1
89618925e17ffff,12.945245880959568,77.62293954105351,Godavari Block,50.76158940397351,1.87,1
89618925c87ffff,12.917459611539012,77.62006207560897,Central Silk Board Colony,84.60264900662253,1.87,1
89618924c3bffff,12.874839677632092,77.58324166472549,MBM Rohith Residency,50.76158940397351,1.87,1
89618925acfffff,12.965593452569934,77.61305046944275,Akshaya Commercial Complex,84.60264900662253,1.87,1
89601458623ffff,13.00113915692046,77.52760754397319,Kempegowda Layout,50.76158940397351,1.87,1
8961892e627ffff,12.99949184691751,77.70155689450048,Mahadevapura,50.76158940397351,1.87,1
8961892c813ffff,13.043646318330987,77.60654193378922,New Layout,84.60264900662253,1.87,1
89618925d23ffff,12.91864369040092,77.58939151725708,MTB Area,84.60264900662253,1.87,1
8961892f463ffff,13.037875583961375,77.73476623806323,Avalahalli South Taluka,84.60264900662253,1.87,1
8961892e417ffff,12.974869597738904,77.70776205530603,BREN Avalon,84.60264900662253,1.87,1
896189209b3ffff,12.923571597784926,77.6972408021674,Prestige Silver Sun,84.60264900662253,1.87,1
8961892c3b3ffff,13.051010873695706,77.64460280002835,Basavanna Layout,50.76158940397351,1.87,1
896189209bbffff,12.926777676879329,77.69789824171414,SLS Sunflower,84.60264900662253,1.87,1
8961892e4c3ffff,12.978043524680823,77.71685592380528,SAP Lab Campus,84.60264900662253,1.87,1
8960145166bffff,12.907098540207176,77.53085695523868,Bengaluru South City Corporation,84.60264900662253,1.87,1
89618924253ffff,12.916304572720943,77.64231474758567,,50.76158940397351,1.87,1
8961892eed3ffff,12.99855458140264,77.66479074154431,Disha Harmony Gardens,84.60264900662253,1.87,1
8961892ed6fffff,12.980529492795114,77.6217303636062,Kensington Oval Junction,50.76158940397351,1.87,1
89618924117ffff,12.877944349027285,77.60916430870154,Avani Shringeri Nagar,50.76158940397351,1.87,1
8961892410fffff,12.883296762105186,77.60744936547525,Shantiniketan Layout,50.76158940397351,1.87,1
