h3,lat,lon,day,hour,window,risk,risk_low,risk_high,cell_rate
8961892e2bbffff,13.009140358493172,77.69509425538708,Tue,0,00:00-01:00,4.732885162616632,1.8385340797341203,6.110898318810532,144.8695652173913
8960145b427ffff,12.97746783062643,77.57894671319185,Tue,8,08:00-09:00,4.728997009113321,2.254220793465243,6.357918413513725,320.39130434782606
8961892e9abffff,12.981645967305287,77.60790407487231,Thu,9,09:00-10:00,4.7201636464895085,3.519424899652111,8.498912537796347,289.8695652173913
8960145b5cbffff,12.974263654955623,77.57829127810561,Mon,10,10:00-11:00,4.720115787059549,3.76164881039793,8.637680155010736,260.5217391304348
8960145a26bffff,12.97437379053479,77.54460425854465,Tue,9,09:00-10:00,4.715786753634816,1.4886670423323847,5.762886206022962,158.82608695652175
8960145b3a7ffff,13.000003175983794,77.54984346680071,Fri,7,07:00-08:00,4.711181832371018,2.113701219629211,5.62527492916507,186.65217391304347
8960145b30fffff,13.010673683143166,77.55483414866346,Mon,10,10:00-11:00,4.6166698351172295,1.7530785214280313,5.717714134407687,112.69565217391305
8960145b427ffff,12.97746783062643,77.57894671319185,Sun,10,10:00-11:00,4.599977505745488,2.113869685360201,5.862792193268276,320.39130434782606
896016964b7ffff,13.07255955260552,77.58716314506412,Sun,11,11:00-12:00,4.596892028442656,2.36334788331184,6.520231618448133,121.91304347826087
8960145b553ffff,12.976409087424585,77.5759204607417,Mon,12,12:00-13:00,4.586054925393833,1.9228543674044167,7.304959439490226,527.0869565217391
8960145b5cbffff,12.974263654955623,77.57829127810561,Thu,8,08:00-09:00,4.568663300773851,2.9519369538064306,6.824332071038808,260.5217391304348
8960145b147ffff,12.992510341531737,77.55392942506437,Thu,3,03:00-04:00,4.550220022193349,1.2807761925067158,5.069276045595174,45.82608695652174
8960145b3a7ffff,13.000003175983794,77.54984346680071,Mon,7,07:00-08:00,4.549661103129027,1.777432565802353,6.025549063300077,186.65217391304347
8960145b3a7ffff,13.000003175983794,77.54984346680071,Fri,8,08:00-09:00,4.530091111265683,2.193945503687479,5.648718153576305,186.65217391304347
